ascent,descent,timestamp,altitude,cadence,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,battery_soc,calories,distance,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
7,7,2022-09-10 21:16:54,-5.0,0.0,-5.0,1.845,2.0,50.5383868,-84.8205505,0.0,1.845,,41.0,2907.68,0.0,27.0,53.0,80.0,29.0,86.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:16:55,-5.0,0.0,-5.0,2.104,2.0,50.538405,-84.8205687,0.0,2.104,,41.0,2909.87,0.0,28.5,53.0,83.0,30.0,89.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:16:56,-5.199999999999989,0.0,-5.199999999999989,2.473,2.0,50.5384323,-84.820587,0.0,2.473,,41.0,2912.46,0.0,30.0,53.0,86.5,31.0,91.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:16:57,-5.199999999999989,15.0,-5.199999999999989,3.066,2.0,50.5384641,-84.820587,18.0,3.066,,41.0,2915.73,0.0,31.5,54.0,89.5,32.0,93.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:16:58,-5.399999999999977,43.0,-5.399999999999977,3.963,2.0,50.5385006,-84.8205505,71.0,3.963,,41.0,2919.97,0.0,33.0,54.0,93.0,33.0,96.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:16:59,-5.600000000000023,60.0,-5.600000000000023,5.187,2.0,50.538537,-84.8204868,164.0,5.187,,42.0,2925.57,0.0,34.5,52.0,96.5,33.5,98.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:00,-5.600000000000023,72.0,-5.600000000000023,6.245,2.0,50.5385825,-84.8204231,374.0,6.245,,42.0,2931.93,0.0,34.5,49.0,97.0,34.5,100.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:01,-5.600000000000023,77.0,-5.600000000000023,6.202,2.0,50.5386371,-84.8203867,333.0,6.202,,42.0,2938.04,0.0,28.0,45.0,84.0,33.0,99.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:02,-5.600000000000023,78.0,-5.600000000000023,6.753,2.0,50.5386917,-84.8203594,284.0,6.753,,43.0,2943.45,0.0,21.0,42.0,71.0,32.0,99.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:03,-5.600000000000023,80.0,-5.600000000000023,7.251,2.0,50.5387418,-84.8202957,217.0,7.251,,43.0,2949.89,0.0,19.5,48.0,67.0,27.5,87.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:04,-5.600000000000023,81.0,-5.600000000000023,7.069,2.0,50.5387827,-84.8202047,177.0,7.069,,43.0,2957.23,0.0,20.0,49.0,67.5,22.0,72.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:05,-5.600000000000023,82.0,-5.600000000000023,6.485,2.0,50.5388237,-84.8201136,181.0,6.485,,43.0,2964.16,0.0,20.0,46.0,67.5,22.5,72.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:06,-5.600000000000023,84.0,-5.600000000000023,6.338,2.0,50.5388555,-84.8200408,186.0,6.338,,43.0,2970.5,0.0,20.0,49.0,67.5,23.0,72.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:07,-5.600000000000023,85.0,-5.600000000000023,6.703,2.0,50.5388919,-84.8199589,178.0,6.703,,44.0,2977.35,0.0,17.5,45.0,59.5,20.0,70.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:08,-5.600000000000023,86.0,-5.600000000000023,6.895,2.0,50.5389329,-84.8198679,156.0,6.895,,44.0,2984.28,0.0,16.5,53.0,55.5,17.0,68.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:09,-5.600000000000023,86.0,-5.600000000000023,7.577,2.0,50.5389693,-84.8197769,134.0,7.577,,44.0,2991.33,0.0,17.5,55.0,59.5,18.0,68.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:10,-5.600000000000023,87.0,-5.600000000000023,7.365,2.0,50.5390012,-84.8196858,109.0,7.365,,44.0,2998.53,0.0,14.0,45.0,49.5,23.0,72.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:11,-5.600000000000023,87.0,-5.600000000000023,6.715,2.0,50.5390376,-84.8195948,96.0,6.715,,44.0,3005.42,0.0,12.0,48.0,41.5,17.5,59.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:12,-5.800000000000011,88.0,-5.800000000000011,6.975,2.0,50.5390831,-84.8195129,89.0,6.975,,44.0,3012.4,0.0,12.5,51.0,44.0,15.5,55.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:13,-5.800000000000011,89.0,-5.800000000000011,6.898,2.0,50.5391332,-84.819431,84.0,6.898,,44.0,3019.69,0.0,14.0,53.0,51.5,16.0,56.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:14,-5.800000000000011,89.0,-5.800000000000011,6.99,2.0,50.5391787,-84.819349,109.0,6.99,,44.0,3027.07,0.0,15.5,55.0,56.5,16.5,57.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:15,-5.800000000000011,87.0,-5.800000000000011,6.859,2.0,50.5392196,-84.819258,102.0,6.859,,44.0,3033.98,0.0,14.0,54.0,52.0,17.5,57.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:16,-5.800000000000011,85.0,-5.800000000000011,6.558,2.0,50.539256,-84.8191943,92.0,6.558,,44.0,3039.88,0.0,12.5,53.0,48.0,18.0,57.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:17,-5.800000000000011,83.0,-5.800000000000011,6.473,2.0,50.539297,-84.8191306,81.0,6.473,,44.0,3046.01,0.0,13.5,54.0,46.5,14.0,47.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:18,-5.800000000000011,81.0,-5.800000000000011,5.598,2.0,50.5393471,-84.8190578,79.0,5.598,,45.0,3052.51,0.0,16.5,55.0,53.0,10.5,41.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:19,-5.800000000000011,81.0,-5.800000000000011,5.975,2.0,50.5393971,-84.8189941,144.0,5.975,,45.0,3058.76,0.0,20.0,55.0,64.5,14.5,52.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:20,-5.800000000000011,81.0,-5.800000000000011,5.862,2.0,50.5394381,-84.8189303,170.0,5.862,,45.0,3064.76,0.0,23.0,53.0,76.5,18.5,64.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:21,-6.0,82.0,-6.0,6.004,2.0,50.5394836,-84.8188757,184.0,6.004,,45.0,3070.56,0.0,21.5,46.0,72.0,19.0,65.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:22,-6.0,83.0,-6.0,6.867,2.0,50.53952,-84.8187938,187.0,6.867,,45.0,3077.08,0.0,19.5,47.0,66.5,20.5,68.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:23,-6.0,85.0,-6.0,6.59,2.0,50.5395701,-84.8187483,193.0,6.59,,45.0,3083.43,0.0,17.0,48.0,61.5,23.0,73.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:24,-6.199999999999989,86.0,-6.199999999999989,6.609,2.0,50.5396383,-84.8187392,175.0,6.609,,46.0,3089.82,0.0,14.5,49.0,57.0,25.5,78.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:25,-6.199999999999989,85.0,-6.199999999999989,3.636,2.0,50.5396838,-84.8187119,168.0,3.636,,46.0,3094.72,0.0,18.0,50.0,60.0,25.5,79.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:26,-6.199999999999989,85.0,-6.199999999999989,2.522,2.0,50.539702,-84.8186664,166.0,2.522,,46.0,3097.99,0.0,19.0,51.0,61.5,23.0,73.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:27,-6.399999999999977,86.0,-6.399999999999977,5.257,2.0,50.5397339,-84.8186118,168.0,5.257,,46.0,3102.81,0.0,19.0,53.0,63.5,21.0,69.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:28,-6.399999999999977,87.0,-6.399999999999977,6.704,2.0,50.539784,-84.8185481,175.0,6.704,,46.0,3109.3,0.0,18.5,54.0,66.0,21.5,68.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:29,-6.399999999999977,88.0,-6.399999999999977,7.218,2.0,50.5398568,-84.8185116,188.0,7.218,,47.0,3116.75,0.0,18.5,55.0,69.0,21.5,68.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:30,-6.399999999999977,90.0,-6.399999999999977,7.636,2.0,50.5399342,-84.8184752,201.0,7.636,,47.0,3124.29,0.0,14.0,56.0,77.0,20.5,67.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:31,-6.399999999999977,90.0,-6.399999999999977,7.434,2.0,50.5400161,-84.818457,204.0,7.434,,47.0,3131.9,0.0,9.0,49.0,85.0,19.5,65.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:32,-6.399999999999977,83.0,-6.399999999999977,6.065,2.0,50.5400798,-84.8184297,195.0,6.065,,47.0,3138.5,0.0,4.0,41.0,93.5,18.5,64.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:33,-6.399999999999977,59.0,-6.399999999999977,6.463,2.0,50.5401481,-84.8183933,180.0,6.463,,47.0,3145.07,0.0,0.5,38.0,100.0,17.5,63.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:34,-6.199999999999989,36.0,-6.199999999999989,7.204,2.0,50.5402209,-84.8183751,166.0,7.204,,47.0,3152.11,0.0,2.0,39.0,98.5,18.5,65.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:35,-6.199999999999989,13.0,-6.199999999999989,6.695,2.0,50.5402937,-84.8183569,152.0,6.695,,47.0,3158.9,0.0,3.5,41.0,97.5,19.0,67.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:36,-6.0,0.0,-6.0,6.25,2.0,50.540362,-84.8183478,0.0,6.25,,47.0,3165.33,0.0,5.5,43.0,96.0,20.0,69.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:37,-5.800000000000011,0.0,-5.800000000000011,5.546,2.0,50.5404257,-84.8183387,0.0,5.546,,47.0,3171.27,0.0,7.0,44.0,95.0,21.0,72.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:38,-5.600000000000023,0.0,-5.600000000000023,4.368,2.0,50.5404803,-84.8183205,0.0,4.368,,47.0,3176.36,0.0,8.5,46.0,94.0,21.5,74.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:39,-5.600000000000023,0.0,-5.600000000000023,3.957,2.0,50.5405258,-84.8183023,0.0,3.957,,47.0,3180.6,0.0,10.0,48.0,92.5,22.5,76.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:40,-5.399999999999977,0.0,-5.399999999999977,2.901,2.0,50.5405577,-84.8182932,0.0,2.901,,47.0,3183.98,0.0,12.0,49.0,91.5,23.0,78.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:41,-5.199999999999989,0.0,-5.199999999999989,2.083,2.0,50.5405895,-84.8182841,0.0,2.083,,47.0,3186.75,0.0,13.5,51.0,90.5,24.0,81.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:42,-5.199999999999989,0.0,-5.199999999999989,3.093,2.0,50.5406214,-84.818275,0.0,3.093,,47.0,3190.14,0.0,15.0,53.0,89.0,24.5,83.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:43,-5.199999999999989,7.0,-5.199999999999989,3.677,2.0,50.5406669,-84.8182659,4.0,3.677,,47.0,3194.02,0.0,17.0,54.0,88.0,25.5,85.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:44,-5.0,30.0,-5.0,4.208,2.0,50.5407078,-84.8182477,64.0,4.208,,47.0,3198.47,0.0,18.5,56.0,87.0,26.5,87.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:45,-5.0,52.0,-5.0,5.092,2.0,50.5407579,-84.8182113,143.0,5.092,,47.0,3203.72,0.0,20.0,58.0,85.5,27.0,90.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:46,-4.800000000000011,59.0,-4.800000000000011,5.4,2.0,50.5408171,-84.818184,211.0,5.4,,48.0,3209.36,0.0,21.5,56.0,84.5,28.0,92.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:47,-4.800000000000011,65.0,-4.800000000000011,6.039,2.0,50.5408762,-84.8181385,283.0,6.039,,48.0,3215.69,0.0,23.5,53.0,83.5,27.5,93.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:48,-4.800000000000011,69.0,-4.800000000000011,6.771,2.0,50.5409445,-84.818102,257.0,6.771,,48.0,3222.73,0.0,25.5,51.0,84.0,23.5,87.5,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:49,-4.800000000000011,79.0,-4.800000000000011,6.878,2.0,50.5410128,-84.8180656,245.0,6.878,,49.0,3229.69,0.0,27.5,53.0,85.0,19.0,82.0,28.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:50,-4.800000000000011,83.0,-4.800000000000011,6.99,2.0,50.5410856,-84.8180292,252.0,6.99,,49.0,3236.77,0.0,27.0,44.0,86.0,18.0,80.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:51,-4.800000000000011,84.0,-4.800000000000011,7.423,3.0,50.541163,-84.8179837,275.0,7.423,,49.0,3244.39,0.0,22.5,38.0,74.0,20.0,83.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:52,-4.800000000000011,85.0,-4.800000000000011,7.408,3.0,50.5412312,-84.8179382,189.0,7.408,,49.0,3251.75,0.0,16.0,38.0,53.5,23.5,87.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:53,-4.800000000000011,85.0,-4.800000000000011,7.268,3.0,50.541304,-84.8179018,127.0,7.268,,49.0,3258.96,0.0,15.0,43.0,53.0,24.5,81.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:54,-4.800000000000011,86.0,-4.800000000000011,7.26,3.0,50.5413723,-84.8178563,104.0,7.26,,49.0,3266.22,0.0,15.0,48.0,54.5,21.5,71.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:55,-4.800000000000011,87.0,-4.800000000000011,7.345,3.0,50.5414451,-84.8178108,98.0,7.345,,50.0,3273.58,0.0,15.5,54.0,56.0,18.0,61.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:56,-4.800000000000011,88.0,-4.800000000000011,7.802,3.0,50.5415225,-84.8177653,107.0,7.802,,50.0,3281.54,0.0,15.5,58.0,55.0,18.0,58.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:57,-4.800000000000011,88.0,-4.800000000000011,7.98,3.0,50.5416044,-84.8177198,88.0,7.98,,50.0,3289.57,0.0,15.0,55.0,50.0,19.0,60.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:58,-4.800000000000011,88.0,-4.800000000000011,7.78,3.0,50.5416818,-84.8176742,77.0,7.78,,50.0,3297.16,0.0,10.5,50.0,40.0,15.0,51.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:17:59,-4.800000000000011,89.0,-4.800000000000011,7.621,3.0,50.5417546,-84.8176287,79.0,7.621,,50.0,3304.78,0.0,14.0,61.0,52.0,13.5,45.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:00,-5.0,89.0,-5.0,7.502,3.0,50.5418274,-84.8175923,84.0,7.502,,50.0,3312.28,0.0,15.0,58.0,55.5,14.5,49.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:01,-5.0,90.0,-5.0,7.528,3.0,50.5419002,-84.8175377,109.0,7.528,,50.0,3319.82,0.0,15.5,54.0,56.0,16.5,55.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:02,-5.0,91.0,-5.0,7.696,3.0,50.541973,-84.8174922,116.0,7.696,,50.0,3327.62,0.0,15.0,52.0,56.0,17.5,59.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:03,-5.0,92.0,-5.0,7.786,3.0,50.5420504,-84.8174467,124.0,7.786,,50.0,3335.42,0.0,15.5,50.0,55.5,17.0,58.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:04,-5.0,93.0,-5.0,7.881,3.0,50.5421323,-84.8174103,130.0,7.881,,51.0,3343.34,0.0,16.5,50.0,59.5,17.5,60.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:05,-5.199999999999989,93.0,-5.199999999999989,8.125,3.0,50.5422143,-84.8173648,129.0,8.125,,51.0,3351.53,0.0,16.0,49.0,57.5,17.0,63.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:06,-5.199999999999989,93.0,-5.199999999999989,8.16,3.0,50.5422962,-84.8173193,121.0,8.16,,51.0,3359.69,0.0,15.0,50.0,52.5,16.0,63.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:07,-5.199999999999989,93.0,-5.199999999999989,8.084,3.0,50.5423735,-84.8172646,100.0,8.084,,51.0,3367.75,0.0,15.5,51.0,57.5,16.0,55.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:08,-5.199999999999989,94.0,-5.199999999999989,8.454,2.0,50.5424555,-84.8172191,114.0,8.454,,51.0,3376.28,0.0,15.0,47.0,54.5,16.0,56.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:09,-5.199999999999989,94.0,-5.199999999999989,8.585,2.0,50.5425419,-84.8171736,123.0,8.585,,51.0,3384.87,0.0,14.5,52.0,52.0,16.5,56.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:10,-5.199999999999989,94.0,-5.199999999999989,8.393,2.0,50.5426284,-84.8171372,117.0,8.393,,51.0,3393.31,0.0,14.0,57.0,48.5,16.5,56.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:11,-5.199999999999989,81.0,-5.199999999999989,8.165,2.0,50.5427103,-84.8170917,51.0,8.165,,51.0,3401.25,0.0,13.5,63.0,46.5,13.0,55.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:12,-5.199999999999989,90.0,-5.199999999999989,7.7,2.0,50.5427831,-84.8170553,53.0,7.7,,51.0,3408.89,0.0,13.5,65.0,49.5,0.0,48.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:13,-5.199999999999989,91.0,-5.199999999999989,7.588,2.0,50.5428605,-84.8170098,91.0,7.588,,51.0,3416.76,0.0,16.5,55.0,64.5,9.5,42.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:14,-5.199999999999989,92.0,-5.199999999999989,7.617,2.0,50.5429379,-84.8169643,145.0,7.617,,52.0,3424.46,0.0,19.0,49.0,74.5,12.0,40.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:15,-5.199999999999989,92.0,-5.199999999999989,7.559,2.0,50.5430107,-84.8169188,187.0,7.559,,52.0,3431.92,0.0,18.0,43.0,68.5,15.5,54.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:16,-5.199999999999989,92.0,-5.199999999999989,7.61,2.0,50.5430881,-84.8168823,137.0,7.61,,52.0,3439.76,0.0,15.0,41.0,53.0,21.5,74.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:17,-5.199999999999989,92.0,-5.199999999999989,7.644,2.0,50.54317,-84.8168368,127.0,7.644,,52.0,3447.79,0.0,15.0,42.0,50.5,23.0,73.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:18,-5.199999999999989,84.0,-5.199999999999989,7.39,2.0,50.5432519,-84.8168004,123.0,7.39,,52.0,3455.58,0.0,14.0,43.0,50.0,22.0,69.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:19,-5.199999999999989,64.0,-5.199999999999989,7.217,2.0,50.5433293,-84.816764,114.0,7.217,,52.0,3463.11,0.0,13.5,44.0,49.5,20.5,65.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:20,-5.199999999999989,36.0,-5.199999999999989,7.34,2.0,50.5434021,-84.8167185,99.0,7.34,,52.0,3470.8,0.0,10.5,53.0,42.0,19.5,63.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:21,-5.199999999999989,88.0,-5.199999999999989,7.306,2.0,50.5434749,-84.816673,89.0,7.306,,52.0,3478.32,0.0,10.0,57.0,41.0,18.5,63.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:22,-5.199999999999989,89.0,-5.199999999999989,7.255,2.0,50.5435432,-84.8166184,150.0,7.255,,53.0,3485.72,0.0,21.0,54.0,76.5,19.5,65.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:23,-5.199999999999989,89.0,-5.199999999999989,7.022,2.0,50.5436114,-84.8165547,151.0,7.022,,53.0,3492.99,0.0,17.5,47.0,62.5,18.5,61.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:24,-5.199999999999989,77.0,-5.199999999999989,6.85,2.0,50.5436706,-84.8165001,133.0,6.85,,53.0,3500.09,0.0,16.0,50.0,58.0,17.0,58.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:25,-5.199999999999989,53.0,-5.199999999999989,6.488,3.0,50.5437343,-84.8164545,115.0,6.488,,53.0,3506.82,0.0,16.0,,55.5,16.0,56.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:26,-5.199999999999989,29.0,-5.199999999999989,5.765,3.0,50.5437935,-84.8164181,96.0,5.765,,53.0,3512.97,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:27,-5.199999999999989,5.0,-5.199999999999989,4.796,3.0,50.5438436,-84.8163817,78.0,4.796,,53.0,3518.22,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:28,-5.199999999999989,0.0,-5.199999999999989,4.034,3.0,50.5438891,-84.8163544,0.0,4.034,,53.0,3522.64,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:29,-5.199999999999989,0.0,-5.199999999999989,3.363,3.0,50.5439255,-84.8163271,0.0,3.363,,53.0,3526.7,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:30,-5.199999999999989,0.0,-5.199999999999989,2.591,3.0,50.5439619,-84.8163089,0.0,2.591,,53.0,3530.16,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:31,-5.199999999999989,0.0,-5.199999999999989,2.607,3.0,50.5439892,-84.8162907,0.0,2.607,,53.0,3532.97,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:32,-5.199999999999989,0.0,-5.199999999999989,2.733,3.0,50.5440165,-84.8162816,0.0,2.733,,53.0,3535.61,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:33,-5.0,0.0,-5.0,2.547,3.0,50.5440393,-84.8162634,0.0,2.547,,53.0,3538.08,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:34,-5.0,0.0,-5.0,2.254,3.0,50.5440575,-84.8162543,0.0,2.254,,53.0,3540.24,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:35,-5.0,0.0,-5.0,1.979,3.0,50.5440757,-84.8162361,0.0,1.979,,53.0,3542.12,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:36,-5.0,0.0,-5.0,0.765,3.0,50.5440893,-84.8162179,0.0,0.765,,53.0,3542.82,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:48,-5.0,0.0,-5.0,4.945,2.0,50.5442076,-84.8161178,0.0,4.945,,53.0,3545.43,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:49,-5.199999999999989,0.0,-5.199999999999989,3.322,2.0,50.544235,-84.8161087,0.0,3.322,,53.0,3545.67,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:50,-5.199999999999989,0.0,-5.199999999999989,2.669,2.0,50.5442668,-84.8160905,0.0,2.669,,53.0,3548.28,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:51,-5.199999999999989,0.0,-5.199999999999989,2.578,2.0,50.5442941,-84.8160814,0.0,2.578,,53.0,3550.79,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:52,-5.199999999999989,9.0,-5.199999999999989,2.857,2.0,50.5443214,-84.8160722,8.0,2.857,,53.0,3553.74,0.0,,,,,,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:53,-5.199999999999989,32.0,-5.199999999999989,3.483,2.0,50.5443578,-84.8160449,50.0,3.483,,53.0,3557.46,0.0,25.5,89.0,82.0,13.5,64.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:54,-5.199999999999989,43.0,-5.199999999999989,4.159,2.0,50.5443988,-84.8160176,99.0,4.159,,53.0,3561.83,0.0,22.0,64.0,77.5,16.0,67.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:55,-5.199999999999989,32.0,-5.199999999999989,4.544,2.0,50.5444443,-84.8159994,102.0,4.544,,53.0,3566.5,0.0,19.5,53.0,74.0,17.5,68.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:56,-5.199999999999989,21.0,-5.199999999999989,4.733,2.0,50.5444944,-84.8159812,106.0,4.733,,53.0,3571.3,0.0,20.0,53.0,74.5,16.5,64.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:57,-5.199999999999989,10.0,-5.199999999999989,4.737,2.0,50.5445444,-84.8159539,109.0,4.737,,53.0,3576.05,0.0,20.0,52.0,75.0,15.5,59.5,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:58,-5.199999999999989,0.0,-5.199999999999989,4.553,2.0,50.5445854,-84.8159357,0.0,4.553,,53.0,3580.52,0.0,20.5,52.0,75.5,14.0,55.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:18:59,-5.0,0.0,-5.0,4.41,2.0,50.5446309,-84.8159084,0.0,4.41,,53.0,3584.89,0.0,20.5,52.0,75.5,13.0,50.0,27.0,2022,9,10,21,1.14,195.0
7,7,2022-09-10 21:19:00,-5.0,0.0,-5.0,4.313,2.0,50.5446719,-84.8158811,0.0,4.313,,53.0,3589.18,0.0,20.5,52.0,76.0,11.5,45.5,27.0,2022,9,10,21,1.14,195.0
