left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,altitude,battery_soc,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,cadence,temperature,left_right_balance,year,month,day,hour,wind_speed,wind_direction
23.5,93.5,444,23.5,83.5,2022-04-16 12:18:36,189.20000000000005,,772.5,189.20000000000005,9.742,2.0,1.77,52.1422904,-86.245576,9.742,84.0,8.0,52.0,2022,4,16,12,4.17,134.0
23.5,94.5,398,24.0,86.5,2022-04-16 12:18:37,189.20000000000005,,782.69,189.20000000000005,10.086,2.0,1.6,52.1422842,-86.2454254,10.086,80.0,8.0,54.0,2022,4,16,12,4.17,134.0
23.5,88.5,358,24.5,96.5,2022-04-16 12:18:38,189.20000000000005,,792.76,189.20000000000005,9.89,2.0,1.1,52.1422746,-86.2452769,9.89,82.0,8.0,48.0,2022,4,16,12,4.17,134.0
29.0,94.0,396,21.0,94.0,2022-04-16 12:18:39,189.0,,803.31,189.0,10.159,2.0,0.37,52.1422692,-86.2451209,10.159,82.0,7.0,49.0,2022,4,16,12,4.17,134.0
31.0,96.0,376,21.0,93.0,2022-04-16 12:18:40,189.20000000000005,,814.59,189.20000000000005,11.097,3.0,0.0,52.1422733,-86.2449546,11.097,83.0,7.0,49.0,2022,4,16,12,4.17,134.0
29.5,94.0,296,24.5,93.5,2022-04-16 12:18:41,189.39999999999998,,824.03,189.39999999999998,9.799,3.0,0.0,52.1423103,-86.2448257,9.799,83.0,7.0,49.0,2022,4,16,12,4.17,134.0
19.0,71.0,309,29.0,96.0,2022-04-16 12:18:42,189.60000000000002,,832.3,189.60000000000002,8.701,3.0,0.0,52.142379,-86.2447507,8.701,66.0,7.0,32.0,2022,4,16,12,4.17,134.0
10.0,49.5,408,34.0,98.5,2022-04-16 12:18:43,189.60000000000002,,841.8,189.60000000000002,10.289,3.0,0.17,52.1424796,-86.2447297,10.289,43.0,7.0,21.0,2022,4,16,12,4.17,134.0
35.0,100.0,480,34.0,98.5,2022-04-16 12:18:44,189.39999999999998,,853.09,189.39999999999998,10.786,3.0,0.6,52.1426006,-86.2447401,10.786,55.0,7.0,78.0,2022,4,16,12,4.17,134.0
31.0,96.0,426,34.0,99.5,2022-04-16 12:18:45,189.39999999999998,,864.03,189.39999999999998,10.94,3.0,0.69,52.1427175,-86.2447559,10.94,77.0,7.0,57.0,2022,4,16,12,4.17,134.0
29.0,94.0,367,34.0,100.0,2022-04-16 12:18:46,189.20000000000005,,874.7,189.20000000000005,10.984,4.0,0.26,52.1428315,-86.2447711,10.984,91.0,7.0,46.0,2022,4,16,12,4.17,134.0
27.5,90.0,370,34.0,98.0,2022-04-16 12:18:47,189.20000000000005,,886.16,189.20000000000005,11.279,4.0,-0.13,52.1429528,-86.2447993,11.279,93.0,7.0,46.0,2022,4,16,12,4.17,134.0
30.0,94.5,369,31.0,93.5,2022-04-16 12:18:48,189.0,,897.54,189.0,10.898,4.0,-0.53,52.1430745,-86.2448112,10.898,94.0,7.0,46.0,2022,4,16,12,4.17,134.0
30.5,95.5,409,31.0,94.5,2022-04-16 12:18:49,189.0,,909.31,189.0,10.8,4.0,-0.85,52.1431987,-86.2448413,10.8,95.0,7.0,46.0,2022,4,16,12,4.17,134.0
31.0,97.0,367,31.5,96.0,2022-04-16 12:18:50,188.79999999999995,,919.75,188.79999999999995,10.943,4.0,-0.83,52.1433105,-86.2448305,10.943,96.0,7.0,46.0,2022,4,16,12,4.17,134.0
31.5,98.5,325,32.0,97.5,2022-04-16 12:18:51,188.79999999999995,,931.42,188.79999999999995,10.824,4.0,-0.82,52.1434359,-86.2448318,10.824,96.0,7.0,46.0,2022,4,16,12,4.17,134.0
27.5,95.5,310,31.0,94.0,2022-04-16 12:18:52,188.60000000000002,,942.99,188.60000000000002,10.806,4.0,-0.9,52.14356,-86.2448256,10.806,97.0,7.0,46.0,2022,4,16,12,4.17,134.0
23.5,93.0,295,30.5,90.5,2022-04-16 12:18:53,188.60000000000002,,954.06,188.60000000000002,10.506,4.0,-0.9,52.1436786,-86.2448166,10.506,97.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.5,91.5,275,30.0,88.5,2022-04-16 12:18:54,188.60000000000002,,966.84,188.60000000000002,10.711,4.0,-0.81,52.1438148,-86.2447925,10.711,96.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.5,91.5,287,30.0,88.5,2022-04-16 12:18:55,188.60000000000002,,979.68,188.60000000000002,12.732,4.0,-0.71,52.1439515,-86.2447676,12.732,96.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.5,91.0,323,30.0,88.5,2022-04-16 12:18:56,188.39999999999998,,991.53,188.39999999999998,12.262,4.0,-0.67,52.1440778,-86.244751,12.262,95.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,89.5,321,29.0,89.0,2022-04-16 12:18:57,188.20000000000005,,1004.14,188.20000000000005,12.348,4.0,-0.74,52.1442046,-86.2446854,12.348,95.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.5,88.0,319,28.5,89.0,2022-04-16 12:18:58,188.20000000000005,,1015.67,188.20000000000005,11.781,4.0,-0.8,52.1443161,-86.2446113,11.781,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
23.0,86.5,317,28.0,89.5,2022-04-16 12:18:59,188.0,,1026.47,188.0,10.982,3.0,-0.77,52.1444131,-86.2445239,10.982,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
23.5,85.5,324,27.5,89.5,2022-04-16 12:19:00,187.79999999999995,,1038.17,187.79999999999995,11.56,3.0,-0.77,52.1445161,-86.2444248,11.56,95.0,7.0,49.0,2022,4,16,12,4.17,134.0
23.5,85.5,344,27.5,89.5,2022-04-16 12:19:01,187.60000000000002,,1050.47,187.60000000000002,12.17,3.0,-0.9,52.1446246,-86.244321,12.17,96.0,7.0,49.0,2022,4,16,12,4.17,134.0
23.5,85.5,324,27.5,89.5,2022-04-16 12:19:02,187.39999999999998,,1062.01,187.39999999999998,11.86,3.0,-1.06,52.1447294,-86.2442297,11.86,97.0,7.0,47.0,2022,4,16,12,4.17,134.0
23.0,82.5,307,27.0,87.5,2022-04-16 12:19:03,187.20000000000005,,1073.67,187.20000000000005,11.476,3.0,-1.27,52.1448335,-86.244134,11.476,98.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.5,80.0,291,27.0,85.0,2022-04-16 12:19:04,187.0,,1084.26,187.0,11.496,4.0,-1.55,52.1449303,-86.2440517,11.496,98.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.0,77.0,274,26.5,83.0,2022-04-16 12:19:05,186.79999999999995,,1095.84,186.79999999999995,11.535,3.0,-1.82,52.1450379,-86.2439658,11.535,98.0,7.0,47.0,2022,4,16,12,4.17,134.0
21.5,74.0,258,26.0,81.0,2022-04-16 12:19:06,186.60000000000002,,1109.18,186.60000000000002,12.877,3.0,-1.99,52.145166,-86.2438774,12.877,99.0,7.0,47.0,2022,4,16,12,4.17,134.0
21.5,73.5,245,26.0,80.5,2022-04-16 12:19:07,186.39999999999998,,1121.81,186.39999999999998,12.672,3.0,-2.0,52.1452823,-86.2437813,12.672,100.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.0,79.5,254,25.5,81.5,2022-04-16 12:19:08,186.39999999999998,,1134.01,186.39999999999998,12.385,3.0,-1.8,52.1453951,-86.2436893,12.385,100.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.0,81.0,219,25.5,81.5,2022-04-16 12:19:09,186.20000000000005,,1144.93,186.20000000000005,11.266,3.0,-1.62,52.1454917,-86.2435987,11.266,101.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.0,81.0,170,25.5,81.5,2022-04-16 12:19:10,186.0,,1154.88,186.0,10.358,3.0,-1.48,52.1455596,-86.2434855,10.358,100.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.0,78.5,169,25.0,81.5,2022-04-16 12:19:11,185.79999999999995,,1165.06,185.79999999999995,10.175,3.0,-1.23,52.1455947,-86.243344,10.175,85.0,7.0,47.0,2022,4,16,12,4.17,134.0
21.5,70.0,299,22.5,81.5,2022-04-16 12:19:12,185.60000000000002,,1175.99,185.60000000000002,10.605,3.0,-1.14,52.1455747,-86.2431853,10.605,29.0,7.0,48.0,2022,4,16,12,4.17,134.0
24.0,83.0,544,22.5,81.5,2022-04-16 12:19:13,185.39999999999998,,1187.14,185.39999999999998,11.097,3.0,-1.33,52.1455161,-86.2430416,11.097,39.0,7.0,74.0,2022,4,16,12,4.17,134.0
25.0,89.0,707,22.5,81.5,2022-04-16 12:19:14,185.0,,1198.95,185.0,11.574,3.0,-1.59,52.1454396,-86.2429022,11.574,70.0,7.0,68.0,2022,4,16,12,4.17,134.0
25.0,89.0,600,22.5,81.5,2022-04-16 12:19:15,185.0,,1211.37,185.0,11.35,3.0,-1.83,52.1453544,-86.2427608,11.35,98.0,7.0,52.0,2022,4,16,12,4.17,134.0
25.0,89.5,463,22.5,84.5,2022-04-16 12:19:16,184.79999999999995,,1225.2,184.79999999999995,13.437,3.0,-1.96,52.1452705,-86.2425919,13.437,100.0,7.0,47.0,2022,4,16,12,4.17,134.0
24.5,90.5,431,23.5,96.0,2022-04-16 12:19:17,184.79999999999995,,1237.89,184.79999999999995,12.836,3.0,-1.8,52.1451843,-86.2424468,12.836,101.0,7.0,44.0,2022,4,16,12,4.17,134.0
27.5,96.5,392,30.5,98.5,2022-04-16 12:19:18,184.60000000000002,,1250.2,184.60000000000002,12.476,3.0,-1.5,52.1451163,-86.2422908,12.476,100.0,7.0,45.0,2022,4,16,12,4.17,134.0
26.0,92.5,321,30.5,96.5,2022-04-16 12:19:19,184.39999999999998,,1261.74,184.39999999999998,11.748,3.0,-1.4,52.1450386,-86.2421577,11.748,100.0,7.0,45.0,2022,4,16,12,4.17,134.0
23.5,86.0,289,29.0,94.5,2022-04-16 12:19:20,184.20000000000005,,1274.17,184.20000000000005,12.268,3.0,-1.38,52.1449613,-86.2420078,12.268,100.0,7.0,43.0,2022,4,16,12,4.17,134.0
21.5,81.0,302,28.5,93.5,2022-04-16 12:19:21,184.20000000000005,,1285.45,184.20000000000005,11.562,3.0,-1.29,52.1448873,-86.2418755,11.562,101.0,7.0,42.0,2022,4,16,12,4.17,134.0
21.5,81.0,329,28.5,93.5,2022-04-16 12:19:22,184.0,,1296.77,184.0,11.637,3.0,-1.26,52.1448063,-86.2417507,11.637,101.0,7.0,47.0,2022,4,16,12,4.17,134.0
21.5,81.0,355,28.5,93.5,2022-04-16 12:19:23,184.0,,1308.75,184.0,11.915,3.0,-1.23,52.1447182,-86.2416215,11.915,101.0,7.0,52.0,2022,4,16,12,4.17,134.0
22.5,84.0,366,28.0,91.0,2022-04-16 12:19:24,184.20000000000005,,1320.67,184.20000000000005,11.887,3.0,-0.88,52.1446296,-86.241494,11.887,100.0,7.0,56.0,2022,4,16,12,4.17,134.0
25.0,92.0,358,26.5,85.5,2022-04-16 12:19:25,184.20000000000005,,1332.36,184.20000000000005,11.764,3.0,-0.29,52.1445385,-86.2413752,11.764,99.0,7.0,56.0,2022,4,16,12,4.17,134.0
25.0,92.0,369,26.5,85.5,2022-04-16 12:19:26,184.39999999999998,,1343.54,184.39999999999998,11.308,3.0,0.0,52.144463,-86.2412471,11.308,98.0,7.0,56.0,2022,4,16,12,4.17,134.0
25.0,92.0,411,26.5,85.5,2022-04-16 12:19:27,184.79999999999995,,1354.06,184.79999999999995,10.751,3.0,0.27,52.1443758,-86.2411483,10.751,105.0,7.0,56.0,2022,4,16,12,4.17,134.0
26.5,94.5,454,29.0,88.0,2022-04-16 12:19:28,185.39999999999998,,1364.36,185.39999999999998,10.393,3.0,1.24,52.1443032,-86.2410337,10.393,104.0,7.0,56.0,2022,4,16,12,4.17,134.0
28.0,96.5,478,31.5,90.5,2022-04-16 12:19:29,186.20000000000005,,1374.34,186.20000000000005,10.254,3.0,2.57,52.1442561,-86.2409013,10.254,100.0,7.0,56.0,2022,4,16,12,4.17,134.0
28.0,96.0,472,31.0,91.0,2022-04-16 12:19:30,186.79999999999995,,1383.88,186.79999999999995,9.552,3.0,3.8,52.1442373,-86.2407635,9.552,96.0,7.0,55.0,2022,4,16,12,4.17,134.0
27.0,94.5,477,30.0,93.0,2022-04-16 12:19:31,187.20000000000005,,1392.95,187.20000000000005,9.294,3.0,4.91,52.1442616,-86.2406341,9.294,95.0,7.0,52.0,2022,4,16,12,4.17,134.0
26.5,93.0,483,28.5,95.0,2022-04-16 12:19:32,187.60000000000002,,1402.01,187.60000000000002,10.214,2.0,5.6,52.1443171,-86.240524,10.214,94.0,7.0,50.0,2022,4,16,12,4.17,134.0
27.0,96.5,452,31.0,97.5,2022-04-16 12:19:33,187.60000000000002,,1411.7,187.60000000000002,9.871,2.0,5.46,52.1443865,-86.2404172,9.871,92.0,7.0,49.0,2022,4,16,12,4.17,134.0
27.0,98.5,405,32.5,99.0,2022-04-16 12:19:34,187.79999999999995,,1421.52,187.79999999999995,9.802,2.0,4.52,52.1444668,-86.240323,9.802,94.0,7.0,49.0,2022,4,16,12,4.17,134.0
27.0,98.5,409,32.5,99.0,2022-04-16 12:19:35,187.60000000000002,,1431.45,187.60000000000002,10.217,2.0,3.19,52.1445489,-86.2402293,10.217,96.0,7.0,49.0,2022,4,16,12,4.17,134.0
27.0,98.5,342,32.5,99.0,2022-04-16 12:19:36,187.60000000000002,,1441.83,187.60000000000002,10.32,2.0,1.8,52.1446364,-86.2401342,10.32,98.0,7.0,44.0,2022,4,16,12,4.17,134.0
26.5,96.0,338,31.0,96.5,2022-04-16 12:19:37,187.79999999999995,,1452.29,187.79999999999995,10.423,2.0,0.55,52.1447259,-86.2400407,10.423,98.0,7.0,45.0,2022,4,16,12,4.17,134.0
26.5,93.5,334,30.0,94.0,2022-04-16 12:19:38,187.39999999999998,,1462.95,187.39999999999998,10.589,2.0,0.0,52.1448168,-86.2399446,10.589,98.0,7.0,46.0,2022,4,16,12,4.17,134.0
26.0,91.0,330,28.5,92.0,2022-04-16 12:19:39,187.39999999999998,,1473.65,187.39999999999998,10.638,2.0,0.0,52.1449021,-86.2398387,10.638,99.0,7.0,47.0,2022,4,16,12,4.17,134.0
25.5,88.5,327,27.0,89.5,2022-04-16 12:19:40,187.39999999999998,,1484.62,187.39999999999998,10.903,2.0,-0.15,52.144986,-86.2397246,10.903,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.5,88.0,328,27.0,89.0,2022-04-16 12:19:41,187.20000000000005,,1495.66,187.20000000000005,11.058,2.0,-0.56,52.1450696,-86.2396088,11.058,102.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.5,88.5,312,27.0,88.0,2022-04-16 12:19:42,187.0,,1506.65,187.0,11.308,2.0,-0.93,52.1451507,-86.2394907,11.308,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.0,89.0,285,26.5,87.0,2022-04-16 12:19:43,187.0,,1517.8,187.0,11.347,2.0,-1.13,52.1452272,-86.2393637,11.347,94.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.0,89.0,197,26.5,87.0,2022-04-16 12:19:44,186.79999999999995,,1528.87,186.79999999999995,11.599,2.0,-1.19,52.1452963,-86.2392304,11.599,90.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.0,87.0,190,28.0,87.5,2022-04-16 12:19:45,186.60000000000002,,1540.38,186.60000000000002,11.735,2.0,-1.32,52.1453612,-86.2390855,11.735,91.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.0,85.0,184,29.5,88.5,2022-04-16 12:19:46,186.20000000000005,,1552.5,186.20000000000005,12.081,2.0,-1.54,52.1454179,-86.2389241,12.081,91.0,7.0,50.0,2022,4,16,12,4.17,134.0
21.0,72.0,137,27.0,80.5,2022-04-16 12:19:47,185.79999999999995,,1564.81,185.79999999999995,12.092,2.0,-1.55,52.1454678,-86.2387553,12.092,95.0,7.0,46.0,2022,4,16,12,4.17,134.0
16.0,55.5,140,22.5,70.0,2022-04-16 12:19:48,185.39999999999998,,1577.08,185.39999999999998,12.285,2.0,-1.8,52.1455088,-86.2385828,12.285,97.0,7.0,41.0,2022,4,16,12,4.17,134.0
16.5,57.0,171,21.0,68.5,2022-04-16 12:19:49,185.0,,1589.43,185.0,12.305,2.0,-2.36,52.1455416,-86.2384058,12.305,98.0,7.0,41.0,2022,4,16,12,4.17,134.0
16.5,58.0,227,20.5,68.5,2022-04-16 12:19:50,184.39999999999998,,1601.67,184.39999999999998,12.457,2.0,-2.79,52.1455631,-86.238227,12.457,98.0,7.0,44.0,2022,4,16,12,4.17,134.0
20.0,75.5,287,22.0,72.5,2022-04-16 12:19:51,184.0,,1614.39,184.0,12.719,2.0,-3.15,52.1455826,-86.2380406,12.719,99.0,7.0,49.0,2022,4,16,12,4.17,134.0
20.0,79.5,295,25.0,80.5,2022-04-16 12:19:52,183.60000000000002,,1627.74,183.60000000000002,13.06,2.0,-3.6,52.1455989,-86.2378444,13.06,101.0,7.0,50.0,2022,4,16,12,4.17,134.0
21.0,79.0,286,26.5,86.5,2022-04-16 12:19:53,183.0,,1640.97,183.0,13.325,2.0,-3.93,52.1456163,-86.2376499,13.325,102.0,7.0,51.0,2022,4,16,12,4.17,134.0
22.0,76.5,274,26.0,90.0,2022-04-16 12:19:54,182.39999999999998,,1654.59,182.39999999999998,13.335,2.0,-4.12,52.1456324,-86.2374495,13.335,101.0,7.0,51.0,2022,4,16,12,4.17,134.0
20.5,72.0,265,23.0,91.0,2022-04-16 12:19:55,181.79999999999995,,1668.67,181.79999999999995,13.576,2.0,-4.3,52.1456529,-86.2372431,13.576,98.0,7.0,45.0,2022,4,16,12,4.17,134.0
22.0,80.0,284,26.0,84.0,2022-04-16 12:19:56,181.20000000000005,,1682.49,181.20000000000005,13.752,2.0,-4.47,52.1456749,-86.2370408,13.752,100.0,7.0,45.0,2022,4,16,12,4.17,134.0
20.5,75.5,229,26.5,84.0,2022-04-16 12:19:57,180.39999999999998,,1697.46,180.39999999999998,13.9,3.0,-4.73,52.1457053,-86.2368232,13.9,102.0,7.0,42.0,2022,4,16,12,4.17,134.0
18.0,68.0,231,28.0,83.5,2022-04-16 12:19:58,179.79999999999995,,1712.07,179.79999999999995,14.131,3.0,-4.93,52.1457408,-86.2366125,14.131,103.0,7.0,45.0,2022,4,16,12,4.17,134.0
18.5,70.0,255,30.0,81.5,2022-04-16 12:19:59,179.20000000000005,,1726.88,179.20000000000005,13.974,3.0,-4.73,52.1457769,-86.236399,13.974,104.0,7.0,52.0,2022,4,16,12,4.17,134.0
22.5,81.5,247,30.0,81.5,2022-04-16 12:20:00,178.20000000000005,,1740.57,178.20000000000005,14.167,4.0,-4.25,52.1458099,-86.2362018,14.167,105.0,7.0,47.0,2022,4,16,12,4.17,134.0
24.0,83.5,223,29.0,80.5,2022-04-16 12:20:01,177.39999999999998,,1755.2,177.39999999999998,14.143,4.0,-4.17,52.1458659,-86.2359994,14.143,105.0,7.0,47.0,2022,4,16,12,4.17,134.0
25.5,85.5,231,28.0,79.5,2022-04-16 12:20:02,176.39999999999998,,1770.08,176.39999999999998,14.139,4.0,-4.54,52.1459219,-86.2357932,14.139,106.0,7.0,46.0,2022,4,16,12,4.17,134.0
27.0,88.0,238,26.5,78.5,2022-04-16 12:20:03,175.60000000000002,,1783.91,175.60000000000002,14.344,3.0,-4.88,52.14598,-86.2356047,14.344,106.0,7.0,45.0,2022,4,16,12,4.17,134.0
28.5,90.0,246,25.5,77.5,2022-04-16 12:20:04,174.20000000000005,,1798.68,174.20000000000005,14.362,3.0,-5.52,52.1460479,-86.2354071,14.362,106.0,7.0,45.0,2022,4,16,12,4.17,134.0
30.0,92.5,253,24.5,76.0,2022-04-16 12:20:05,173.0,,1813.25,173.0,14.479,3.0,-6.87,52.1461164,-86.2352132,14.479,106.0,7.0,44.0,2022,4,16,12,4.17,134.0
31.0,94.0,293,23.5,75.5,2022-04-16 12:20:06,171.0,,1827.52,171.0,14.474,3.0,-8.21,52.1461882,-86.2350267,14.474,106.0,7.0,44.0,2022,4,16,12,4.17,134.0
29.5,92.0,342,23.5,77.0,2022-04-16 12:20:07,169.39999999999998,,1842.13,169.39999999999998,14.475,3.0,-9.31,52.1462655,-86.2348385,14.475,108.0,7.0,43.0,2022,4,16,12,4.17,134.0
25.0,86.0,291,24.0,80.5,2022-04-16 12:20:08,168.60000000000002,,1857.08,168.60000000000002,14.671,3.0,-10.16,52.1463541,-86.2346539,14.671,108.0,7.0,42.0,2022,4,16,12,4.17,134.0
21.0,80.5,240,25.0,84.0,2022-04-16 12:20:09,168.0,,1871.83,168.0,14.664,3.0,-10.07,52.1464447,-86.2344749,14.664,109.0,7.0,40.0,2022,4,16,12,4.17,134.0
19.0,78.0,210,25.0,85.5,2022-04-16 12:20:10,167.20000000000005,,1886.52,167.20000000000005,14.668,3.0,-9.17,52.1465361,-86.2342976,14.668,108.0,7.0,44.0,2022,4,16,12,4.17,134.0
19.0,78.0,212,25.0,85.5,2022-04-16 12:20:11,166.39999999999998,,1901.86,166.39999999999998,14.931,3.0,-7.71,52.1466401,-86.2341216,14.931,105.0,7.0,50.0,2022,4,16,12,4.17,134.0
19.0,78.0,255,25.0,85.5,2022-04-16 12:20:12,165.39999999999998,,1917.46,165.39999999999998,14.768,3.0,-5.83,52.1467577,-86.2339572,14.768,102.0,7.0,50.0,2022,4,16,12,4.17,134.0
19.5,79.0,300,25.0,84.0,2022-04-16 12:20:13,165.0,,1931.81,165.0,15.119,3.0,-4.63,52.1468649,-86.2338046,15.119,102.0,7.0,50.0,2022,4,16,12,4.17,134.0
21.5,82.5,318,24.5,79.5,2022-04-16 12:20:14,163.79999999999995,,1947.22,163.79999999999995,14.812,3.0,-4.45,52.1469724,-86.2336312,14.812,102.0,7.0,50.0,2022,4,16,12,4.17,134.0
24.0,85.5,312,24.5,80.5,2022-04-16 12:20:15,163.39999999999998,,1962.32,163.39999999999998,14.644,3.0,-4.69,52.1470823,-86.2334671,14.644,102.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,88.5,306,25.0,81.5,2022-04-16 12:20:16,163.0,,1976.45,163.0,14.451,3.0,-4.87,52.1471939,-86.2333254,14.451,102.0,7.0,49.0,2022,4,16,12,4.17,134.0
28.0,91.5,308,25.0,81.5,2022-04-16 12:20:17,162.39999999999998,,1990.69,162.39999999999998,14.12,3.0,-4.81,52.1473149,-86.2331965,14.12,102.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.5,91.0,368,23.0,79.5,2022-04-16 12:20:18,161.79999999999995,,2004.62,161.79999999999995,13.994,3.0,-4.62,52.1474233,-86.2330546,13.994,100.0,7.0,48.0,2022,4,16,12,4.17,134.0
25.0,91.0,364,23.0,79.0,2022-04-16 12:20:19,161.20000000000005,,2018.62,161.20000000000005,13.669,3.0,-4.45,52.1475446,-86.2329323,13.669,99.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.0,91.0,305,23.0,79.0,2022-04-16 12:20:20,160.79999999999995,,2031.37,160.79999999999995,13.307,3.0,-4.1,52.1476509,-86.2328134,13.307,97.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.0,91.0,326,23.0,79.0,2022-04-16 12:20:21,161.0,,2044.69,161.0,12.8,3.0,-3.52,52.1477695,-86.2327032,12.8,96.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.5,91.5,455,23.5,80.0,2022-04-16 12:20:22,161.60000000000002,,2058.18,161.60000000000002,12.689,3.0,-2.59,52.1478911,-86.2325948,12.689,103.0,7.0,52.0,2022,4,16,12,4.17,134.0
28.0,95.5,492,27.0,89.0,2022-04-16 12:20:23,162.0,,2070.51,162.0,12.695,3.0,-1.19,52.1479987,-86.2324883,12.695,103.0,7.0,50.0,2022,4,16,12,4.17,134.0
28.5,94.0,504,30.0,94.5,2022-04-16 12:20:24,162.60000000000002,,2082.88,162.60000000000002,12.686,3.0,0.14,52.1481108,-86.2323902,12.686,102.0,7.0,50.0,2022,4,16,12,4.17,134.0
30.0,96.0,486,30.5,97.0,2022-04-16 12:20:25,163.0,,2096.19,163.0,12.199,3.0,1.7,52.1482316,-86.232285,12.199,100.0,7.0,49.0,2022,4,16,12,4.17,134.0
31.5,98.5,463,30.0,99.0,2022-04-16 12:20:26,163.20000000000005,,2109.01,163.20000000000005,11.667,3.0,2.95,52.1483469,-86.2321813,11.667,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
31.5,98.5,472,30.0,99.0,2022-04-16 12:20:27,163.60000000000002,,2120.17,163.60000000000002,11.389,3.0,3.07,52.1484468,-86.2320902,11.389,101.0,7.0,48.0,2022,4,16,12,4.17,134.0
29.0,95.5,363,30.0,98.0,2022-04-16 12:20:28,164.0,,2130.92,164.0,10.891,3.0,2.9,52.1485466,-86.2320101,10.891,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.0,89.0,409,28.5,93.5,2022-04-16 12:20:29,164.60000000000002,,2141.21,164.60000000000002,10.32,3.0,3.27,52.1486476,-86.2319485,10.32,100.0,7.0,49.0,2022,4,16,12,4.17,134.0
27.0,92.5,425,28.0,91.5,2022-04-16 12:20:30,165.20000000000005,,2151.27,165.20000000000005,9.997,3.0,3.68,52.1487461,-86.2318876,9.997,103.0,7.0,49.0,2022,4,16,12,4.17,134.0
28.5,96.0,443,28.0,91.5,2022-04-16 12:20:31,165.60000000000002,,2161.41,165.60000000000002,9.836,3.0,3.93,52.1488462,-86.2318282,9.836,101.0,7.0,50.0,2022,4,16,12,4.17,134.0
27.5,94.0,508,28.0,91.5,2022-04-16 12:20:32,166.20000000000005,,2171.02,166.20000000000005,9.498,3.0,4.46,52.1489425,-86.2317775,9.498,105.0,7.0,57.0,2022,4,16,12,4.17,134.0
27.0,98.0,514,31.0,98.0,2022-04-16 12:20:33,166.60000000000002,,2180.55,166.60000000000002,9.185,3.0,5.12,52.1490367,-86.2317222,9.185,104.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.0,96.5,491,30.5,98.5,2022-04-16 12:20:34,167.20000000000005,,2189.55,167.20000000000005,8.969,3.0,5.43,52.1491248,-86.2316675,8.969,102.0,7.0,47.0,2022,4,16,12,4.17,134.0
26.5,96.0,442,30.0,98.5,2022-04-16 12:20:35,167.60000000000002,,2198.5,167.60000000000002,8.797,2.0,5.25,52.1492126,-86.2316138,8.797,99.0,7.0,46.0,2022,4,16,12,4.17,134.0
26.5,96.0,433,29.5,98.5,2022-04-16 12:20:36,168.20000000000005,,2206.96,168.20000000000005,8.37,2.0,4.83,52.1492965,-86.2315655,8.37,98.0,7.0,47.0,2022,4,16,12,4.17,134.0
26.5,96.0,426,29.5,98.5,2022-04-16 12:20:37,168.79999999999995,,2215.07,168.79999999999995,8.371,2.0,4.82,52.1493754,-86.2315147,8.371,97.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,96.0,435,29.5,98.5,2022-04-16 12:20:38,169.39999999999998,,2223.33,169.39999999999998,8.135,2.0,5.22,52.1494575,-86.2314685,8.135,96.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,96.0,445,29.5,98.5,2022-04-16 12:20:39,169.79999999999995,,2231.31,169.79999999999995,7.799,2.0,5.53,52.1495365,-86.2314229,7.799,103.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,96.0,445,29.5,98.5,2022-04-16 12:20:40,170.20000000000005,,2238.91,170.20000000000005,7.462,2.0,5.86,52.1496113,-86.2313778,7.462,103.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,96.0,449,29.5,98.5,2022-04-16 12:20:41,170.79999999999995,,2246.18,170.79999999999995,7.469,2.0,6.47,52.1496835,-86.2313371,7.469,103.0,7.0,49.0,2022,4,16,12,4.17,134.0
