cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
76,27.5,45.0,92.5,243,31.5,94.5,2022-04-15 18:52:18,,18.0,1759.71,6.554,5.0,50.5265825,-84.7858808,6.554,59.60000000000002,59.60000000000002,1.68,2022,4,15,18,3.29,200.0
77,26.0,45.0,87.0,191,30.5,94.5,2022-04-15 18:52:19,,18.0,1766.84,6.589,5.0,50.5265871,-84.7857843,6.589,59.799999999999955,59.799999999999955,1.4,2022,4,15,18,3.29,200.0
76,22.5,43.0,75.0,139,28.0,94.0,2022-04-15 18:52:20,,18.0,1774.09,6.677,5.0,50.5265546,-84.7856894,6.677,59.799999999999955,59.799999999999955,1.24,2022,4,15,18,3.29,200.0
73,20.0,39.0,68.5,108,27.5,92.5,2022-04-15 18:52:21,,18.0,1783.59,7.417,5.0,50.5265211,-84.7855595,7.417,60.0,60.0,1.17,2022,4,15,18,3.29,200.0
69,17.5,35.0,62.5,78,27.0,91.0,2022-04-15 18:52:22,,18.0,1793.85,7.482,5.0,50.5264872,-84.7854199,7.482,60.200000000000045,60.200000000000045,1.14,2022,4,15,18,3.29,200.0
65,15.0,31.0,56.0,48,26.5,89.5,2022-04-15 18:52:23,,18.0,1800.53,6.226,5.0,50.5264912,-84.7853259,6.226,60.200000000000045,60.200000000000045,1.2,2022,4,15,18,3.29,200.0
62,12.5,27.0,50.0,17,26.0,88.5,2022-04-15 18:52:24,,18.0,1804.24,4.82,5.0,50.5265161,-84.7852857,4.82,60.200000000000045,60.200000000000045,1.21,2022,4,15,18,3.29,200.0
0,11.0,23.0,46.5,0,26.0,87.5,2022-04-15 18:52:25,,18.0,1808.53,3.487,4.0,50.5265338,-84.7852416,3.487,60.200000000000045,60.200000000000045,1.05,2022,4,15,18,3.29,200.0
4,10.0,18.0,47.0,0,25.5,86.0,2022-04-15 18:52:26,,18.0,1815.91,2.776,4.0,50.5265174,-84.7851371,2.776,60.200000000000045,60.200000000000045,0.91,2022,4,15,18,3.29,200.0
23,6.0,10.0,48.5,65,23.0,79.0,2022-04-15 18:52:27,,18.0,1824.92,2.807,4.0,50.5264924,-84.7850116,2.807,60.200000000000045,60.200000000000045,0.68,2022,4,15,18,3.29,200.0
43,1.5,2.0,50.0,95,20.5,71.5,2022-04-15 18:52:28,,18.0,1832.95,4.483,4.0,50.5264658,-84.7849022,4.483,60.200000000000045,60.200000000000045,0.24,2022,4,15,18,3.29,200.0
46,3.0,9.0,51.5,96,20.5,73.5,2022-04-15 18:52:29,,18.0,1841.46,8.276,4.0,50.5264561,-84.7847796,8.276,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
42,7.5,22.0,53.0,85,22.5,79.5,2022-04-15 18:52:30,,18.0,1847.9,6.93,4.0,50.5264451,-84.7846879,6.93,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
39,12.0,34.0,54.5,75,24.0,85.5,2022-04-15 18:52:31,,18.0,1853.03,5.581,4.0,50.5264303,-84.7846164,5.581,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
35,17.0,47.0,56.0,64,26.0,91.5,2022-04-15 18:52:32,,18.0,1856.76,4.184,4.0,50.5264254,-84.7845631,4.184,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
38,17.0,48.0,56.0,42,26.0,92.0,2022-04-15 18:52:33,,18.0,1859.99,3.468,4.0,50.5264268,-84.7845164,3.468,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
42,17.0,48.0,56.0,20,26.0,92.0,2022-04-15 18:52:34,,18.0,1862.32,2.625,4.0,50.5264292,-84.7844832,2.625,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
45,17.0,,56.0,3,26.0,91.0,2022-04-15 18:52:35,,18.0,1863.76,1.572,4.0,50.5264394,-84.7844569,1.572,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
39,16.5,,56.0,2,25.0,87.0,2022-04-15 18:52:36,,18.0,1863.76,0.0,4.0,50.5264547,-84.7844342,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
34,16.0,,56.5,2,24.0,82.5,2022-04-15 18:52:37,,18.0,1863.76,0.0,4.0,50.526468,-84.7844091,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
29,16.0,,56.5,2,23.0,78.5,2022-04-15 18:52:38,,18.0,1863.76,0.0,4.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
24,15.5,,56.5,1,22.0,74.0,2022-04-15 18:52:39,,18.0,1863.76,0.0,4.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
18,15.0,,57.0,1,21.0,70.0,2022-04-15 18:52:40,,18.0,1863.76,0.0,3.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
13,14.5,,57.0,0,20.5,65.5,2022-04-15 18:52:41,,18.0,1863.76,0.0,1.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,14.5,,57.0,0,20.0,64.5,2022-04-15 18:52:42,,18.0,1863.76,0.0,1.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,14.5,,57.0,0,20.0,64.5,2022-04-15 18:52:43,,18.0,1863.76,0.0,2.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,14.5,,57.0,0,20.0,64.5,2022-04-15 18:52:44,,18.0,1863.76,0.0,2.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,14.5,,57.0,0,20.0,64.5,2022-04-15 18:52:45,,19.0,1863.76,0.0,2.0,50.5264765,-84.7843824,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
56,14.5,67.0,57.0,208,20.0,64.5,2022-04-15 18:53:07,,19.0,1864.26,2.116,5.0,50.526654,-84.7837944,2.116,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
65,14.5,55.0,57.0,140,20.0,64.5,2022-04-15 18:53:08,,19.0,1866.15,2.07,5.0,50.5266558,-84.7837671,2.07,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
69,14.5,38.0,57.0,156,20.0,64.5,2022-04-15 18:53:09,,19.0,1868.62,2.305,5.0,50.5266562,-84.7837316,2.305,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
70,15.5,27.0,60.0,165,20.5,67.0,2022-04-15 18:53:10,,19.0,1871.26,2.649,5.0,50.526654,-84.7836938,2.649,60.39999999999998,60.39999999999998,0.0,2022,4,15,18,3.29,200.0
65,19.5,34.0,72.0,151,24.0,78.0,2022-04-15 18:53:11,,19.0,1875.54,3.607,5.0,50.5266506,-84.7836325,3.607,60.39999999999998,60.39999999999998,0.0,2022,4,15,18,3.29,200.0
60,24.0,40.0,84.5,138,27.0,89.0,2022-04-15 18:53:12,,19.0,1882.03,5.141,5.0,50.5266343,-84.7835412,5.141,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
63,26.0,43.0,90.5,115,28.5,94.5,2022-04-15 18:53:13,,19.0,1888.7,5.968,5.0,50.5266211,-84.7834468,5.968,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
67,20.0,43.0,71.0,98,23.5,79.0,2022-04-15 18:53:14,,19.0,1895.76,6.213,5.0,50.5266274,-84.7833463,6.213,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
69,14.0,43.0,51.5,85,18.5,63.0,2022-04-15 18:53:15,,19.0,1903.67,6.185,5.0,50.5266578,-84.7832395,6.185,60.0,60.0,-0.32,2022,4,15,18,3.29,200.0
69,14.0,43.0,51.5,67,18.5,63.0,2022-04-15 18:53:16,,19.0,1912.84,6.361,4.0,50.526708,-84.783126,6.361,59.799999999999955,59.799999999999955,-1.05,2022,4,15,18,3.29,200.0
69,14.0,43.0,51.5,49,18.5,63.0,2022-04-15 18:53:17,,19.0,1922.77,6.726,4.0,50.526767,-84.7830078,6.726,59.799999999999955,59.799999999999955,-1.55,2022,4,15,18,3.29,200.0
69,14.0,43.0,51.5,31,18.5,63.0,2022-04-15 18:53:18,,19.0,1930.17,6.574,4.0,50.5267915,-84.782906,6.574,59.60000000000002,59.60000000000002,-1.59,2022,4,15,18,3.29,200.0
70,14.0,43.0,51.5,13,18.5,63.0,2022-04-15 18:53:19,,19.0,1938.63,6.46,4.0,50.5268052,-84.7827854,6.46,59.60000000000002,59.60000000000002,-1.45,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:20,,19.0,1947.64,6.515,4.0,50.5268121,-84.7826559,6.515,59.60000000000002,59.60000000000002,-1.21,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:21,,19.0,1954.84,6.53,4.0,50.52683,-84.7825545,6.53,59.60000000000002,59.60000000000002,-1.0,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:22,,19.0,1962.06,6.351,4.0,50.5268429,-84.782452,6.351,59.39999999999998,59.39999999999998,-0.88,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:23,,19.0,1970.68,6.53,4.0,50.52684,-84.7823275,6.53,59.39999999999998,59.39999999999998,-0.76,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:24,,19.0,1979.97,6.909,4.0,50.5268243,-84.7821948,6.909,59.200000000000045,59.200000000000045,-0.81,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:25,,19.0,1988.62,6.703,4.0,50.5268005,-84.7820741,6.703,59.200000000000045,59.200000000000045,-1.0,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:26,,19.0,1997.92,6.43,4.0,50.5267676,-84.781947,6.43,59.0,59.0,-1.06,2022,4,15,18,3.29,200.0
0,14.0,43.0,51.5,0,18.5,63.0,2022-04-15 18:53:27,,19.0,2009.67,6.469,4.0,50.526731,-84.7817842,6.469,58.799999999999955,58.799999999999955,-1.09,2022,4,15,18,3.29,200.0
33,20.0,47.0,68.0,170,19.5,67.5,2022-04-15 18:53:28,,19.0,2022.83,6.541,4.0,50.5266861,-84.7816037,6.541,58.799999999999955,58.799999999999955,-1.18,2022,4,15,18,3.29,200.0
67,26.0,50.0,84.5,203,20.5,71.5,2022-04-15 18:53:29,,19.0,2035.58,6.706,4.0,50.5266457,-84.7814273,6.706,58.799999999999955,58.799999999999955,-1.11,2022,4,15,18,3.29,200.0
70,26.0,50.0,86.0,241,20.5,72.0,2022-04-15 18:53:30,,19.0,2043.35,7.136,4.0,50.5266189,-84.7813213,7.136,59.0,59.0,-0.69,2022,4,15,18,3.29,200.0
71,27.5,53.0,93.5,224,26.5,90.5,2022-04-15 18:53:31,,19.0,2051.23,7.142,4.0,50.5265995,-84.7812105,7.142,59.0,59.0,-0.2,2022,4,15,18,3.29,200.0
72,28.5,50.0,94.5,176,26.5,90.5,2022-04-15 18:53:32,,19.0,2059.47,7.461,4.0,50.5265746,-84.7810961,7.461,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
75,27.0,47.0,91.5,202,26.0,89.5,2022-04-15 18:53:33,,19.0,2067.61,8.076,4.0,50.5265546,-84.7809814,8.076,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
75,21.5,40.0,76.0,179,25.5,87.5,2022-04-15 18:53:34,,19.0,2075.61,8.034,4.0,50.5265301,-84.7808703,8.034,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
76,15.5,33.0,52.0,138,25.5,87.5,2022-04-15 18:53:35,,19.0,2084.85,8.927,4.0,50.5264878,-84.7807517,8.927,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
76,15.5,33.0,52.0,96,25.5,87.5,2022-04-15 18:53:36,,19.0,2096.11,10.701,4.0,50.5264153,-84.7806215,10.701,59.200000000000045,59.200000000000045,0.2,2022,4,15,18,3.29,200.0
75,15.5,33.0,52.0,53,25.5,87.5,2022-04-15 18:53:37,,19.0,2106.06,10.209,4.0,50.5263554,-84.7805021,10.209,59.39999999999998,59.39999999999998,0.59,2022,4,15,18,3.29,200.0
54,15.5,30.0,52.0,60,25.5,87.5,2022-04-15 18:53:38,,19.0,2115.52,9.78,3.0,50.5262991,-84.7803893,9.78,59.39999999999998,59.39999999999998,0.58,2022,4,15,18,3.29,200.0
29,15.5,26.0,51.5,91,25.5,87.0,2022-04-15 18:53:39,,19.0,2124.01,8.589,4.0,50.5262659,-84.7802748,8.589,59.39999999999998,59.39999999999998,0.34,2022,4,15,18,3.29,200.0
40,14.5,28.0,49.5,67,24.5,84.5,2022-04-15 18:53:40,,19.0,2133.17,9.052,4.0,50.5262242,-84.7801555,9.052,59.39999999999998,59.39999999999998,0.45,2022,4,15,18,3.29,200.0
51,14.0,29.0,47.5,42,23.5,82.0,2022-04-15 18:53:41,,19.0,2143.18,9.744,4.0,50.5261672,-84.7800329,9.744,59.39999999999998,59.39999999999998,0.45,2022,4,15,18,3.29,200.0
62,13.5,30.0,46.0,18,22.5,79.5,2022-04-15 18:53:42,,19.0,2150.78,8.144,4.0,50.5261329,-84.7799334,8.144,59.39999999999998,59.39999999999998,0.15,2022,4,15,18,3.29,200.0
0,13.0,31.0,44.5,0,22.0,77.5,2022-04-15 18:53:43,,19.0,2155.7,5.721,4.0,50.5261132,-84.7798678,5.721,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,13.0,32.0,44.5,0,22.0,77.5,2022-04-15 18:53:44,,19.0,2159.51,4.29,4.0,50.5260905,-84.7798218,4.29,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,13.0,34.0,44.5,0,22.0,77.5,2022-04-15 18:53:45,,19.0,2162.76,3.506,4.0,50.5260694,-84.7797851,3.506,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
4,10.5,36.0,45.0,0,22.0,76.5,2022-04-15 18:53:46,,19.0,2165.21,2.716,4.0,50.5260505,-84.7797611,2.716,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
8,7.0,38.0,46.0,24,22.0,75.0,2022-04-15 18:53:47,,19.0,2166.6,1.792,4.0,50.526045,-84.7797427,1.792,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
13,3.5,40.0,46.5,12,22.5,74.0,2022-04-15 18:53:48,,19.0,2167.67,1.345,4.0,50.5260447,-84.7797273,1.345,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
18,0.0,42.0,47.5,0,22.5,72.5,2022-04-15 18:53:49,,19.0,2168.83,1.099,4.0,50.5260406,-84.779712,1.099,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
17,0.0,45.0,48.0,14,16.5,72.5,2022-04-15 18:53:50,,19.0,2170.07,1.214,4.0,50.526031,-84.7796996,1.214,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
15,0.0,47.0,49.0,27,11.0,72.5,2022-04-15 18:53:51,,19.0,2171.7,1.504,4.0,50.5260187,-84.7796836,1.504,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
14,0.0,49.0,49.5,40,5.5,73.0,2022-04-15 18:53:52,,19.0,2173.59,1.798,4.0,50.5260064,-84.7796624,1.798,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
13,0.0,51.0,50.5,52,0.0,73.0,2022-04-15 18:53:53,,19.0,2176.0,2.252,4.0,50.5259888,-84.779638,2.252,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
15,1.0,51.0,51.0,62,4.0,73.0,2022-04-15 18:53:54,,19.0,2177.84,1.951,4.0,50.525984,-84.7796128,1.951,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
16,1.5,51.0,52.0,72,8.0,73.0,2022-04-15 18:53:55,,19.0,2179.37,1.631,4.0,50.5259853,-84.7795907,1.631,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
18,2.0,51.0,52.5,82,12.0,73.5,2022-04-15 18:53:56,,19.0,2180.91,1.563,4.0,50.5259816,-84.7795697,1.563,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
19,3.0,51.0,53.5,91,16.0,73.5,2022-04-15 18:53:57,,19.0,2183.41,2.278,4.0,50.5259684,-84.7795382,2.278,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
21,6.0,53.0,58.5,114,19.0,73.5,2022-04-15 18:53:58,,19.0,2186.71,3.104,4.0,50.5259523,-84.7794958,3.104,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
22,15.0,61.0,73.0,168,19.0,73.5,2022-04-15 18:53:59,,19.0,2190.75,3.696,4.0,50.5259379,-84.7794406,3.696,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
22,24.0,69.0,87.5,222,19.0,73.5,2022-04-15 18:54:00,,19.0,2195.27,4.324,4.0,50.5259254,-84.7793775,4.324,58.799999999999955,58.799999999999955,0.0,2022,4,15,18,3.29,200.0
33,23.0,73.0,93.0,206,24.5,84.5,2022-04-15 18:54:01,,19.0,2199.96,4.585,4.0,50.525917,-84.7793113,4.585,58.799999999999955,58.799999999999955,0.0,2022,4,15,18,3.29,200.0
45,19.0,71.0,90.0,147,28.0,93.5,2022-04-15 18:54:02,,19.0,2203.73,3.968,4.0,50.5259228,-84.7792575,3.968,58.799999999999955,58.799999999999955,0.0,2022,4,15,18,3.29,200.0
53,19.5,69.0,87.0,101,27.5,93.5,2022-04-15 18:54:03,,19.0,2207.55,3.869,4.0,50.5259297,-84.7792032,3.869,58.799999999999955,58.799999999999955,-0.28,2022,4,15,18,3.29,200.0
60,19.5,66.0,83.5,55,26.5,94.0,2022-04-15 18:54:04,,19.0,2211.69,4.063,4.0,50.5259247,-84.7791444,4.063,58.799999999999955,58.799999999999955,-0.91,2022,4,15,18,3.29,200.0
68,20.0,63.0,80.0,9,25.5,94.0,2022-04-15 18:54:05,,19.0,2216.15,4.363,4.0,50.5259082,-84.7790838,4.363,58.799999999999955,58.799999999999955,-0.97,2022,4,15,18,3.29,200.0
0,20.0,60.0,79.5,0,25.5,94.0,2022-04-15 18:54:06,,19.0,2219.4,3.542,4.0,50.525894,-84.7790409,3.542,58.799999999999955,58.799999999999955,-0.35,2022,4,15,18,3.29,200.0
0,20.0,57.0,79.5,0,25.5,94.0,2022-04-15 18:54:07,,19.0,2221.41,2.487,4.0,50.5258869,-84.7790136,2.487,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,55.0,79.5,0,25.5,94.0,2022-04-15 18:54:08,,19.0,2223.44,2.41,4.0,50.5258767,-84.7789877,2.41,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,52.0,79.5,0,25.5,94.0,2022-04-15 18:54:09,,19.0,2225.02,1.346,4.0,50.5258636,-84.7789651,1.346,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,49.0,79.5,0,25.5,94.0,2022-04-15 18:54:10,,19.0,2225.02,0.0,4.0,50.5258557,-84.7789492,0.0,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,46.0,79.5,0,25.5,94.0,2022-04-15 18:54:11,,19.0,2226.46,1.171,4.0,50.5258401,-84.7789221,1.171,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,44.0,79.5,0,25.5,94.0,2022-04-15 18:54:12,,19.0,2231.56,4.328,4.0,50.5258045,-84.7788661,4.328,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
22,20.0,58.0,79.5,361,25.5,94.0,2022-04-15 18:54:13,,19.0,2237.33,5.404,3.0,50.5257651,-84.7788017,5.404,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
49,20.0,66.0,79.5,385,25.5,94.0,2022-04-15 18:54:14,,19.0,2243.24,5.795,3.0,50.5257297,-84.7787308,5.795,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
60,20.0,56.0,79.5,399,25.5,94.0,2022-04-15 18:54:15,,19.0,2249.53,6.149,3.0,50.5256954,-84.7786525,6.149,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
67,20.5,51.0,80.0,426,25.0,90.0,2022-04-15 18:54:16,,19.0,2256.48,6.758,3.0,50.5256579,-84.778566,6.758,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
72,21.0,50.0,80.0,415,24.5,84.5,2022-04-15 18:54:17,,19.0,2263.26,6.772,3.0,50.5256302,-84.7784755,6.772,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
74,20.5,50.0,79.0,309,24.0,83.5,2022-04-15 18:54:18,,19.0,2271.18,7.621,3.0,50.5255963,-84.7783705,7.621,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
76,20.5,50.0,78.0,203,23.5,82.5,2022-04-15 18:54:19,,19.0,2278.71,7.532,3.0,50.5255735,-84.778266,7.532,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
78,20.0,51.0,77.0,98,23.5,81.0,2022-04-15 18:54:20,,19.0,2286.4,7.66,3.0,50.5255548,-84.7781575,7.66,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,20.0,51.0,76.0,0,23.0,80.0,2022-04-15 18:54:21,,19.0,2293.33,7.154,3.0,50.5255372,-84.7780602,7.154,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,20.0,51.0,76.0,0,23.0,80.0,2022-04-15 18:54:22,,19.0,2299.36,6.316,3.0,50.5255136,-84.7779789,6.316,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,51.0,76.0,0,23.0,80.0,2022-04-15 18:54:23,,19.0,2305.59,6.234,3.0,50.5254843,-84.777898,6.234,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,51.0,76.0,0,23.0,80.0,2022-04-15 18:54:24,,19.0,2311.41,5.958,3.0,50.5254542,-84.777824,5.958,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,51.0,76.0,0,23.0,80.0,2022-04-15 18:54:25,,19.0,2316.62,5.424,3.0,50.525427,-84.7777582,5.424,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,52.0,76.0,0,23.0,80.0,2022-04-15 18:54:26,,19.0,2321.62,5.074,3.0,50.5253994,-84.7776961,5.074,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,52.0,76.0,0,23.0,80.0,2022-04-15 18:54:27,,19.0,2326.05,4.803,3.0,50.5253726,-84.7776435,4.803,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,20.0,52.0,76.0,0,23.0,80.0,2022-04-15 18:54:28,,19.0,2330.82,5.358,3.0,50.5253371,-84.7775939,5.358,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
38,20.0,52.0,76.0,470,23.0,80.0,2022-04-15 18:54:29,,19.0,2338.07,5.901,3.0,50.5252888,-84.777512,5.901,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
70,20.0,52.0,76.0,530,23.0,80.0,2022-04-15 18:54:30,,19.0,2345.28,6.905,3.0,50.5252492,-84.7774224,6.905,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
77,20.5,51.0,77.0,534,23.0,80.5,2022-04-15 18:54:31,,19.0,2352.52,7.184,3.0,50.5252116,-84.7773306,7.184,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
79,21.5,49.0,79.5,479,23.5,81.5,2022-04-15 18:54:32,,19.0,2359.95,7.38,3.0,50.5251797,-84.7772321,7.38,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
81,23.0,47.0,82.5,423,23.5,83.0,2022-04-15 18:54:33,,19.0,2367.63,7.662,3.0,50.5251504,-84.7771283,7.662,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,24.0,45.0,85.0,367,24.0,84.0,2022-04-15 18:54:34,,19.0,2375.17,7.485,3.0,50.5251196,-84.7770276,7.485,58.799999999999955,58.799999999999955,0.0,2022,4,15,18,3.29,200.0
84,25.5,45.0,88.0,327,24.5,85.5,2022-04-15 18:54:35,,19.0,2382.6,7.434,3.0,50.5250971,-84.7769244,7.434,58.799999999999955,58.799999999999955,-0.24,2022,4,15,18,3.29,200.0
86,26.5,47.0,90.0,314,25.5,87.5,2022-04-15 18:54:36,,19.0,2390.25,7.598,3.0,50.5250751,-84.7768178,7.598,58.799999999999955,58.799999999999955,-0.69,2022,4,15,18,3.29,200.0
88,27.5,49.0,92.5,302,27.0,89.5,2022-04-15 18:54:37,,19.0,2397.51,7.423,3.0,50.5250566,-84.7767156,7.423,59.0,59.0,-0.66,2022,4,15,18,3.29,200.0
90,29.0,52.0,94.5,290,28.5,91.5,2022-04-15 18:54:38,,19.0,2404.72,7.377,3.0,50.5250344,-84.7766157,7.377,59.0,59.0,-0.21,2022,4,15,18,3.29,200.0
85,28.5,49.0,92.5,240,29.0,91.5,2022-04-15 18:54:39,,19.0,2412.96,7.819,3.0,50.5250049,-84.7765032,7.819,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
83,28.0,48.0,89.5,202,29.0,91.5,2022-04-15 18:54:40,,19.0,2420.65,7.624,3.0,50.5249784,-84.7763978,7.624,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,27.5,48.0,87.0,187,28.0,91.0,2022-04-15 18:54:41,,19.0,2428.28,7.513,3.0,50.5249507,-84.7762939,7.513,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,26.0,50.0,86.0,191,26.5,88.0,2022-04-15 18:54:42,,19.0,2435.72,7.574,3.0,50.5249231,-84.7761927,7.574,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,24.5,53.0,85.5,196,24.5,85.0,2022-04-15 18:54:43,,19.0,2443.22,7.488,3.0,50.5248978,-84.7760898,7.488,58.799999999999955,58.799999999999955,-0.14,2022,4,15,18,3.29,200.0
82,23.0,45.0,80.5,217,25.0,84.5,2022-04-15 18:54:44,,19.0,2450.58,7.285,3.0,50.5248782,-84.7759864,7.285,58.799999999999955,58.799999999999955,-0.3,2022,4,15,18,3.29,200.0
82,22.0,40.0,76.0,173,25.5,85.0,2022-04-15 18:54:45,,19.0,2458.16,7.279,3.0,50.5248584,-84.77588,7.279,58.799999999999955,58.799999999999955,-0.16,2022,4,15,18,3.29,200.0
83,18.0,34.0,65.0,168,28.0,87.5,2022-04-15 18:54:46,,19.0,2465.39,7.174,3.0,50.5248412,-84.7757779,7.174,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
83,19.5,,71.0,81,28.0,87.5,2022-04-15 18:54:47,,19.0,2472.17,6.901,3.0,50.524825,-84.7756823,6.901,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,17.5,,61.5,60,27.0,87.5,2022-04-15 18:54:48,,19.0,2478.09,6.827,3.0,50.5248076,-84.7755999,6.827,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
