battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:15:46,14.0,1072.28,4.145,2.0,50.523988,-84.8118504,4.145,-28.0,-28.0,0.0,2022,4,7,17,6.05,56.0
,0,0.0,64.0,100.0,0,0.0,0.0,2022-04-07 17:15:47,14.0,1077.26,5.41,2.0,50.5240324,-84.8118889,5.41,-28.19999999999999,-28.19999999999999,0.0,2022,4,7,17,6.05,56.0
,15,0.0,64.0,100.0,397,0.0,0.0,2022-04-07 17:15:48,14.0,1083.41,6.409,2.0,50.5240937,-84.8119219,6.409,-28.19999999999999,-28.19999999999999,0.0,2022,4,7,17,6.05,56.0
,48,0.0,64.0,100.0,568,0.0,0.0,2022-04-07 17:15:49,14.0,1090.01,6.512,2.0,50.5241586,-84.8119602,6.512,-28.600000000000023,-28.600000000000023,-0.74,2022,4,7,17,6.05,56.0
,69,0.0,64.0,100.0,668,0.0,0.0,2022-04-07 17:15:50,14.0,1097.27,7.306,2.0,50.5242319,-84.8119961,7.306,-28.80000000000001,-28.80000000000001,-2.55,2022,4,7,17,6.05,56.0
,81,0.0,52.0,100.0,747,0.0,0.0,2022-04-07 17:15:51,14.0,1105.44,8.259,2.0,50.5243155,-84.8120318,8.259,-29.0,-29.0,-3.78,2022,4,7,17,6.05,56.0
,87,15.0,51.0,98.0,772,15.0,62.0,2022-04-07 17:15:52,14.0,1114.36,8.9,2.0,50.5244074,-84.8120688,8.9,-29.0,-29.0,-3.62,2022,4,7,17,6.05,56.0
,93,24.0,51.0,96.5,737,23.5,98.0,2022-04-07 17:15:53,14.0,1124.15,9.628,3.0,50.5245076,-84.8121114,9.628,-29.0,-29.0,-2.97,2022,4,7,17,6.05,56.0
,98,24.0,47.0,96.5,608,23.5,98.0,2022-04-07 17:15:54,14.0,1134.11,9.903,3.0,50.5246088,-84.812158,9.903,-29.0,-29.0,-2.11,2022,4,7,17,6.05,56.0
,102,24.0,37.0,96.5,450,23.5,98.0,2022-04-07 17:15:55,14.0,1143.89,9.823,3.0,50.5247079,-84.8122051,9.823,-28.80000000000001,-28.80000000000001,-1.04,2022,4,7,17,6.05,56.0
,105,24.0,27.0,96.5,291,23.5,98.0,2022-04-07 17:15:56,14.0,1153.64,9.825,3.0,50.5248059,-84.8122547,9.825,-28.600000000000023,-28.600000000000023,-0.01,2022,4,7,17,6.05,56.0
,101,24.0,24.0,96.5,255,23.5,98.0,2022-04-07 17:15:57,14.0,1163.61,9.883,3.0,50.5249068,-84.8123031,9.883,-28.600000000000023,-28.600000000000023,0.75,2022,4,7,17,6.05,56.0
,83,28.5,42.0,95.0,274,26.0,97.5,2022-04-07 17:15:58,14.0,1173.53,10.066,3.0,50.5250084,-84.8123461,10.066,-28.80000000000001,-28.80000000000001,1.02,2022,4,7,17,6.05,56.0
,73,32.0,55.0,93.5,307,28.0,97.0,2022-04-07 17:15:59,14.0,1183.37,9.947,3.0,50.5251092,-84.8123889,9.947,-29.0,-29.0,0.7,2022,4,7,17,6.05,56.0
,78,31.5,55.0,93.0,363,28.5,96.0,2022-04-07 17:16:00,14.0,1193.03,9.771,3.0,50.5252062,-84.8124384,9.771,-29.19999999999999,-29.19999999999999,0.02,2022,4,7,17,6.05,56.0
,80,28.0,54.0,91.5,457,31.5,91.5,2022-04-07 17:16:01,14.0,1203.24,10.198,3.0,50.5253072,-84.8124959,10.198,-29.399999999999977,-29.399999999999977,-0.75,2022,4,7,17,6.05,56.0
,85,29.0,54.0,95.0,482,35.5,96.0,2022-04-07 17:16:02,14.0,1213.4,10.594,3.0,50.5254078,-84.8125531,10.594,-29.600000000000023,-29.600000000000023,-1.5,2022,4,7,17,6.05,56.0
,89,31.0,51.0,98.0,510,30.0,97.0,2022-04-07 17:16:03,14.0,1223.18,10.39,3.0,50.5255038,-84.8126102,10.39,-29.600000000000023,-29.600000000000023,-1.95,2022,4,7,17,6.05,56.0
,92,32.5,48.0,100.0,533,25.0,96.5,2022-04-07 17:16:04,14.0,1234.45,10.833,3.0,50.525617,-84.8126682,10.833,-29.80000000000001,-29.80000000000001,-1.92,2022,4,7,17,6.05,56.0
,96,30.0,49.0,99.0,538,33.5,97.5,2022-04-07 17:16:05,14.0,1245.5,10.932,3.0,50.5257286,-84.8127223,10.932,-30.0,-30.0,-1.69,2022,4,7,17,6.05,56.0
,98,26.5,48.0,95.5,476,38.5,100.0,2022-04-07 17:16:06,14.0,1256.87,11.207,3.0,50.5258448,-84.8127727,11.207,-30.0,-30.0,-1.46,2022,4,7,17,6.05,56.0
,98,28.0,48.0,98.0,422,35.0,99.5,2022-04-07 17:16:07,14.0,1268.62,11.506,3.0,50.5259628,-84.8128308,11.506,-30.19999999999999,-30.19999999999999,-1.26,2022,4,7,17,6.05,56.0
,99,29.5,50.0,99.0,429,31.0,97.0,2022-04-07 17:16:08,14.0,1280.26,11.652,3.0,50.5260735,-84.8129092,11.652,-30.19999999999999,-30.19999999999999,-1.06,2022,4,7,17,6.05,56.0
,98,30.0,52.0,98.5,479,28.0,92.5,2022-04-07 17:16:09,14.0,1292.07,11.56,3.0,50.5261875,-84.8129842,11.56,-30.399999999999977,-30.399999999999977,-0.91,2022,4,7,17,6.05,56.0
,98,30.0,52.0,98.5,431,28.0,92.5,2022-04-07 17:16:10,14.0,1303.76,11.314,3.0,50.5263014,-84.8130552,11.314,-30.600000000000023,-30.600000000000023,-0.96,2022,4,7,17,6.05,56.0
,98,30.0,51.0,98.5,374,28.0,92.5,2022-04-07 17:16:11,14.0,1315.03,11.094,3.0,50.5264132,-84.8131177,11.094,-30.399999999999977,-30.399999999999977,-0.97,2022,4,7,17,6.05,56.0
,97,30.0,51.0,98.5,376,28.0,92.5,2022-04-07 17:16:12,14.0,1326.09,10.99,3.0,50.5265248,-84.8131728,10.99,-30.0,-30.0,-0.57,2022,4,7,17,6.05,56.0
,95,30.0,52.0,98.5,363,28.0,92.5,2022-04-07 17:16:13,14.0,1336.61,10.577,3.0,50.5266312,-84.813224,10.577,-29.80000000000001,-29.80000000000001,0.03,2022,4,7,17,6.05,56.0
,94,29.0,52.0,98.5,343,29.0,93.5,2022-04-07 17:16:14,14.0,1346.72,10.079,3.0,50.5267345,-84.813269,10.079,-29.80000000000001,-29.80000000000001,0.54,2022,4,7,17,6.05,56.0
,92,27.5,52.0,98.5,331,31.0,95.0,2022-04-07 17:16:15,14.0,1356.15,9.739,3.0,50.5268309,-84.8133108,9.739,-29.80000000000001,-29.80000000000001,1.02,2022,4,7,17,6.05,56.0
,100,24.0,49.0,84.5,200,31.0,94.0,2022-04-07 17:16:16,14.0,1365.1,9.248,3.0,50.5269228,-84.8133489,9.248,-29.80000000000001,-29.80000000000001,1.28,2022,4,7,17,6.05,56.0
,92,24.0,49.0,84.5,67,31.0,94.0,2022-04-07 17:16:17,14.0,1375.08,8.842,3.0,50.5270254,-84.8133909,8.842,-29.80000000000001,-29.80000000000001,0.87,2022,4,7,17,6.05,56.0
,83,24.0,49.0,84.5,46,31.0,94.0,2022-04-07 17:16:18,14.0,1383.64,8.086,3.0,50.5271137,-84.813425,8.086,-29.600000000000023,-29.600000000000023,0.24,2022,4,7,17,6.05,56.0
,75,24.0,49.0,84.5,67,31.0,94.0,2022-04-07 17:16:19,14.0,1391.25,7.125,3.0,50.5271936,-84.8134485,7.125,-29.399999999999977,-29.399999999999977,0.21,2022,4,7,17,6.05,56.0
,67,24.0,49.0,84.5,88,31.0,94.0,2022-04-07 17:16:20,14.0,1398.34,6.998,3.0,50.5272675,-84.8134716,6.998,-29.399999999999977,-29.399999999999977,0.58,2022,4,7,17,6.05,56.0
,45,24.0,49.0,84.5,462,31.0,94.0,2022-04-07 17:16:21,14.0,1405.65,7.458,3.0,50.5273407,-84.8135097,7.458,-29.399999999999977,-29.399999999999977,0.81,2022,4,7,17,6.05,56.0
,50,24.0,50.0,86.5,452,29.5,94.0,2022-04-07 17:16:22,14.0,1413.37,7.674,3.0,50.5274179,-84.8135503,7.674,-29.399999999999977,-29.399999999999977,0.97,2022,4,7,17,6.05,56.0
,54,23.5,51.0,88.5,436,28.0,94.5,2022-04-07 17:16:23,14.0,1420.83,7.357,3.0,50.5274941,-84.8135838,7.357,-29.0,-29.0,1.16,2022,4,7,17,6.05,56.0
,59,23.5,51.0,90.0,420,26.5,94.5,2022-04-07 17:16:24,14.0,1428.41,7.517,3.0,50.5275715,-84.8136179,7.517,-28.80000000000001,-28.80000000000001,1.35,2022,4,7,17,6.05,56.0
,64,23.0,52.0,92.0,405,25.0,95.0,2022-04-07 17:16:25,14.0,1435.94,7.34,2.0,50.5276486,-84.8136504,7.34,-28.600000000000023,-28.600000000000023,1.68,2022,4,7,17,6.05,56.0
,69,23.0,53.0,94.0,389,23.5,95.0,2022-04-07 17:16:26,14.0,1443.55,7.344,2.0,50.5277268,-84.8136825,7.344,-28.399999999999977,-28.399999999999977,2.14,2022,4,7,17,6.05,56.0
,73,23.0,57.0,94.5,376,23.0,95.0,2022-04-07 17:16:27,14.0,1451.27,7.482,2.0,50.5278059,-84.8137161,7.482,-28.19999999999999,-28.19999999999999,2.59,2022,4,7,17,6.05,56.0
,76,23.0,56.0,94.5,390,23.0,95.0,2022-04-07 17:16:28,14.0,1459.06,7.844,2.0,50.527885,-84.8137529,7.844,-28.19999999999999,-28.19999999999999,2.84,2022,4,7,17,6.05,56.0
,80,23.0,51.0,94.5,432,23.0,95.0,2022-04-07 17:16:29,14.0,1466.86,8.082,2.0,50.5279638,-84.8137912,8.082,-28.0,-28.0,2.6,2022,4,7,17,6.05,56.0
,85,23.0,50.0,94.5,452,23.0,95.0,2022-04-07 17:16:30,14.0,1474.98,8.334,2.0,50.5280457,-84.8138318,8.334,-28.0,-28.0,1.99,2022,4,7,17,6.05,56.0
,88,23.0,50.0,94.5,397,23.0,95.0,2022-04-07 17:16:31,14.0,1483.76,8.627,2.0,50.528135,-84.8138721,8.627,-27.80000000000001,-27.80000000000001,1.5,2022,4,7,17,6.05,56.0
,90,23.0,50.0,94.5,429,23.0,95.0,2022-04-07 17:16:32,14.0,1492.66,8.901,2.0,50.5282256,-84.8139133,8.901,-27.399999999999977,-27.399999999999977,1.46,2022,4,7,17,6.05,56.0
,92,24.5,50.0,94.5,434,25.0,95.5,2022-04-07 17:16:33,14.0,1501.76,9.115,2.0,50.5283176,-84.8139579,9.115,-27.0,-27.0,1.88,2022,4,7,17,6.05,56.0
,94,27.0,50.0,94.5,381,29.5,97.0,2022-04-07 17:16:34,14.0,1510.88,9.394,2.0,50.5284096,-84.8140031,9.394,-26.600000000000023,-26.600000000000023,2.55,2022,4,7,17,6.05,56.0
,99,27.0,50.0,94.5,308,29.5,97.0,2022-04-07 17:16:35,14.0,1520.41,9.55,2.0,50.5285065,-84.8140477,9.55,-26.399999999999977,-26.399999999999977,3.26,2022,4,7,17,6.05,56.0
,101,24.0,50.0,95.5,253,26.5,87.5,2022-04-07 17:16:36,14.0,1529.99,9.704,2.0,50.5286042,-84.8140912,9.704,-26.399999999999977,-26.399999999999977,3.55,2022,4,7,17,6.05,56.0
,94,24.5,49.0,93.0,366,25.5,83.5,2022-04-07 17:16:37,14.0,1540.3,9.794,2.0,50.5287089,-84.8141397,9.794,-26.600000000000023,-26.600000000000023,2.97,2022,4,7,17,6.05,56.0
,95,27.0,48.0,89.5,358,26.5,82.0,2022-04-07 17:16:38,14.0,1550.32,9.893,2.0,50.5288105,-84.8141875,9.893,-26.80000000000001,-26.80000000000001,1.82,2022,4,7,17,6.05,56.0
,96,27.0,50.0,93.0,332,27.0,86.5,2022-04-07 17:16:39,14.0,1560.33,10.074,2.0,50.528912,-84.814235,10.074,-26.600000000000023,-26.600000000000023,0.78,2022,4,7,17,6.05,56.0
,96,26.5,51.0,93.0,337,27.0,92.0,2022-04-07 17:16:40,14.0,1570.66,10.118,2.0,50.5290171,-84.814283,10.118,-26.80000000000001,-26.80000000000001,-0.18,2022,4,7,17,6.05,56.0
,97,24.0,47.0,88.0,315,26.5,89.0,2022-04-07 17:16:41,14.0,1581.45,10.277,2.0,50.529127,-84.8143332,10.277,-27.0,-27.0,-0.95,2022,4,7,17,6.05,56.0
,98,22.5,45.0,84.0,304,26.0,86.5,2022-04-07 17:16:42,14.0,1591.98,10.303,2.0,50.5292334,-84.8143847,10.303,-27.19999999999999,-27.19999999999999,-1.06,2022,4,7,17,6.05,56.0
,98,22.0,48.0,83.5,305,26.5,86.0,2022-04-07 17:16:43,14.0,1602.21,10.142,2.0,50.5293364,-84.8144363,10.142,-27.19999999999999,-27.19999999999999,-0.92,2022,4,7,17,6.05,56.0
,98,22.0,50.0,83.0,306,27.0,85.5,2022-04-07 17:16:44,14.0,1613.18,10.168,2.0,50.5294461,-84.814494,10.168,-27.19999999999999,-27.19999999999999,-1.06,2022,4,7,17,6.05,56.0
,98,24.5,49.0,84.0,315,26.5,85.0,2022-04-07 17:16:45,14.0,1623.83,10.261,2.0,50.529553,-84.8145488,10.261,-27.19999999999999,-27.19999999999999,-0.93,2022,4,7,17,6.05,56.0
,99,27.0,52.0,90.5,332,27.0,86.0,2022-04-07 17:16:46,14.0,1634.38,10.323,2.0,50.5296591,-84.8146027,10.323,-27.19999999999999,-27.19999999999999,-0.32,2022,4,7,17,6.05,56.0
,100,27.5,53.0,91.0,335,27.0,87.5,2022-04-07 17:16:47,14.0,1644.9,10.434,2.0,50.5297644,-84.814658,10.434,-27.19999999999999,-27.19999999999999,0.0,2022,4,7,17,6.05,56.0
,101,29.0,51.0,88.5,322,25.0,87.0,2022-04-07 17:16:48,14.0,1655.75,10.506,2.0,50.5298731,-84.8147147,10.506,-27.19999999999999,-27.19999999999999,0.0,2022,4,7,17,6.05,56.0
,101,32.0,50.0,100.0,345,24.0,82.0,2022-04-07 17:16:49,14.0,1666.7,10.641,2.0,50.5299828,-84.8147716,10.641,-27.0,-27.0,0.0,2022,4,7,17,6.05,56.0
,103,25.5,50.0,88.5,310,27.0,86.0,2022-04-07 17:16:50,14.0,1677.84,10.69,2.0,50.5300948,-84.8148282,10.69,-27.0,-27.0,0.0,2022,4,7,17,6.05,56.0
,104,22.5,50.0,83.5,274,28.5,87.5,2022-04-07 17:16:51,14.0,1688.86,10.769,2.0,50.5302055,-84.8148849,10.769,-26.80000000000001,-26.80000000000001,0.19,2022,4,7,17,6.05,56.0
,104,23.5,51.0,81.5,281,26.5,83.0,2022-04-07 17:16:52,14.0,1700.0,10.829,2.0,50.5303176,-84.814941,10.829,-26.600000000000023,-26.600000000000023,0.74,2022,4,7,17,6.05,56.0
,105,24.5,51.0,78.0,285,23.5,75.5,2022-04-07 17:16:53,14.0,1711.11,10.89,2.0,50.5304297,-84.8149962,10.89,-26.399999999999977,-26.399999999999977,1.22,2022,4,7,17,6.05,56.0
,105,21.0,51.0,77.0,279,22.0,73.5,2022-04-07 17:16:54,14.0,1722.49,10.84,2.0,50.5305433,-84.8150562,10.84,-26.399999999999977,-26.399999999999977,1.23,2022,4,7,17,6.05,56.0
,106,20.5,51.0,76.5,296,21.5,73.0,2022-04-07 17:16:55,14.0,1733.85,10.875,2.0,50.5306536,-84.8151268,10.875,-26.600000000000023,-26.600000000000023,1.02,2022,4,7,17,6.05,56.0
,106,20.5,51.0,76.5,295,21.5,73.0,2022-04-07 17:16:56,14.0,1744.35,10.776,2.0,50.5307568,-84.8151882,10.776,-26.600000000000023,-26.600000000000023,0.67,2022,4,7,17,6.05,56.0
,106,21.0,51.0,77.0,287,21.5,73.5,2022-04-07 17:16:57,14.0,1756.28,10.777,2.0,50.530875,-84.8152547,10.777,-26.80000000000001,-26.80000000000001,0.21,2022,4,7,17,6.05,56.0
,105,22.0,51.0,78.5,277,22.0,74.5,2022-04-07 17:16:58,14.0,1767.48,10.76,2.0,50.5309866,-84.8153151,10.76,-26.80000000000001,-26.80000000000001,0.0,2022,4,7,17,6.05,56.0
,105,23.0,50.0,80.0,268,22.5,76.0,2022-04-07 17:16:59,14.0,1778.76,10.737,2.0,50.531099,-84.8153763,10.737,-26.80000000000001,-26.80000000000001,0.0,2022,4,7,17,6.05,56.0
,105,23.5,50.0,80.5,280,23.0,76.5,2022-04-07 17:17:00,14.0,1790.27,10.733,2.0,50.5312141,-84.8154366,10.733,-26.600000000000023,-26.600000000000023,0.0,2022,4,7,17,6.05,56.0
,104,23.5,50.0,80.5,282,23.0,76.5,2022-04-07 17:17:01,14.0,1801.8,10.721,2.0,50.5313298,-84.8154964,10.721,-26.600000000000023,-26.600000000000023,0.0,2022,4,7,17,6.05,56.0
,104,23.5,50.0,80.5,291,23.0,76.5,2022-04-07 17:17:02,14.0,1813.29,10.719,2.0,50.5314449,-84.8155562,10.719,-26.399999999999977,-26.399999999999977,0.0,2022,4,7,17,6.05,56.0
,104,23.0,51.0,81.0,284,23.5,77.0,2022-04-07 17:17:03,14.0,1824.53,10.729,2.0,50.5315575,-84.8156149,10.729,-26.399999999999977,-26.399999999999977,0.14,2022,4,7,17,6.05,56.0
,104,22.0,53.0,82.0,292,26.0,79.0,2022-04-07 17:17:04,14.0,1835.99,10.795,2.0,50.531673,-84.8156728,10.795,-26.399999999999977,-26.399999999999977,0.46,2022,4,7,17,6.05,56.0
,105,22.0,54.0,82.0,278,26.5,79.5,2022-04-07 17:17:05,14.0,1847.26,10.943,2.0,50.5317869,-84.8157275,10.943,-26.0,-26.0,0.82,2022,4,7,17,6.05,56.0
,105,22.0,54.0,81.0,276,25.5,79.0,2022-04-07 17:17:06,14.0,1858.59,11.009,2.0,50.5319014,-84.8157831,11.009,-25.80000000000001,-25.80000000000001,1.11,2022,4,7,17,6.05,56.0
,105,22.0,54.0,79.5,278,24.5,78.0,2022-04-07 17:17:07,14.0,1870.58,11.067,2.0,50.5320217,-84.8158451,11.067,-25.600000000000023,-25.600000000000023,1.24,2022,4,7,17,6.05,56.0
,106,22.0,54.0,79.0,241,24.0,78.0,2022-04-07 17:17:08,14.0,1881.91,11.184,2.0,50.5321355,-84.8159029,11.184,-25.600000000000023,-25.600000000000023,1.36,2022,4,7,17,6.05,56.0
,107,22.0,48.0,79.0,233,24.0,78.0,2022-04-07 17:17:09,14.0,1893.15,11.162,2.0,50.5322484,-84.8159609,11.162,-25.600000000000023,-25.600000000000023,1.44,2022,4,7,17,6.05,56.0
,108,22.0,42.0,79.0,250,24.0,78.0,2022-04-07 17:17:10,14.0,1905.13,11.175,2.0,50.5323689,-84.8160219,11.175,-25.600000000000023,-25.600000000000023,1.02,2022,4,7,17,6.05,56.0
,108,22.0,42.0,79.0,283,24.0,78.0,2022-04-07 17:17:11,14.0,1916.47,11.207,2.0,50.5324845,-84.8160736,11.207,-25.80000000000001,-25.80000000000001,0.31,2022,4,7,17,6.05,56.0
,109,22.0,44.0,78.5,266,24.5,79.0,2022-04-07 17:17:12,14.0,1927.77,11.24,2.0,50.5326005,-84.816121,11.24,-26.0,-26.0,0.0,2022,4,7,17,6.05,56.0
,109,22.0,52.0,75.5,267,26.0,82.5,2022-04-07 17:17:13,14.0,1939.31,11.186,2.0,50.5327199,-84.8161659,11.186,-26.19999999999999,-26.19999999999999,-0.31,2022,4,7,17,6.05,56.0
,109,20.5,49.0,70.0,217,24.5,78.5,2022-04-07 17:17:14,14.0,1951.25,11.281,2.0,50.5328425,-84.8162169,11.281,-26.399999999999977,-26.399999999999977,-1.03,2022,4,7,17,6.05,56.0
,107,20.0,46.0,69.0,270,24.0,77.5,2022-04-07 17:17:15,14.0,1962.6,11.307,2.0,50.5329575,-84.8162714,11.307,-26.80000000000001,-26.80000000000001,-1.72,2022,4,7,17,6.05,56.0
,104,22.5,43.0,75.0,318,26.0,80.5,2022-04-07 17:17:16,14.0,1974.2,11.431,2.0,50.5330738,-84.8163316,11.431,-27.19999999999999,-27.19999999999999,-2.24,2022,4,7,17,6.05,56.0
,98,29.5,38.0,92.5,295,32.5,90.5,2022-04-07 17:17:17,14.0,1986.23,11.593,2.0,50.5331941,-84.8163949,11.593,-27.399999999999977,-27.399999999999977,-2.49,2022,4,7,17,6.05,56.0
,99,25.0,38.0,87.0,282,32.5,90.5,2022-04-07 17:17:18,14.0,1998.05,11.606,2.0,50.5333112,-84.816461,11.606,-27.600000000000023,-27.600000000000023,-2.4,2022,4,7,17,6.05,56.0
,99,21.5,45.0,78.5,283,28.5,87.5,2022-04-07 17:17:19,14.0,2009.98,11.632,2.0,50.5334288,-84.8165296,11.632,-28.0,-28.0,-2.28,2022,4,7,17,6.05,56.0
,100,21.0,46.0,77.0,316,27.5,87.0,2022-04-07 17:17:20,14.0,2021.76,11.679,2.0,50.5335464,-84.8165923,11.679,-28.19999999999999,-28.19999999999999,-2.14,2022,4,7,17,6.05,56.0
,100,21.0,48.0,77.0,258,27.5,87.0,2022-04-07 17:17:21,14.0,2033.75,11.675,2.0,50.5336666,-84.8166547,11.675,-28.399999999999977,-28.399999999999977,-1.92,2022,4,7,17,6.05,56.0
,100,21.5,52.0,78.0,291,27.0,84.0,2022-04-07 17:17:22,14.0,2045.88,11.733,2.0,50.53379,-84.8167108,11.733,-28.80000000000001,-28.80000000000001,-1.89,2022,4,7,17,6.05,56.0
,100,22.5,56.0,81.5,333,25.0,74.5,2022-04-07 17:17:23,14.0,2057.66,11.716,2.0,50.5339122,-84.8167544,11.716,-29.19999999999999,-29.19999999999999,-2.27,2022,4,7,17,6.05,56.0
,100,26.5,56.0,93.0,313,28.0,84.0,2022-04-07 17:17:24,14.0,2069.62,11.672,2.0,50.5340374,-84.8167938,11.672,-30.0,-30.0,-2.87,2022,4,7,17,6.05,56.0
,100,29.5,54.0,98.0,303,29.0,87.0,2022-04-07 17:17:25,14.0,2081.4,11.678,2.0,50.5341597,-84.8168374,11.678,-30.399999999999977,-30.399999999999977,-3.44,2022,4,7,17,6.05,56.0
,100,30.0,53.0,96.5,289,29.0,86.5,2022-04-07 17:17:26,14.0,2093.36,11.653,2.0,50.534282,-84.81689,11.653,-30.600000000000023,-30.600000000000023,-3.85,2022,4,7,17,6.05,56.0
,100,26.5,53.0,85.5,248,29.5,85.0,2022-04-07 17:17:27,14.0,2105.09,11.074,2.0,50.5344014,-84.8169443,11.074,-30.80000000000001,-30.80000000000001,-3.98,2022,4,7,17,6.05,56.0
,99,24.5,53.0,83.0,185,28.5,83.5,2022-04-07 17:17:28,14.0,2116.18,10.938,2.0,50.5345146,-84.8169944,10.938,-30.80000000000001,-30.80000000000001,-3.5,2022,4,7,17,6.05,56.0
,99,23.0,52.0,81.0,122,27.5,82.5,2022-04-07 17:17:29,14.0,2127.25,10.741,2.0,50.5346278,-84.817043,10.741,-30.600000000000023,-30.600000000000023,-2.46,2022,4,7,17,6.05,56.0
,99,21.0,52.0,78.5,59,27.0,81.0,2022-04-07 17:17:30,14.0,2138.25,10.571,2.0,50.53474,-84.8170932,10.571,-30.399999999999977,-30.399999999999977,-1.25,2022,4,7,17,6.05,56.0
,0,19.5,51.0,76.5,0,26.0,80.0,2022-04-07 17:17:31,14.0,2148.41,9.978,2.0,50.534842,-84.8171453,9.978,-30.19999999999999,-30.19999999999999,-0.08,2022,4,7,17,6.05,56.0
,0,19.5,51.0,76.5,0,26.0,80.0,2022-04-07 17:17:32,14.0,2157.78,8.887,2.0,50.5349346,-84.8171982,8.887,-30.0,-30.0,0.8,2022,4,7,17,6.05,56.0
,0,19.5,50.0,76.5,0,26.0,80.0,2022-04-07 17:17:33,14.0,2166.18,8.252,2.0,50.5350173,-84.8172472,8.252,-30.0,-30.0,1.24,2022,4,7,17,6.05,56.0
,25,19.5,37.0,76.5,115,26.0,80.0,2022-04-07 17:17:34,14.0,2174.45,8.051,2.0,50.5350993,-84.8172931,8.051,-29.80000000000001,-29.80000000000001,1.42,2022,4,7,17,6.05,56.0
,96,19.5,0.0,76.5,237,26.0,80.0,2022-04-07 17:17:35,14.0,2182.75,8.284,2.0,50.5351826,-84.8173356,8.284,-29.80000000000001,-29.80000000000001,1.57,2022,4,7,17,6.05,56.0
,76,20.0,0.0,78.0,618,27.0,81.5,2022-04-07 17:17:36,14.0,2191.42,9.124,2.0,50.5352697,-84.8173799,9.124,-29.600000000000023,-29.600000000000023,1.56,2022,4,7,17,6.05,56.0
,81,27.5,1.0,97.5,745,37.5,98.5,2022-04-07 17:17:37,13.0,2201.43,9.835,2.0,50.5353718,-84.8174253,9.835,-29.600000000000023,-29.600000000000023,1.32,2022,4,7,17,6.05,56.0
,84,27.5,20.0,97.5,680,37.5,98.5,2022-04-07 17:17:38,13.0,2211.56,9.954,2.0,50.5354753,-84.8174707,9.954,-29.600000000000023,-29.600000000000023,1.06,2022,4,7,17,6.05,56.0
,87,27.5,38.0,97.5,614,37.5,98.5,2022-04-07 17:17:39,13.0,2221.72,10.063,2.0,50.5355783,-84.8175192,10.063,-29.80000000000001,-29.80000000000001,0.69,2022,4,7,17,6.05,56.0
,90,26.5,50.0,94.0,511,35.5,97.5,2022-04-07 17:17:40,13.0,2232.13,10.073,2.0,50.5356822,-84.817575,10.073,-30.0,-30.0,0.21,2022,4,7,17,6.05,56.0
,95,24.0,50.0,84.0,333,29.0,94.0,2022-04-07 17:17:41,13.0,2242.48,9.999,2.0,50.5357845,-84.8176335,9.999,-30.0,-30.0,-0.23,2022,4,7,17,6.05,56.0
,99,22.0,49.0,74.5,167,23.5,91.0,2022-04-07 17:17:42,13.0,2252.36,9.658,2.0,50.5358823,-84.8176889,9.658,-30.19999999999999,-30.19999999999999,-0.66,2022,4,7,17,6.05,56.0
,93,22.0,37.0,74.5,137,23.5,91.0,2022-04-07 17:17:43,13.0,2262.18,9.329,2.0,50.5359784,-84.8177476,9.329,-30.19999999999999,-30.19999999999999,-0.94,2022,4,7,17,6.05,56.0
,86,22.0,24.0,74.5,107,23.5,91.0,2022-04-07 17:17:44,13.0,2272.17,9.504,2.0,50.5360732,-84.817815,9.504,-30.19999999999999,-30.19999999999999,-0.97,2022,4,7,17,6.05,56.0
,72,22.0,16.0,74.5,153,23.5,91.0,2022-04-07 17:17:45,13.0,2281.61,9.706,2.0,50.5361629,-84.8178789,9.706,-30.19999999999999,-30.19999999999999,-0.82,2022,4,7,17,6.05,56.0
,43,22.0,16.0,74.5,348,23.5,91.0,2022-04-07 17:17:46,13.0,2291.37,9.712,2.0,50.5362571,-84.8179407,9.712,-30.19999999999999,-30.19999999999999,-0.51,2022,4,7,17,6.05,56.0
,79,22.0,16.0,74.5,419,23.5,91.0,2022-04-07 17:17:47,13.0,2301.98,9.759,2.0,50.5363587,-84.8180101,9.759,-30.0,-30.0,-0.16,2022,4,7,17,6.05,56.0
,96,22.0,16.0,74.5,414,23.5,91.0,2022-04-07 17:17:48,13.0,2311.84,9.896,2.0,50.5364496,-84.8180835,9.896,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,95,27.0,16.0,84.0,398,29.5,94.5,2022-04-07 17:17:49,13.0,2321.76,10.017,2.0,50.5365384,-84.8181628,10.017,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,96,34.0,19.0,98.0,393,39.0,100.0,2022-04-07 17:17:50,13.0,2331.7,9.92,2.0,50.5366259,-84.8182452,9.92,-30.0,-30.0,0.16,2022,4,7,17,6.05,56.0
,97,29.0,50.0,93.5,351,38.5,99.5,2022-04-07 17:17:51,13.0,2341.61,9.832,2.0,50.5367136,-84.8183267,9.832,-30.0,-30.0,0.32,2022,4,7,17,6.05,56.0
