ascent,descent,timestamp,battery_soc,cadence,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,calories,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
1,1,2023-02-16 00:40:31,,86.0,7.487,3.0,26.0,56.0,88.5,50.5359019,-84.8176014,197.0,25.0,88.0,7.487,16.0,12.0,566.37,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:32,,87.0,7.681,3.0,26.5,56.0,89.0,50.5358245,-84.817565,199.0,24.5,89.0,7.681,16.0,13.0,574.13,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:33,,88.0,7.569,3.0,25.5,58.0,89.0,50.5357471,-84.8175195,200.0,24.0,81.0,7.569,16.0,13.0,581.67,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:34,,88.0,7.504,3.0,25.0,60.0,86.0,50.5356789,-84.8174831,196.0,23.5,78.5,7.504,16.0,13.0,589.11,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:35,,88.0,7.769,3.0,24.5,55.0,82.5,50.5355969,-84.8174467,194.0,23.0,76.5,7.769,16.0,13.0,596.99,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:36,,88.0,9.079,3.0,24.5,52.0,81.0,50.5354968,-84.8174012,189.0,22.5,76.0,9.079,16.0,13.0,606.49,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:37,,89.0,9.713,3.0,25.0,53.0,82.0,50.5353967,-84.8173648,185.0,22.0,77.5,9.713,16.0,14.0,616.35,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:38,,89.0,9.696,3.0,25.5,55.0,83.0,50.5352966,-84.8173193,181.0,22.5,77.5,9.696,16.0,14.0,626.08,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:39,,90.0,9.752,3.0,26.0,56.0,84.5,50.5351964,-84.8172828,169.0,23.0,77.5,9.752,16.0,14.0,635.96,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:40,,90.0,9.121,3.0,24.5,57.0,80.5,50.5351009,-84.8172464,160.0,22.5,76.5,9.121,16.0,14.0,644.86,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:41,,91.0,8.122,3.0,23.0,55.0,73.5,50.5350281,-84.8172009,151.0,21.5,74.5,8.122,16.0,14.0,652.59,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:42,,91.0,8.115,3.0,21.0,53.0,67.0,50.5349461,-84.8171645,143.0,20.5,73.0,8.115,16.0,14.0,660.73,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:43,,90.0,8.285,3.0,20.0,56.0,68.0,50.5348597,-84.817119,135.0,19.0,66.5,8.285,16.0,14.0,669.06,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:44,,88.0,7.835,3.0,20.0,54.0,68.0,50.5347823,-84.8170826,128.0,18.0,64.0,7.835,16.0,15.0,676.74,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:45,,88.0,7.747,3.0,20.0,51.0,67.5,50.5347049,-84.8170462,165.0,17.5,63.0,7.747,16.0,15.0,684.48,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:46,,89.0,7.542,3.0,20.0,50.0,67.0,50.5346276,-84.8170189,190.0,17.0,62.5,7.542,16.0,15.0,691.95,51.799999999999955,51.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:47,,89.0,7.431,3.0,19.5,52.0,66.0,50.5345502,-84.8169825,178.0,16.5,61.5,7.431,16.0,15.0,699.31,51.799999999999955,51.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:48,,88.0,7.297,3.0,19.5,54.0,65.5,50.5344774,-84.8169552,146.0,16.0,60.5,7.297,16.0,15.0,706.59,51.799999999999955,51.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:49,,88.0,7.117,3.0,19.5,52.0,65.0,50.5344046,-84.8169279,131.0,16.0,60.0,7.117,16.0,15.0,713.67,52.0,52.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:50,,87.0,6.907,3.0,18.5,52.0,64.0,50.5343363,-84.8169006,135.0,16.5,60.0,6.907,15.0,15.0,720.52,52.0,52.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:51,,85.0,6.976,3.0,18.0,60.0,66.0,50.5342635,-84.8168641,155.0,19.0,63.5,6.976,15.0,16.0,727.53,52.0,52.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:52,,85.0,6.894,3.0,24.0,70.0,79.0,50.5341952,-84.8168368,191.0,24.0,76.0,6.894,15.0,16.0,734.33,52.200000000000045,52.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:53,,84.0,6.609,3.0,30.5,54.0,91.5,50.5341269,-84.8168004,237.0,29.0,88.5,6.609,15.0,16.0,740.82,52.200000000000045,52.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:54,,85.0,6.188,3.0,30.0,50.0,91.5,50.5340678,-84.816764,242.0,30.0,92.5,6.188,15.0,16.0,746.9,52.39999999999998,52.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:55,,85.0,5.997,3.0,28.0,50.0,89.0,50.5340132,-84.8167276,243.0,29.5,94.0,5.997,15.0,17.0,752.81,52.39999999999998,52.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:56,,84.0,6.633,3.0,28.0,51.0,90.0,50.5339449,-84.8166912,232.0,29.0,94.0,6.633,15.0,17.0,759.63,52.39999999999998,52.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:57,,84.0,6.705,3.0,30.0,52.0,92.5,50.5338766,-84.8166548,225.0,25.5,88.5,6.705,15.0,17.0,766.08,52.60000000000002,52.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:58,,83.0,7.061,3.0,29.0,54.0,91.0,50.5338084,-84.8166093,222.0,26.5,90.0,7.061,15.0,17.0,773.65,52.60000000000002,52.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:59,,87.0,6.848,3.0,29.0,56.0,89.5,50.5337401,-84.8165729,219.0,27.0,87.5,6.848,15.0,17.0,780.48,52.799999999999955,52.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:00,,87.0,6.847,3.0,29.5,57.0,90.5,50.5336946,-84.8165638,223.0,27.0,85.5,6.847,15.0,18.0,787.62,53.0,53.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:01,,87.0,6.841,5.0,30.0,57.0,93.5,50.5336946,-84.8167003,229.0,27.0,85.5,6.841,15.0,18.0,798.33,53.0,53.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:02,,87.0,6.809,4.0,30.0,53.0,94.5,50.5336218,-84.8166639,238.0,28.0,89.5,6.809,15.0,18.0,805.59,53.200000000000045,53.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:03,,87.0,6.744,4.0,30.5,55.0,95.5,50.5335353,-84.8165638,248.0,28.5,93.5,6.744,15.0,18.0,815.97,53.39999999999998,53.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:04,,87.0,6.899,3.0,30.5,55.0,95.5,50.533467,-84.8165183,272.0,29.0,95.5,6.899,15.0,19.0,823.26,53.60000000000002,53.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:05,,87.0,6.741,3.0,31.0,53.0,94.5,50.5333942,-84.8164727,273.0,29.0,95.5,6.741,15.0,19.0,830.39,53.799999999999955,53.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:06,,87.0,6.756,3.0,31.0,51.0,93.5,50.5333214,-84.8164363,269.0,30.0,96.5,6.756,15.0,19.0,837.57,53.799999999999955,53.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:07,,87.0,6.794,3.0,29.0,49.0,91.0,50.5332486,-84.816409,252.0,27.5,91.0,6.794,15.0,20.0,844.59,53.799999999999955,53.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:08,,87.0,6.825,3.0,29.0,51.0,91.5,50.5331803,-84.8163726,240.0,27.5,89.5,6.825,15.0,20.0,851.55,54.0,54.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:09,,87.0,6.841,3.0,29.5,51.0,92.5,50.533112,-84.8163453,239.0,27.5,91.0,6.841,15.0,20.0,858.56,54.200000000000045,54.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:10,,87.0,6.826,3.0,29.0,53.0,94.0,50.5330438,-84.8163271,275.0,27.0,93.0,6.826,15.0,20.0,865.0,54.200000000000045,54.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:11,,88.0,6.849,2.0,30.0,55.0,95.5,50.5329755,-84.8162907,283.0,27.0,93.0,6.849,15.0,21.0,871.37,54.39999999999998,54.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:12,,88.0,6.854,2.0,29.0,53.0,94.5,50.5329118,-84.8162634,282.0,27.0,92.0,6.854,15.0,21.0,877.79,54.60000000000002,54.60000000000002,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:13,,88.0,6.873,2.0,28.0,52.0,94.0,50.5328435,-84.8162361,270.0,26.5,91.0,6.873,15.0,21.0,884.36,54.799999999999955,54.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:14,,88.0,6.97,2.0,27.5,56.0,93.0,50.5327753,-84.8162088,255.0,27.0,90.0,6.97,15.0,21.0,891.14,54.799999999999955,54.799999999999955,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:15,,88.0,6.942,2.0,27.5,57.0,92.0,50.532707,-84.8161724,250.0,27.5,88.5,6.942,15.0,22.0,897.7,55.0,55.0,1.23,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:16,,88.0,6.806,2.0,28.5,54.0,92.5,50.5326387,-84.816136,238.0,28.0,89.5,6.806,15.0,22.0,904.59,55.200000000000045,55.200000000000045,1.9,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:17,,87.0,6.876,2.0,25.5,51.0,85.0,50.5325659,-84.8161087,214.0,28.0,89.5,6.876,15.0,22.0,911.42,55.200000000000045,55.200000000000045,1.94,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:18,,86.0,6.795,2.0,22.5,51.0,76.5,50.5324976,-84.8160722,191.0,27.0,87.5,6.795,15.0,22.0,918.05,55.39999999999998,55.39999999999998,1.91,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:41:19,,85.0,6.502,2.0,17.5,51.0,73.5,50.5324339,-84.816054,171.0,23.0,76.0,6.502,15.0,22.0,924.73,55.39999999999998,55.39999999999998,1.84,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:20,,81.0,6.297,2.0,10.0,61.0,76.0,50.5323702,-84.8160358,105.0,16.0,54.5,6.297,15.0,22.0,931.02,55.60000000000002,55.60000000000002,1.71,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:21,,60.0,6.068,2.0,2.0,100.0,78.0,50.5323065,-84.8159994,67.0,9.0,33.5,6.068,15.0,22.0,937.08,55.60000000000002,55.60000000000002,1.54,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:22,,76.0,5.712,2.0,14.0,89.0,80.5,50.5322519,-84.815963,23.0,3.0,47.5,5.712,15.0,22.0,942.85,55.799999999999955,55.799999999999955,1.43,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:23,,77.0,6.131,2.0,25.5,78.0,88.0,50.5321927,-84.8159175,118.0,13.5,74.0,6.131,15.0,23.0,948.91,55.799999999999955,55.799999999999955,1.36,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:24,,79.0,6.632,2.0,29.0,65.0,97.0,50.5321335,-84.815872,213.0,32.5,94.5,6.632,15.0,23.0,955.49,56.0,56.0,1.31,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:25,,86.0,6.849,2.0,29.5,51.0,97.0,50.5320607,-84.8158356,317.0,30.5,98.0,6.849,15.0,23.0,962.68,56.0,56.0,1.24,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:26,,90.0,7.042,2.0,31.5,45.0,96.0,50.5319925,-84.8157992,343.0,29.5,97.0,7.042,15.0,24.0,969.52,56.0,56.0,1.15,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:27,,91.0,7.07,2.0,25.5,47.0,82.5,50.5319151,-84.8157628,282.0,29.0,95.0,7.07,15.0,24.0,976.66,56.0,56.0,1.07,2023,2,16,0,4.83,326.0
2,1,2023-02-16 00:41:28,,91.0,7.174,2.0,20.0,51.0,69.0,50.5318423,-84.8157264,204.0,27.0,88.5,7.174,15.0,24.0,984.12,56.0,56.0,1.01,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:29,,90.0,7.128,2.0,18.5,54.0,65.0,50.5317695,-84.81569,147.0,23.5,80.0,7.128,15.0,24.0,991.28,56.200000000000045,56.200000000000045,0.93,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:30,,91.0,7.243,2.0,21.5,57.0,73.5,50.5317012,-84.8156626,165.0,22.5,75.0,7.243,15.0,24.0,998.24,56.200000000000045,56.200000000000045,0.8,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:31,,88.0,7.289,2.0,24.5,55.0,82.5,50.5316238,-84.8156171,192.0,21.5,70.5,7.289,15.0,25.0,1005.84,56.0,56.0,0.26,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:32,,89.0,7.597,2.0,27.0,53.0,91.5,50.531551,-84.8155807,226.0,27.0,84.0,7.597,15.0,25.0,1013.37,56.0,56.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:33,,91.0,7.744,2.0,28.0,50.0,94.5,50.5314691,-84.8155352,300.0,30.5,94.5,7.744,15.0,25.0,1021.29,56.0,56.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:34,,92.0,7.885,2.0,27.0,51.0,89.5,50.5313917,-84.8154988,264.0,29.5,94.5,7.885,15.0,25.0,1029.31,55.799999999999955,55.799999999999955,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:35,,93.0,8.027,2.0,24.0,55.0,83.0,50.5313098,-84.8154533,250.0,28.5,89.0,8.027,15.0,26.0,1037.41,55.799999999999955,55.799999999999955,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:36,,95.0,8.154,2.0,27.0,54.0,88.5,50.5312233,-84.8154169,251.0,28.0,90.0,8.154,15.0,26.0,1045.58,55.799999999999955,55.799999999999955,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:37,,96.0,8.17,2.0,28.5,54.0,92.5,50.5311414,-84.8153805,261.0,28.5,89.5,8.17,14.0,26.0,1053.67,55.799999999999955,55.799999999999955,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:38,,96.0,8.318,2.0,29.5,54.0,94.5,50.5310595,-84.815335,278.0,27.0,88.5,8.318,14.0,27.0,1062.14,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:39,,92.0,8.245,2.0,29.0,54.0,94.5,50.5309776,-84.8152895,304.0,26.0,90.0,8.245,14.0,27.0,1070.33,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:40,,93.0,8.472,2.0,26.0,53.0,91.5,50.5308911,-84.8152439,313.0,33.5,97.5,8.472,14.0,27.0,1078.63,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:41,,93.0,8.624,2.0,26.0,50.0,90.0,50.5308092,-84.8151984,297.0,29.5,94.5,8.624,14.0,27.0,1087.21,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:42,,93.0,8.453,2.0,26.0,48.0,88.5,50.5307227,-84.815162,278.0,26.0,91.0,8.453,14.0,28.0,1095.61,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:43,,94.0,8.547,2.0,26.0,49.0,88.0,50.5306362,-84.8151165,267.0,24.0,88.5,8.547,14.0,28.0,1104.14,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:44,,93.0,8.407,2.0,26.0,51.0,87.5,50.5305498,-84.8150801,233.0,24.5,86.5,8.407,14.0,28.0,1112.52,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:45,,93.0,8.459,2.0,26.0,52.0,87.0,50.5304633,-84.8150528,217.0,25.0,84.5,8.459,14.0,28.0,1120.77,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:46,,93.0,8.533,2.0,26.0,50.0,87.0,50.5303768,-84.8150164,209.0,25.0,82.5,8.533,14.0,29.0,1129.26,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:47,,93.0,8.332,2.0,26.0,57.0,86.5,50.5302949,-84.81498,204.0,25.5,80.5,8.332,14.0,29.0,1137.42,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:48,,93.0,8.467,2.0,25.0,57.0,82.0,50.5302084,-84.8149345,201.0,24.5,77.0,8.467,14.0,29.0,1146.0,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:49,,93.0,8.409,2.0,23.5,56.0,78.0,50.530122,-84.8148981,208.0,23.5,76.0,8.409,14.0,29.0,1154.42,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:50,,93.0,8.489,2.0,23.0,55.0,83.5,50.5300355,-84.8148617,220.0,24.5,83.5,8.489,14.0,29.0,1162.7,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:51,,93.0,8.474,2.0,24.0,54.0,86.0,50.529949,-84.8148161,233.0,25.5,83.0,8.474,14.0,30.0,1171.34,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:52,,93.0,8.47,2.0,24.0,54.0,84.5,50.5298671,-84.8147706,224.0,27.0,87.0,8.47,14.0,30.0,1179.64,55.60000000000002,55.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:53,,93.0,8.447,2.0,23.0,54.0,80.0,50.5297806,-84.8147342,216.0,27.0,85.0,8.447,14.0,30.0,1188.1,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:54,,92.0,8.451,2.0,22.5,52.0,78.0,50.5296942,-84.8146887,208.0,26.0,79.5,8.451,14.0,30.0,1196.52,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:55,,92.0,8.421,2.0,25.0,49.0,85.5,50.5296122,-84.8146523,199.0,26.0,78.5,8.421,14.0,30.0,1204.64,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:56,,92.0,8.424,2.0,26.0,46.0,80.0,50.5295303,-84.8146068,195.0,27.0,84.0,8.424,14.0,31.0,1212.87,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:57,,92.0,8.409,2.0,26.0,56.0,81.5,50.5294484,-84.8145704,193.0,26.0,83.5,8.409,14.0,31.0,1220.91,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:58,,92.0,8.415,2.0,25.5,59.0,85.0,50.5293665,-84.814534,221.0,25.0,81.5,8.415,14.0,31.0,1228.99,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:41:59,,92.0,8.416,2.0,25.5,57.0,88.5,50.5292846,-84.8144885,227.0,24.0,80.0,8.416,14.0,31.0,1237.1,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:00,,93.0,8.508,2.0,27.5,57.0,92.5,50.5292026,-84.8144521,245.0,24.0,80.0,8.508,14.0,32.0,1245.19,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:01,,93.0,8.599,2.0,25.5,51.0,84.0,50.5291207,-84.8144065,257.0,24.0,80.0,8.599,14.0,32.0,1253.47,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:02,,94.0,8.522,2.0,24.5,50.0,81.5,50.5290388,-84.8143701,254.0,25.5,83.5,8.522,14.0,32.0,1261.73,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:03,,94.0,8.537,2.0,25.0,51.0,84.0,50.5289569,-84.8143337,243.0,26.5,86.0,8.537,14.0,32.0,1269.68,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:04,,94.0,8.532,2.0,24.0,51.0,80.0,50.528875,-84.8142882,235.0,24.0,80.5,8.532,14.0,33.0,1278.07,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:05,,94.0,8.583,2.0,23.5,53.0,81.0,50.5287885,-84.8142518,230.0,25.5,85.0,8.583,14.0,33.0,1286.38,55.200000000000045,55.200000000000045,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:06,,93.0,8.494,2.0,24.0,55.0,83.0,50.528702,-84.8142063,228.0,26.0,84.0,8.494,14.0,33.0,1294.8,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:07,,93.0,8.633,2.0,24.0,56.0,82.5,50.5286201,-84.8141699,231.0,26.0,84.5,8.633,14.0,33.0,1303.16,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:08,,93.0,8.355,2.0,23.0,54.0,81.0,50.5285382,-84.8141244,224.0,25.5,85.0,8.355,14.0,33.0,1311.16,55.39999999999998,55.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:09,,93.0,8.538,2.0,23.0,51.0,81.0,50.5284517,-84.814088,221.0,22.0,78.0,8.538,14.0,34.0,1319.56,55.200000000000045,55.200000000000045,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:10,,93.0,8.406,2.0,21.5,47.0,76.5,50.5283698,-84.8140425,224.0,23.5,82.0,8.406,14.0,34.0,1327.71,55.200000000000045,55.200000000000045,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:11,,93.0,8.446,2.0,21.0,50.0,76.0,50.5282924,-84.8139969,223.0,22.5,79.5,8.446,14.0,34.0,1336.06,55.0,55.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:12,,93.0,8.544,2.0,22.5,50.0,80.0,50.5282059,-84.8139514,211.0,22.0,76.0,8.544,14.0,34.0,1344.27,55.0,55.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:13,,93.0,8.552,2.0,23.5,49.0,80.5,50.528124,-84.813915,193.0,22.0,74.5,8.552,14.0,35.0,1352.47,55.0,55.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:14,,94.0,8.556,2.0,21.0,49.0,69.0,50.5280375,-84.8138695,163.0,22.0,74.5,8.556,14.0,35.0,1360.86,55.0,55.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:15,,95.0,8.583,2.0,18.0,53.0,64.0,50.5279556,-84.813824,152.0,21.0,73.0,8.583,14.0,35.0,1369.23,54.799999999999955,54.799999999999955,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:16,,94.0,8.67,2.0,19.0,57.0,66.0,50.5278692,-84.8137785,147.0,19.5,67.5,8.67,14.0,35.0,1377.8,54.60000000000002,54.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:17,,92.0,8.737,2.0,20.5,60.0,68.5,50.5277827,-84.813733,138.0,18.5,64.0,8.737,14.0,35.0,1386.37,54.39999999999998,54.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:18,,90.0,9.02,2.0,20.0,62.0,69.5,50.5276962,-84.8136875,139.0,19.5,67.5,9.02,14.0,35.0,1395.12,54.39999999999998,54.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:19,,90.0,9.298,2.0,20.0,63.0,70.0,50.5276052,-84.8136511,142.0,21.0,71.5,9.298,14.0,35.0,1403.92,54.200000000000045,54.200000000000045,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:20,,92.0,9.314,2.0,19.5,60.0,67.5,50.5275142,-84.8136055,148.0,18.5,62.5,9.314,14.0,36.0,1413.34,54.0,54.0,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:21,,93.0,9.367,2.0,19.5,58.0,66.0,50.5274231,-84.8135509,139.0,17.0,58.5,9.367,14.0,36.0,1422.62,53.60000000000002,53.60000000000002,0.0,2023,2,16,0,4.83,326.0
3,1,2023-02-16 00:42:22,,94.0,9.578,2.0,19.0,53.0,64.0,50.5273276,-84.8135054,134.0,17.5,60.5,9.578,14.0,36.0,1432.13,53.39999999999998,53.39999999999998,0.0,2023,2,16,0,4.83,326.0
3,2,2023-02-16 00:42:23,,93.0,9.458,2.0,17.5,51.0,60.5,50.5272366,-84.8134417,131.0,18.0,61.0,9.458,14.0,36.0,1441.65,53.200000000000045,53.200000000000045,-1.1,2023,2,16,0,4.83,326.0
3,2,2023-02-16 00:42:24,,72.0,8.92,2.0,20.5,55.0,71.5,50.5271455,-84.8133871,120.0,8.0,30.0,8.92,14.0,36.0,1450.62,53.0,53.0,-1.81,2023,2,16,0,4.83,326.0
3,2,2023-02-16 00:42:25,,46.0,9.111,2.0,25.5,60.0,79.0,50.5270591,-84.8133234,107.0,6.5,24.5,9.111,14.0,36.0,1459.7,52.60000000000002,52.60000000000002,-1.95,2023,2,16,0,4.83,326.0
3,2,2023-02-16 00:42:26,,28.0,9.153,2.0,30.5,59.0,86.0,50.5269726,-84.8132688,72.0,6.5,24.5,9.153,13.0,36.0,1468.88,52.39999999999998,52.39999999999998,-2.12,2023,2,16,0,4.83,326.0
