timestamp,battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,left_right_balance,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-11-03 12:21:40,,91.0,51.0,1814.69,8.241,2.0,50.5278666,-84.8136911,397.0,8.241,52.0,25.5,98.5,27.5,96.5,11.0,37.60000000000002,1.0,2.0,37.60000000000002,1.84,2022,11,3,12,5.96,235.0
2022-11-03 12:21:41,,90.0,52.0,1823.03,8.229,2.0,50.5279491,-84.8137362,379.0,8.229,53.0,25.0,97.0,26.5,95.0,11.0,37.799999999999955,2.0,2.0,37.799999999999955,2.05,2022,11,3,12,5.96,235.0
2022-11-03 12:21:42,,90.0,52.0,1831.15,8.198,2.0,50.5280314,-84.8137735,357.0,8.198,54.0,25.5,95.5,26.5,93.5,11.0,38.0,2.0,2.0,38.0,2.23,2022,11,3,12,5.96,235.0
2022-11-03 12:21:43,,89.0,52.0,1839.25,8.098,2.0,50.5281121,-84.8138177,338.0,8.098,54.0,27.0,96.0,27.5,92.5,11.0,38.200000000000045,2.0,2.0,38.200000000000045,2.34,2022,11,3,12,5.96,235.0
2022-11-03 12:21:44,,89.0,53.0,1847.35,8.125,2.0,50.528195,-84.8138543,326.0,8.125,52.0,27.0,96.5,28.5,91.5,11.0,38.39999999999998,2.0,2.0,38.39999999999998,2.38,2022,11,3,12,5.96,235.0
2022-11-03 12:21:45,,90.0,53.0,1855.61,8.162,2.0,50.5282816,-84.813891,321.0,8.162,50.0,27.5,96.5,29.0,92.0,11.0,38.39999999999998,3.0,2.0,38.39999999999998,2.38,2022,11,3,12,5.96,235.0
2022-11-03 12:21:46,,90.0,53.0,1863.77,8.178,2.0,50.5283628,-84.8139279,322.0,8.178,50.0,28.0,96.0,29.5,92.5,11.0,38.60000000000002,3.0,2.0,38.60000000000002,2.32,2022,11,3,12,5.96,235.0
2022-11-03 12:21:47,,90.0,54.0,1871.0,8.213,2.0,50.5284366,-84.8139689,317.0,8.213,50.0,27.0,94.0,30.0,92.5,11.0,38.799999999999955,3.0,2.0,38.799999999999955,2.15,2022,11,3,12,5.96,235.0
2022-11-03 12:21:48,,90.0,54.0,1880.29,8.258,2.0,50.5285324,-84.8140096,310.0,8.258,51.0,24.0,88.5,31.5,93.0,11.0,38.799999999999955,3.0,2.0,38.799999999999955,1.93,2022,11,3,12,5.96,235.0
2022-11-03 12:21:49,,91.0,54.0,1888.36,8.353,2.0,50.5286112,-84.8140445,292.0,8.353,52.0,26.0,94.0,30.0,94.0,11.0,39.0,3.0,2.0,39.0,1.72,2022,11,3,12,5.96,235.0
2022-11-03 12:21:50,,92.0,55.0,1896.83,8.351,2.0,50.5286984,-84.8140819,282.0,8.351,53.0,25.0,91.0,29.0,92.0,11.0,39.0,3.0,2.0,39.0,1.51,2022,11,3,12,5.96,235.0
2022-11-03 12:21:51,,92.0,55.0,1905.43,8.384,2.0,50.528784,-84.814128,271.0,8.384,51.0,25.5,89.5,27.0,87.5,11.0,39.0,3.0,2.0,39.0,1.28,2022,11,3,12,5.96,235.0
2022-11-03 12:21:52,,92.0,55.0,1913.86,8.409,2.0,50.5288723,-84.8141644,262.0,8.409,46.0,29.0,97.0,24.0,83.0,11.0,39.0,3.0,2.0,39.0,1.08,2022,11,3,12,5.96,235.0
2022-11-03 12:21:53,,92.0,55.0,1922.25,8.408,2.0,50.5289559,-84.8142097,245.0,8.408,42.0,28.0,95.5,25.0,84.0,11.0,39.0,3.0,2.0,39.0,0.91,2022,11,3,12,5.96,235.0
2022-11-03 12:21:54,,92.0,56.0,1930.74,8.411,2.0,50.5290421,-84.8142468,222.0,8.411,42.0,27.5,94.5,26.5,84.5,11.0,39.0,3.0,2.0,39.0,0.39,2022,11,3,12,5.96,235.0
2022-11-03 12:21:55,,93.0,56.0,1939.1,8.432,2.0,50.5291272,-84.8142911,229.0,8.432,48.0,26.5,93.0,27.5,85.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:21:56,,93.0,56.0,1947.62,8.459,2.0,50.5292108,-84.8143287,257.0,8.459,55.0,26.0,93.5,28.0,87.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:21:57,,93.0,56.0,1956.22,8.532,2.0,50.5293018,-84.8143735,279.0,8.532,56.0,25.5,94.5,28.0,88.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:21:58,,93.0,57.0,1964.77,8.521,2.0,50.5293878,-84.8144098,283.0,8.521,51.0,26.5,92.0,27.0,83.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:21:59,,93.0,57.0,1973.17,8.505,2.0,50.5294724,-84.814446,252.0,8.505,55.0,24.5,88.5,26.0,82.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:00,,93.0,57.0,1981.78,8.403,2.0,50.5295609,-84.8144918,231.0,8.403,58.0,22.5,85.0,24.5,82.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:01,,93.0,57.0,1990.11,8.37,2.0,50.5296465,-84.814528,225.0,8.37,52.0,22.5,84.0,24.0,80.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:02,,92.0,58.0,1998.54,8.388,2.0,50.5297293,-84.8145646,218.0,8.388,48.0,25.0,86.0,23.5,77.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:03,,92.0,58.0,2006.93,8.402,2.0,50.5298153,-84.8146016,213.0,8.402,51.0,22.5,84.5,22.0,74.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:04,,93.0,58.0,2015.46,8.436,2.0,50.529902,-84.8146464,257.0,8.436,50.0,22.5,86.5,26.5,87.0,11.0,39.200000000000045,3.0,2.0,39.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:05,,93.0,58.0,2024.05,8.453,2.0,50.5299887,-84.8146837,274.0,8.453,50.0,24.0,87.5,26.0,86.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:06,,93.0,59.0,2032.54,8.482,2.0,50.5300742,-84.814728,266.0,8.482,49.0,25.5,88.5,22.5,81.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:07,,93.0,59.0,2041.05,8.514,2.0,50.5301614,-84.8147655,282.0,8.514,49.0,27.5,91.0,19.5,80.5,11.0,39.200000000000045,3.0,2.0,39.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:08,,94.0,59.0,2049.79,8.64,2.0,50.5302488,-84.8148113,306.0,8.64,48.0,27.0,93.0,23.0,83.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:09,,95.0,60.0,2058.41,8.66,2.0,50.5303381,-84.8148561,325.0,8.66,50.0,28.5,94.5,26.5,87.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:10,,95.0,60.0,2067.33,8.69,2.0,50.5304257,-84.8149012,329.0,8.69,53.0,28.5,95.0,28.0,91.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:11,,96.0,60.0,2075.96,8.719,2.0,50.5305158,-84.8149382,323.0,8.719,55.0,27.0,95.5,27.5,93.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:12,,96.0,60.0,2084.75,8.727,2.0,50.5306031,-84.8149841,297.0,8.727,57.0,26.5,95.0,26.0,90.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:13,,96.0,61.0,2093.59,8.722,2.0,50.5306894,-84.8150293,282.0,8.722,59.0,25.5,94.5,24.5,87.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:14,,95.0,61.0,2102.17,8.715,2.0,50.5307794,-84.8150738,271.0,8.715,55.0,27.5,96.0,25.5,87.5,11.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:15,,95.0,61.0,2110.84,8.691,2.0,50.5308662,-84.8151111,260.0,8.691,52.0,28.0,96.0,26.5,87.5,11.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:16,,95.0,62.0,2119.45,8.657,2.0,50.5309526,-84.8151557,253.0,8.657,49.0,26.0,94.0,24.5,86.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:17,,94.0,62.0,2128.32,8.517,2.0,50.5310445,-84.8151934,256.0,8.517,46.0,24.0,92.5,22.5,82.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:18,,94.0,62.0,2136.86,8.546,2.0,50.5311308,-84.8152391,245.0,8.546,48.0,21.5,91.5,20.0,78.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:19,,94.0,62.0,2145.32,8.556,2.0,50.5312129,-84.8152842,252.0,8.556,49.0,25.0,94.5,24.0,82.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:20,,94.0,63.0,2154.09,8.587,2.0,50.5313039,-84.8153302,266.0,8.587,51.0,28.0,96.5,27.0,87.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:21,,95.0,63.0,2162.71,8.606,2.0,50.5313867,-84.8153757,298.0,8.606,53.0,27.5,96.0,25.5,90.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:22,,95.0,63.0,2171.33,8.618,2.0,50.5314763,-84.8154209,297.0,8.618,54.0,29.0,97.5,26.0,94.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:23,,95.0,63.0,2179.65,8.614,2.0,50.5315569,-84.8154647,281.0,8.614,55.0,30.0,97.0,26.0,94.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:24,,94.0,64.0,2188.36,8.61,2.0,50.5316484,-84.8155022,272.0,8.61,57.0,28.5,91.0,26.5,90.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:25,,94.0,64.0,2197.11,8.59,2.0,50.5317366,-84.8155477,266.0,8.59,56.0,26.0,86.5,26.5,86.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:26,,94.0,64.0,2205.48,8.56,2.0,50.531822,-84.8155846,260.0,8.56,55.0,25.5,86.5,26.0,86.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:27,,93.0,64.0,2213.95,8.474,2.0,50.5319044,-84.8156294,238.0,8.474,54.0,25.0,87.0,26.0,85.5,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:28,,93.0,65.0,2222.46,8.46,2.0,50.5319913,-84.8156668,232.0,8.46,53.0,24.5,87.0,25.5,85.0,11.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:29,,92.0,65.0,2230.89,8.37,2.0,50.532078,-84.8157116,217.0,8.37,49.0,22.5,80.5,24.5,82.5,10.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:30,,91.0,65.0,2239.23,8.219,2.0,50.5321639,-84.8157479,194.0,8.219,49.0,20.0,69.0,22.0,78.0,10.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:31,,90.0,65.0,2247.17,8.202,2.0,50.5322443,-84.8157837,168.0,8.202,55.0,20.0,71.0,20.5,69.5,10.0,39.0,3.0,2.0,39.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:32,,90.0,65.0,2254.06,8.212,2.0,50.5323128,-84.8158141,173.0,8.212,59.0,20.0,77.0,21.5,71.0,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:33,,90.0,66.0,2263.87,8.232,2.0,50.5324104,-84.8158666,197.0,8.232,49.0,20.5,83.5,22.5,73.0,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:34,,91.0,66.0,2271.91,8.257,2.0,50.5324918,-84.8159034,200.0,8.257,36.0,17.5,77.0,24.0,77.5,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:35,,91.0,66.0,2280.21,8.38,2.0,50.5325782,-84.8159483,187.0,8.38,38.0,15.0,65.0,24.5,79.5,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:36,,92.0,66.0,2288.58,8.545,2.0,50.5326595,-84.815985,188.0,8.545,54.0,28.0,92.5,20.0,63.5,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:37,,94.0,66.0,2297.2,8.648,2.0,50.5327469,-84.816031,237.0,8.648,56.0,25.5,86.0,21.5,70.5,10.0,38.799999999999955,3.0,2.0,38.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:38,,95.0,67.0,2305.86,8.666,2.0,50.532834,-84.8160757,224.0,8.666,59.0,22.0,78.5,22.5,79.0,10.0,38.60000000000002,3.0,2.0,38.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:39,,96.0,67.0,2314.53,8.742,2.0,50.5329247,-84.8161131,193.0,8.742,63.0,20.5,75.0,23.5,81.5,10.0,38.39999999999998,3.0,2.0,38.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:40,,96.0,67.0,2323.31,8.778,2.0,50.5330117,-84.8161577,183.0,8.778,61.0,21.5,77.5,22.5,77.5,10.0,38.200000000000045,3.0,2.0,38.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:41,,97.0,67.0,2332.15,8.805,2.0,50.5331029,-84.8161951,169.0,8.805,54.0,23.0,80.0,22.0,73.5,10.0,38.200000000000045,3.0,2.0,38.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:42,,97.0,67.0,2340.9,8.825,2.0,50.5331932,-84.8162402,155.0,8.825,59.0,24.0,82.5,21.5,69.0,10.0,38.0,3.0,2.0,38.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:43,,97.0,67.0,2349.92,8.854,2.0,50.5332838,-84.8162849,149.0,8.854,60.0,22.0,74.5,19.5,65.5,10.0,37.799999999999955,3.0,2.0,37.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:44,,97.0,68.0,2358.63,8.878,2.0,50.5333695,-84.8163216,144.0,8.878,58.0,20.5,69.5,17.0,60.5,10.0,37.60000000000002,3.0,2.0,37.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:45,,98.0,68.0,2367.48,8.896,2.0,50.5334603,-84.816367,134.0,8.896,59.0,21.5,72.5,15.5,54.5,10.0,37.60000000000002,3.0,2.0,37.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:46,,98.0,68.0,2376.64,8.919,2.0,50.5335526,-84.8164132,139.0,8.919,64.0,22.0,74.5,17.0,56.0,10.0,37.39999999999998,3.0,2.0,37.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:47,,98.0,68.0,2385.59,8.936,2.0,50.5336441,-84.8164589,158.0,8.936,67.0,23.0,78.5,19.0,60.5,10.0,37.200000000000045,3.0,2.0,37.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:48,,97.0,68.0,2394.36,8.95,2.0,50.533734,-84.8165038,183.0,8.95,61.0,24.0,83.0,20.5,66.5,10.0,37.0,3.0,2.0,37.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:49,,94.0,68.0,2403.51,8.97,2.0,50.533825,-84.8165495,200.0,8.97,55.0,25.0,87.5,22.5,72.5,10.0,36.799999999999955,3.0,2.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:50,,85.0,69.0,2412.54,9.076,2.0,50.533913,-84.8165956,221.0,9.076,54.0,26.0,92.5,24.5,78.5,10.0,36.60000000000002,3.0,2.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:51,,73.0,69.0,2421.5,8.951,2.0,50.5340036,-84.8166399,232.0,8.951,53.0,25.5,91.5,23.5,77.5,10.0,36.60000000000002,3.0,2.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:52,,89.0,69.0,2430.63,9.09,2.0,50.5340988,-84.8166763,236.0,9.09,52.0,25.0,90.5,22.5,76.0,10.0,36.39999999999998,3.0,2.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:53,,92.0,69.0,2439.67,9.131,2.0,50.5341896,-84.8167133,249.0,9.131,53.0,24.5,89.5,21.5,75.0,10.0,36.200000000000045,3.0,2.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:22:54,,93.0,70.0,2448.84,9.236,2.0,50.5342848,-84.8167586,284.0,9.236,55.0,24.5,88.5,21.5,76.5,10.0,36.0,3.0,3.0,36.0,-0.71,2022,11,3,12,5.96,235.0
2022-11-03 12:22:55,,94.0,70.0,2458.13,9.352,2.0,50.5343808,-84.8168045,280.0,9.352,55.0,25.5,87.5,24.5,89.0,10.0,36.0,3.0,3.0,36.0,-1.34,2022,11,3,12,5.96,235.0
2022-11-03 12:22:56,,95.0,70.0,2467.26,9.409,2.0,50.5344708,-84.8168493,262.0,9.409,52.0,23.0,83.0,23.5,87.5,10.0,36.0,3.0,3.0,36.0,-1.26,2022,11,3,12,5.96,235.0
2022-11-03 12:22:57,,96.0,70.0,2476.66,9.123,2.0,50.5345668,-84.8168945,250.0,9.123,51.0,19.5,77.0,24.5,84.0,10.0,35.799999999999955,3.0,3.0,35.799999999999955,-1.21,2022,11,3,12,5.96,235.0
2022-11-03 12:22:58,,95.0,71.0,2485.79,9.095,2.0,50.5346591,-84.8169321,240.0,9.095,50.0,18.5,75.5,24.5,81.0,10.0,35.799999999999955,3.0,4.0,35.799999999999955,-1.2,2022,11,3,12,5.96,235.0
2022-11-03 12:22:59,,94.0,71.0,2494.95,9.116,2.0,50.5347538,-84.8169773,220.0,9.116,53.0,20.0,80.5,24.0,79.0,10.0,35.60000000000002,3.0,4.0,35.60000000000002,-1.18,2022,11,3,12,5.96,235.0
2022-11-03 12:23:00,,93.0,71.0,2504.05,9.153,2.0,50.534845,-84.8170237,226.0,9.153,58.0,21.5,85.0,23.0,77.0,10.0,35.60000000000002,3.0,4.0,35.60000000000002,-1.12,2022,11,3,12,5.96,235.0
2022-11-03 12:23:01,,93.0,71.0,2513.13,9.164,2.0,50.534935,-84.817077,247.0,9.164,60.0,22.0,86.5,23.5,78.0,10.0,35.60000000000002,3.0,4.0,35.60000000000002,-0.97,2022,11,3,12,5.96,235.0
2022-11-03 12:23:02,,92.0,72.0,2521.66,9.083,2.0,50.535019,-84.8171191,267.0,9.083,53.0,22.5,88.0,24.0,79.5,10.0,35.39999999999998,3.0,4.0,35.39999999999998,-0.8,2022,11,3,12,5.96,235.0
2022-11-03 12:23:03,,92.0,72.0,2531.31,8.772,2.0,50.5351134,-84.8171787,274.0,8.772,50.0,24.5,90.0,25.0,83.5,10.0,35.39999999999998,3.0,4.0,35.39999999999998,-0.66,2022,11,3,12,5.96,235.0
2022-11-03 12:23:04,,92.0,72.0,2540.01,8.812,2.0,50.5351989,-84.8172334,280.0,8.812,48.0,26.0,90.5,25.5,89.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,-0.59,2022,11,3,12,5.96,235.0
2022-11-03 12:23:05,,92.0,73.0,2549.17,8.956,2.0,50.5352867,-84.8172953,275.0,8.956,47.0,24.0,86.5,25.5,88.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,-0.61,2022,11,3,12,5.96,235.0
2022-11-03 12:23:06,,92.0,73.0,2558.11,8.944,2.0,50.5353769,-84.8173321,282.0,8.944,50.0,24.0,87.0,26.0,87.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,-0.67,2022,11,3,12,5.96,235.0
2022-11-03 12:23:07,,92.0,73.0,2567.24,8.936,2.0,50.5354698,-84.8173776,293.0,8.936,49.0,24.0,89.5,26.0,88.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,-0.72,2022,11,3,12,5.96,235.0
2022-11-03 12:23:08,,92.0,73.0,2575.95,8.797,2.0,50.5355595,-84.8174135,297.0,8.797,45.0,25.5,92.0,27.5,90.0,10.0,35.0,3.0,4.0,35.0,-0.76,2022,11,3,12,5.96,235.0
2022-11-03 12:23:09,,92.0,74.0,2584.81,8.789,2.0,50.5356499,-84.8174498,296.0,8.789,42.0,29.0,96.0,32.0,98.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,-0.37,2022,11,3,12,5.96,235.0
2022-11-03 12:23:10,,92.0,74.0,2593.46,8.712,2.0,50.5357363,-84.8174875,285.0,8.712,51.0,25.0,90.5,27.0,90.5,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:11,,93.0,74.0,2602.42,8.88,2.0,50.5358283,-84.8175421,277.0,8.88,50.0,24.5,88.0,25.5,86.0,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:12,,93.0,75.0,2611.36,9.051,2.0,50.535914,-84.8175885,273.0,9.051,51.0,22.5,82.0,25.5,85.5,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:13,,93.0,75.0,2620.22,9.179,2.0,50.5360017,-84.8176497,254.0,9.179,53.0,20.5,78.5,26.0,85.5,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:14,,93.0,75.0,2629.51,9.087,2.0,50.5360908,-84.8177077,269.0,9.087,55.0,23.0,92.5,27.0,84.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:15,,93.0,75.0,2638.75,9.176,2.0,50.536173,-84.8177804,296.0,9.176,53.0,25.0,93.5,28.0,84.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:16,,94.0,76.0,2648.41,9.332,2.0,50.5362604,-84.8178531,317.0,9.332,51.0,25.0,89.5,28.0,88.0,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:17,,94.0,76.0,2657.59,9.218,2.0,50.5363462,-84.8179172,325.0,9.218,48.0,24.0,87.5,28.0,90.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:18,,95.0,76.0,2666.98,9.198,2.0,50.5364327,-84.81799,321.0,9.198,46.0,23.0,86.5,27.5,90.0,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:19,,95.0,77.0,2676.35,9.319,2.0,50.5365182,-84.818062,307.0,9.319,46.0,22.0,80.5,27.0,87.0,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:20,,95.0,77.0,2686.03,9.406,2.0,50.5366061,-84.818136,268.0,9.406,48.0,21.0,78.5,28.0,87.0,10.0,35.0,3.0,4.0,35.0,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:21,,95.0,77.0,2695.58,9.38,2.0,50.5366919,-84.8182094,251.0,9.38,50.0,21.5,79.5,27.5,87.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:22,,95.0,77.0,2705.0,9.356,2.0,50.5367736,-84.8182911,235.0,9.356,50.0,21.0,80.5,27.0,85.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:23,,95.0,78.0,2714.45,9.329,2.0,50.5368556,-84.8183731,210.0,9.329,52.0,20.5,80.5,26.5,83.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:24,,94.0,78.0,2723.81,9.299,2.0,50.5369369,-84.8184544,206.0,9.299,55.0,20.0,80.5,26.0,80.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:25,,94.0,78.0,2733.15,9.19,2.0,50.5370194,-84.8185365,202.0,9.19,54.0,19.5,75.5,23.5,78.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:26,,93.0,78.0,2742.22,9.188,2.0,50.5370961,-84.8186084,200.0,9.188,53.0,18.5,71.5,22.0,78.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:27,,93.0,78.0,2751.2,8.958,2.0,50.5371777,-84.8186819,198.0,8.958,52.0,18.0,69.5,22.0,77.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:28,,78.0,78.0,2759.98,8.866,2.0,50.5372536,-84.8187623,168.0,8.866,51.0,17.0,64.0,21.0,72.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:29,,50.0,78.0,2768.35,7.516,2.0,50.5373216,-84.8188365,127.0,7.516,50.0,13.5,59.0,20.5,71.5,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:30,,21.0,78.0,2775.0,6.267,2.0,50.5373707,-84.8189077,86.0,6.267,49.0,10.0,54.0,20.0,71.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:31,,0.0,78.0,2780.94,5.422,2.0,50.5374157,-84.8189717,0.0,5.422,48.0,6.5,49.0,20.0,70.0,10.0,35.200000000000045,3.0,4.0,35.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:32,,10.0,78.0,2786.18,5.081,2.0,50.5374476,-84.8190263,0.0,5.081,48.0,3.5,44.0,19.5,69.5,10.0,35.39999999999998,3.0,4.0,35.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:23:33,,20.0,78.0,2790.68,4.176,2.0,50.5374784,-84.8190797,3.0,4.176,47.0,0.0,39.5,19.0,68.5,10.0,35.39999999999998,3.0,4.0,35.39999999999998,0.0,2022,11,3,12,5.96,235.0
