distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
1102.71,9.521,3,50.5209261,-84.8102164,9.521,2023-05-26 21:52:31,,96.0,32.0,21.5,82.5,264.0,23.5,86.5,16.0,53.0,3.6000000000000227,3.6000000000000227,3.0,4.0,-2.99,2023,5,26,21,4.47,236.0
1112.89,9.681,2,50.5208228,-84.8101709,9.681,2023-05-26 21:52:32,,96.0,33.0,21.0,81.0,277.0,24.0,87.0,16.0,51.0,3.3999999999999773,3.3999999999999773,3.0,4.0,-2.73,2023,5,26,21,4.47,236.0
1122.97,9.669,2,50.5207215,-84.8101158,9.669,2023-05-26 21:52:33,,96.0,33.0,21.5,81.5,276.0,24.0,87.0,16.0,51.0,3.3999999999999773,3.3999999999999773,3.0,4.0,-2.25,2023,5,26,21,4.47,236.0
1133.31,9.706,2,50.5206165,-84.810061,9.706,2023-05-26 21:52:34,,97.0,33.0,21.5,81.5,281.0,24.0,87.0,16.0,54.0,3.1999999999999886,3.1999999999999886,3.0,4.0,-1.73,2023,5,26,21,4.47,236.0
1143.46,9.799,2,50.5205127,-84.8100079,9.799,2023-05-26 21:52:35,,97.0,33.0,21.5,81.0,279.0,23.5,87.0,16.0,54.0,3.1999999999999886,3.1999999999999886,3.0,4.0,-1.29,2023,5,26,21,4.47,236.0
1153.95,9.755,3,50.5204069,-84.8099706,9.755,2023-05-26 21:52:36,,96.0,34.0,21.5,81.0,271.0,23.5,86.5,16.0,55.0,3.0,3.0,3.0,4.0,-1.02,2023,5,26,21,4.47,236.0
1164.44,9.386,3,50.5202976,-84.8099257,9.386,2023-05-26 21:52:37,,96.0,34.0,21.5,80.5,262.0,23.0,86.5,16.0,54.0,2.8000000000000114,2.8000000000000114,3.0,4.0,-0.89,2023,5,26,21,4.47,236.0
1174.83,9.525,3,50.5201895,-84.809889,9.525,2023-05-26 21:52:38,,96.0,34.0,21.5,80.5,264.0,23.0,86.5,16.0,51.0,2.6000000000000227,2.6000000000000227,3.0,4.0,-0.94,2023,5,26,21,4.47,236.0
1185.3,9.66,3,50.5200833,-84.8098423,9.66,2023-05-26 21:52:39,,95.0,35.0,23.0,85.5,262.0,22.5,85.0,16.0,50.0,2.3999999999999773,2.3999999999999773,3.0,4.0,-1.06,2023,5,26,21,4.47,236.0
1196.25,9.826,3,50.5199738,-84.8097884,9.826,2023-05-26 21:52:40,,95.0,35.0,25.0,91.0,261.0,21.5,83.5,16.0,51.0,2.3999999999999773,2.3999999999999773,3.0,5.0,-1.21,2023,5,26,21,4.47,236.0
1206.85,10.157,3,50.5198619,-84.8097435,10.157,2023-05-26 21:52:41,,94.0,35.0,26.0,95.0,272.0,21.0,83.0,16.0,52.0,2.1999999999999886,2.1999999999999886,3.0,5.0,-1.31,2023,5,26,21,4.47,236.0
1217.65,9.941,3,50.5197518,-84.8096982,9.941,2023-05-26 21:52:42,,94.0,35.0,26.5,95.5,283.0,22.0,84.5,16.0,52.0,2.3999999999999773,2.3999999999999773,3.0,5.0,-1.29,2023,5,26,21,4.47,236.0
1228.08,9.661,3,50.5196461,-84.8096615,9.661,2023-05-26 21:52:43,,93.0,36.0,27.0,96.0,302.0,22.5,86.0,16.0,55.0,2.6000000000000227,2.6000000000000227,3.0,5.0,-0.26,2023,5,26,21,4.47,236.0
1238.23,9.584,3,50.5195382,-84.8096255,9.584,2023-05-26 21:52:44,,93.0,36.0,27.0,96.0,308.0,23.0,87.5,16.0,54.0,2.8000000000000114,2.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1248.29,9.589,3,50.5194332,-84.8095882,9.589,2023-05-26 21:52:45,,92.0,36.0,27.5,96.5,308.0,24.0,89.0,16.0,54.0,2.8000000000000114,2.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1258.11,9.495,3,50.5193339,-84.809543,9.495,2023-05-26 21:52:46,,92.0,37.0,28.0,97.0,311.0,24.5,91.0,16.0,55.0,2.6000000000000227,2.6000000000000227,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1267.71,9.432,3,50.519235,-84.8094979,9.432,2023-05-26 21:52:47,,92.0,37.0,28.0,97.0,335.0,25.0,92.5,16.0,55.0,2.8000000000000114,2.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1277.32,9.73,3,50.5191392,-84.809453,9.73,2023-05-26 21:52:48,,91.0,37.0,28.5,97.5,334.0,26.0,94.0,16.0,52.0,2.6000000000000227,2.6000000000000227,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1286.94,10.048,3,50.5190404,-84.8094187,10.048,2023-05-26 21:52:49,,91.0,38.0,29.0,98.0,331.0,26.5,95.5,16.0,54.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1297.78,10.113,3,50.5189279,-84.8093703,10.113,2023-05-26 21:52:50,,91.0,38.0,29.5,98.5,330.0,27.0,97.0,16.0,54.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1307.42,9.778,3,50.5188281,-84.8093332,9.778,2023-05-26 21:52:51,,90.0,38.0,30.5,99.0,344.0,28.0,98.0,16.0,55.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1316.94,9.572,3,50.5187324,-84.8092885,9.572,2023-05-26 21:52:52,,90.0,39.0,32.5,,350.0,28.5,97.5,16.0,55.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1326.58,9.629,3,50.5186325,-84.8092513,9.629,2023-05-26 21:52:53,,90.0,39.0,30.0,,348.0,27.5,95.0,16.0,51.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1335.85,9.359,3,50.5185378,-84.8092059,9.359,2023-05-26 21:52:54,,90.0,39.0,27.5,,343.0,26.5,92.0,16.0,55.0,2.1999999999999886,2.1999999999999886,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1344.5,8.824,3,50.5184509,-84.8091598,8.824,2023-05-26 21:52:55,,90.0,40.0,25.0,,338.0,25.0,89.5,16.0,56.0,2.1999999999999886,2.1999999999999886,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1353.53,9.015,3,50.5183605,-84.8091061,9.015,2023-05-26 21:52:56,,90.0,40.0,22.5,,318.0,24.0,86.5,16.0,54.0,2.1999999999999886,2.1999999999999886,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1362.98,9.295,3,50.5182688,-84.8090596,9.295,2023-05-26 21:52:57,,89.0,40.0,19.5,,274.0,23.0,84.0,16.0,53.0,2.1999999999999886,2.1999999999999886,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1371.93,8.902,3,50.5181783,-84.8090059,8.902,2023-05-26 21:52:58,,89.0,40.0,17.0,,234.0,22.0,81.0,16.0,53.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1380.8,8.746,3,50.5180879,-84.8089604,8.746,2023-05-26 21:52:59,,87.0,41.0,14.5,,202.0,21.0,78.5,16.0,56.0,2.3999999999999773,2.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1389.09,8.366,3,50.5180083,-84.8089128,8.366,2023-05-26 21:53:00,,76.0,41.0,12.0,,174.0,20.0,75.5,16.0,51.0,2.8000000000000114,2.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1396.3,7.197,3,50.517958,-84.8088337,7.197,2023-05-26 21:53:01,,55.0,41.0,9.5,,150.0,19.0,73.0,16.0,,3.0,3.0,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1401.98,5.267,3,50.5179038,-84.8087989,5.267,2023-05-26 21:53:02,,34.0,41.0,7.0,,126.0,18.0,70.0,16.0,,3.3999999999999773,3.3999999999999773,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1405.66,3.855,3,50.5178643,-84.8087897,3.855,2023-05-26 21:53:03,,18.0,41.0,4.0,,0.0,16.5,67.5,16.0,,3.6000000000000227,3.6000000000000227,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1407.54,2.571,3,50.517846,-84.808782,2.571,2023-05-26 21:53:04,,12.0,41.0,1.5,,0.0,15.5,64.5,16.0,,3.8000000000000114,3.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1409.51,1.74,3,50.5178241,-84.8087909,1.74,2023-05-26 21:53:05,,7.0,41.0,1.0,,0.0,15.5,63.5,16.0,,3.8000000000000114,3.8000000000000114,3.0,5.0,0.0,2023,5,26,21,4.47,236.0
1411.03,1.432,3,50.5178109,-84.8088002,1.432,2023-05-26 21:53:06,,1.0,41.0,3.0,,0.0,16.5,65.5,16.0,,4.0,4.0,4.0,5.0,2.22,2023,5,26,21,4.47,236.0
1411.89,0.83,3,50.5178066,-84.8088092,0.83,2023-05-26 21:53:07,,0.0,41.0,5.0,,0.0,18.0,67.0,16.0,,4.0,4.0,4.0,5.0,3.32,2023,5,26,21,4.47,236.0
1412.2,1.721,1,50.5178037,-84.8088245,1.721,2023-05-26 21:53:23,,0.0,41.0,39.0,,0.0,37.5,95.5,16.0,,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1417.04,3.727,2,50.5177582,-84.8087885,3.727,2023-05-26 21:53:24,,34.0,41.0,41.0,100.0,25.0,39.0,97.5,16.0,66.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1421.17,4.102,2,50.5177173,-84.8087613,4.102,2023-05-26 21:53:25,,59.0,41.0,41.5,100.0,111.0,39.5,98.5,16.0,64.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1425.79,4.762,2,50.5176756,-84.8087332,4.762,2023-05-26 21:53:26,,77.0,41.0,38.5,100.0,261.0,39.0,98.5,16.0,62.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1430.98,5.278,2,50.5176254,-84.808696,5.278,2023-05-26 21:53:27,,80.0,42.0,34.5,98.5,321.0,34.5,99.0,16.0,61.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1436.53,5.55,2,50.5175753,-84.8086498,5.55,2023-05-26 21:53:28,,84.0,42.0,30.5,97.0,319.0,30.5,99.5,16.0,59.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1442.32,5.911,2,50.5175253,-84.8085952,5.911,2023-05-26 21:53:29,,87.0,42.0,27.5,94.5,281.0,26.0,93.0,16.0,58.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1448.48,6.055,2,50.5174753,-84.8085407,6.055,2023-05-26 21:53:30,,86.0,43.0,27.0,93.5,266.0,23.5,89.0,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1454.8,6.385,2,50.5174255,-84.8084857,6.385,2023-05-26 21:53:31,,85.0,43.0,27.5,94.5,262.0,25.5,92.0,16.0,56.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1461.08,6.573,2,50.517377,-84.8084237,6.573,2023-05-26 21:53:32,,85.0,43.0,28.5,95.0,259.0,27.5,95.0,16.0,55.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1467.99,6.73,2,50.5173248,-84.8083483,6.73,2023-05-26 21:53:33,,84.0,43.0,29.0,94.5,258.0,29.0,96.5,16.0,54.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1474.95,6.866,2,50.5172712,-84.808276,6.866,2023-05-26 21:53:34,,86.0,44.0,27.5,90.0,250.0,28.5,95.5,16.0,53.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1481.6,6.537,2,50.5172254,-84.8082032,6.537,2023-05-26 21:53:35,,86.0,44.0,23.0,81.0,228.0,25.0,90.0,16.0,53.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1488.37,6.49,2,50.5171754,-84.8081299,6.49,2023-05-26 21:53:36,,85.0,44.0,19.0,68.5,196.0,19.0,73.0,16.0,55.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1494.8,6.298,2,50.5171307,-84.8080585,6.298,2023-05-26 21:53:37,,73.0,44.0,26.0,71.5,120.0,19.0,69.0,16.0,62.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1501.01,5.902,2,50.5170896,-84.807994,5.902,2023-05-26 21:53:38,,57.0,44.0,21.5,62.5,93.0,9.0,85.0,16.0,69.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1506.98,5.367,2,50.5170485,-84.8079218,5.367,2023-05-26 21:53:39,,45.0,44.0,17.0,57.0,81.0,1.0,93.5,16.0,76.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1512.18,4.769,2,50.5170116,-84.8078705,4.769,2023-05-26 21:53:40,,33.0,44.0,21.0,66.0,69.0,3.5,78.5,16.0,83.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1516.43,3.98,2,50.5169664,-84.8078639,3.98,2023-05-26 21:53:41,,21.0,44.0,25.5,75.0,57.0,6.0,63.5,16.0,91.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1520.44,3.924,2,50.5169259,-84.8078917,3.924,2023-05-26 21:53:42,,40.0,44.0,29.5,84.0,65.0,8.5,48.5,16.0,99.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1524.97,4.472,2,50.516889,-84.8079296,4.472,2023-05-26 21:53:43,,64.0,44.0,30.0,90.0,123.0,4.5,52.5,16.0,72.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1530.07,5.211,2,50.5168481,-84.8079842,5.211,2023-05-26 21:53:44,,74.0,45.0,29.0,93.0,187.0,4.5,66.5,16.0,61.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1535.85,5.814,2,50.516807,-84.8080391,5.814,2023-05-26 21:53:45,,84.0,45.0,29.5,94.0,247.0,15.0,80.0,16.0,61.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1541.89,6.135,2,50.516761,-84.8081024,6.135,2023-05-26 21:53:46,,85.0,45.0,30.0,95.5,276.0,25.5,93.5,16.0,60.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1548.09,6.424,2,50.5167104,-84.808158,6.424,2023-05-26 21:53:47,,83.0,45.0,28.0,95.5,284.0,26.5,96.0,16.0,60.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1555.02,6.789,2,50.5166552,-84.8082229,6.789,2023-05-26 21:53:48,,86.0,46.0,26.0,95.0,283.0,27.0,97.5,16.0,60.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1562.69,7.522,2,50.5165921,-84.8083038,7.522,2023-05-26 21:53:49,,88.0,46.0,25.0,93.0,278.0,27.0,98.5,16.0,60.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1570.05,7.683,2,50.5165346,-84.8083744,7.683,2023-05-26 21:53:50,,90.0,46.0,25.5,90.5,266.0,27.0,97.0,16.0,59.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1578.09,7.501,2,50.5164697,-84.8084486,7.501,2023-05-26 21:53:51,,90.0,46.0,26.5,95.5,246.0,24.5,90.5,16.0,59.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1586.16,7.611,2,50.5164045,-84.8085237,7.611,2023-05-26 21:53:52,,91.0,47.0,24.5,88.5,253.0,26.0,93.5,16.0,55.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1594.05,7.775,2,50.5163405,-84.8086053,7.775,2023-05-26 21:53:53,,90.0,47.0,24.0,86.5,250.0,27.5,95.5,16.0,54.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1601.98,7.995,2,50.5162767,-84.808679,7.995,2023-05-26 21:53:54,,88.0,47.0,27.0,94.5,237.0,25.5,89.5,16.0,56.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1610.07,8.165,2,50.5162136,-84.8087602,8.165,2023-05-26 21:53:55,,89.0,47.0,28.5,96.0,245.0,23.5,85.5,16.0,57.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1618.25,8.029,2,50.5161492,-84.8088424,8.029,2023-05-26 21:53:56,,90.0,48.0,26.5,95.5,251.0,23.5,85.5,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1626.58,8.237,2,50.5160811,-84.8089234,8.237,2023-05-26 21:53:57,,90.0,48.0,26.5,96.0,252.0,24.0,91.5,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1634.9,8.247,2,50.5160126,-84.8089955,8.247,2023-05-26 21:53:58,,87.0,48.0,24.5,90.5,242.0,24.0,93.0,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1643.24,8.118,2,50.5159398,-84.8090598,8.118,2023-05-26 21:53:59,,63.0,48.0,19.0,75.0,216.0,23.5,85.5,16.0,63.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1651.31,7.867,2,50.5158675,-84.8091322,7.867,2023-05-26 21:54:00,,46.0,48.0,14.0,59.5,197.0,23.0,78.5,16.0,78.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1659.03,7.356,2,50.5158037,-84.8091964,7.356,2023-05-26 21:54:01,,30.0,48.0,16.5,65.5,179.0,22.5,75.5,16.0,92.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1666.66,7.603,2,50.5157357,-84.8092692,7.603,2023-05-26 21:54:02,,13.0,48.0,20.0,72.5,160.0,22.0,72.5,16.0,85.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1674.59,7.565,2,50.5156717,-84.8093413,7.565,2023-05-26 21:54:03,,2.0,48.0,23.0,80.0,0.0,22.0,69.5,16.0,77.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1682.37,7.584,2,50.5156031,-84.809405,7.584,2023-05-26 21:54:04,,15.0,48.0,26.5,87.5,5.0,21.5,66.5,16.0,68.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1690.44,8.175,2,50.5155308,-84.8094695,8.175,2023-05-26 21:54:05,,60.0,49.0,30.0,94.5,19.0,21.0,63.5,16.0,60.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1698.4,7.675,2,50.5154675,-84.8095425,7.675,2023-05-26 21:54:06,,88.0,49.0,27.0,93.5,226.0,21.5,87.5,16.0,51.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1706.07,7.508,2,50.5154049,-84.809623,7.508,2023-05-26 21:54:07,,90.0,49.0,29.0,96.5,285.0,23.0,91.0,16.0,55.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1714.58,8.497,2,50.5153418,-84.8097045,8.497,2023-05-26 21:54:08,,91.0,49.0,30.0,96.5,305.0,23.0,85.0,16.0,57.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1721.86,8.379,2,50.5152877,-84.8097819,8.379,2023-05-26 21:54:09,,92.0,50.0,28.0,91.5,325.0,21.0,78.5,16.0,55.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1732.37,8.546,2,50.5152112,-84.8098992,8.546,2023-05-26 21:54:10,,93.0,50.0,26.0,86.0,313.0,19.0,72.5,16.0,52.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1741.27,8.258,2,50.5151406,-84.8099889,8.258,2023-05-26 21:54:11,,86.0,50.0,24.0,81.0,278.0,17.0,66.0,16.0,56.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1749.04,7.316,2,50.515091,-84.8100711,7.316,2023-05-26 21:54:12,,60.0,50.0,22.0,75.5,238.0,14.5,59.5,16.0,58.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1756.24,6.322,2,50.5150462,-84.8101608,6.322,2023-05-26 21:54:13,,34.0,50.0,20.0,70.5,199.0,12.5,53.0,16.0,58.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1762.38,5.445,2,50.5150101,-84.810233,5.445,2023-05-26 21:54:14,,7.0,50.0,18.0,65.0,159.0,10.5,46.5,16.0,59.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1767.82,4.985,2,50.5149782,-84.8102968,4.985,2023-05-26 21:54:15,,0.0,50.0,21.0,70.5,0.0,13.5,54.0,16.0,60.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1773.2,4.662,2,50.5149464,-84.8103603,4.662,2023-05-26 21:54:16,,0.0,50.0,24.0,76.0,0.0,16.5,62.0,16.0,61.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1778.43,4.934,2,50.5149148,-84.8104249,4.934,2023-05-26 21:54:17,,0.0,50.0,27.5,81.5,0.0,19.5,70.0,16.0,62.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1783.73,5.245,2,50.514888,-84.8104954,5.245,2023-05-26 21:54:18,,0.0,50.0,30.5,87.0,0.0,22.0,78.0,16.0,62.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1789.54,5.47,2,50.5148548,-84.8105612,5.47,2023-05-26 21:54:19,,17.0,50.0,33.5,92.5,36.0,25.0,86.0,16.0,63.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1795.69,6.095,2,50.5148145,-84.8106343,6.095,2023-05-26 21:54:20,,51.0,50.0,36.5,98.0,109.0,28.0,94.5,16.0,64.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1801.8,6.363,2,50.5147822,-84.8107161,6.363,2023-05-26 21:54:21,,76.0,51.0,37.0,99.5,189.0,28.0,97.0,16.0,65.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1808.63,6.835,2,50.5147412,-84.8107987,6.835,2023-05-26 21:54:22,,80.0,51.0,36.0,99.5,242.0,26.0,98.0,16.0,66.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1815.69,7.19,2,50.5147042,-84.8108825,7.19,2023-05-26 21:54:23,,82.0,51.0,35.5,100.0,264.0,24.5,99.0,16.0,64.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1823.11,7.658,2,50.5146638,-84.8109821,7.658,2023-05-26 21:54:24,,82.0,52.0,34.5,100.0,358.0,22.5,100.0,16.0,59.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1830.79,8.099,2,50.5146278,-84.8110825,8.099,2023-05-26 21:54:25,,86.0,52.0,32.5,100.0,380.0,30.5,100.0,16.0,52.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1839.56,9.34,2,50.5145951,-84.8111931,9.34,2023-05-26 21:54:26,,87.0,52.0,28.0,96.5,383.0,32.5,99.5,16.0,54.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1848.43,8.407,2,50.5145538,-84.8113108,8.407,2023-05-26 21:54:27,,87.0,53.0,26.0,93.0,376.0,31.5,98.5,16.0,55.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1856.74,9.067,2,50.5145081,-84.811419,9.067,2023-05-26 21:54:28,,86.0,53.0,26.5,91.0,370.0,30.0,96.5,16.0,67.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1865.45,8.807,2,50.5144583,-84.8115193,8.807,2023-05-26 21:54:29,,78.0,53.0,27.5,89.0,313.0,28.5,94.5,16.0,83.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1873.68,8.171,2,50.5144128,-84.8116201,8.171,2023-05-26 21:54:30,,65.0,54.0,26.0,88.5,260.0,23.0,83.5,16.0,69.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1882.33,8.636,2,50.5143674,-84.8117295,8.636,2023-05-26 21:54:31,,70.0,54.0,24.5,88.0,242.0,17.5,71.5,16.0,56.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1890.83,8.962,2,50.514324,-84.8118422,8.962,2023-05-26 21:54:32,,94.0,54.0,25.0,89.0,261.0,16.5,70.0,16.0,52.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1900.46,9.255,2,50.514272,-84.8119658,9.255,2023-05-26 21:54:33,,93.0,55.0,28.0,92.5,305.0,21.0,78.5,16.0,52.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1908.55,9.397,2,50.5142328,-84.8120676,9.397,2023-05-26 21:54:34,,98.0,55.0,30.5,95.5,595.0,25.5,87.5,16.0,52.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1919.96,10.121,2,50.5141758,-84.8122122,10.121,2023-05-26 21:54:35,,101.0,56.0,33.5,99.0,661.0,30.0,96.5,16.0,51.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1930.19,10.083,2,50.514121,-84.8123409,10.083,2023-05-26 21:54:36,,103.0,57.0,33.5,99.5,640.0,33.0,98.5,16.0,51.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1940.11,9.93,2,50.5140711,-84.812468,9.93,2023-05-26 21:54:37,,103.0,57.0,31.5,99.0,595.0,27.5,80.0,16.0,51.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1950.22,9.844,2,50.5140207,-84.812597,9.844,2023-05-26 21:54:38,,70.0,57.0,28.0,97.5,526.0,14.0,42.5,16.0,54.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
