distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,enhanced_altitude,grade,left_pedal_smoothness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,cadence,left_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
885.43,5.694,3,50.5167472,-84.8080134,5.694,2022-04-07 20:54:02,,12.0,41.799999999999955,41.799999999999955,-3.14,24.0,344.0,22.0,84.0,50.0,39.0,90.0,2022,4,7,20,5.86,65.0
891.44,6.024,3,50.5166983,-84.8080702,6.024,2022-04-07 20:54:03,,12.0,41.799999999999955,41.799999999999955,-2.68,20.0,357.0,21.0,87.0,48.0,52.0,86.0,2022,4,7,20,5.86,65.0
898.98,7.044,3,50.5166372,-84.808142,7.044,2022-04-07 20:54:04,,12.0,41.799999999999955,41.799999999999955,-1.72,20.0,396.0,21.0,87.0,48.0,62.0,86.0,2022,4,7,20,5.86,65.0
907.74,7.83,3,50.5165654,-84.8082238,7.83,2022-04-07 20:54:05,,12.0,42.0,42.0,-0.55,20.0,353.0,21.0,87.0,48.0,71.0,86.0,2022,4,7,20,5.86,65.0
916.45,7.922,3,50.5164932,-84.808304,7.922,2022-04-07 20:54:06,,12.0,42.200000000000045,42.200000000000045,0.17,20.0,279.0,20.0,85.0,46.0,77.0,84.0,2022,4,7,20,5.86,65.0
925.12,7.964,3,50.516421,-84.8083834,7.964,2022-04-07 20:54:07,,12.0,42.200000000000045,42.200000000000045,0.71,20.0,260.0,18.5,81.0,43.0,81.0,79.5,2022,4,7,20,5.86,65.0
933.5,8.108,3,50.5163526,-84.8084621,8.108,2022-04-07 20:54:08,,12.0,42.39999999999998,42.39999999999998,1.21,20.0,242.0,17.0,77.5,40.0,84.0,75.5,2022,4,7,20,5.86,65.0
942.02,8.205,3,50.5162848,-84.8085448,8.205,2022-04-07 20:54:09,,12.0,42.60000000000002,42.60000000000002,1.38,19.5,207.0,17.0,76.0,38.0,86.0,73.0,2022,4,7,20,5.86,65.0
950.81,8.006,3,50.5162147,-84.8086302,8.006,2022-04-07 20:54:10,,12.0,42.39999999999998,42.39999999999998,1.31,19.0,155.0,18.5,76.5,38.0,87.0,71.5,2022,4,7,20,5.86,65.0
958.87,7.767,3,50.5161516,-84.80871,7.767,2022-04-07 20:54:11,,12.0,42.39999999999998,42.39999999999998,1.06,18.5,103.0,20.0,77.5,38.0,87.0,70.0,2022,4,7,20,5.86,65.0
966.61,7.606,3,50.516091,-84.8087867,7.606,2022-04-07 20:54:12,,12.0,42.39999999999998,42.39999999999998,0.73,18.0,51.0,21.0,78.0,38.0,88.0,69.0,2022,4,7,20,5.86,65.0
974.17,7.493,3,50.5160311,-84.8088607,7.493,2022-04-07 20:54:13,,11.0,42.200000000000045,42.200000000000045,0.27,17.5,0.0,22.5,79.0,38.0,0.0,67.5,2022,4,7,20,5.86,65.0
981.5,7.258,3,50.5159728,-84.808932,7.258,2022-04-07 20:54:14,,11.0,42.200000000000045,42.200000000000045,0.0,17.5,0.0,22.5,79.0,38.0,0.0,67.5,2022,4,7,20,5.86,65.0
988.81,7.278,2,50.5159146,-84.8090029,7.278,2022-04-07 20:54:15,,11.0,42.39999999999998,42.39999999999998,0.0,23.0,178.0,9.0,31.0,48.0,45.0,82.0,2022,4,7,20,5.86,65.0
996.43,7.507,2,50.5158538,-84.8090767,7.507,2022-04-07 20:54:16,,11.0,42.39999999999998,42.39999999999998,0.0,26.5,308.0,0.0,0.0,55.0,68.0,91.5,2022,4,7,20,5.86,65.0
1004.54,8.085,2,50.5157872,-84.8091524,8.085,2022-04-07 20:54:17,,11.0,42.39999999999998,42.39999999999998,0.0,26.5,544.0,4.5,18.5,71.0,72.0,92.5,2022,4,7,20,5.86,65.0
1013.18,8.641,2,50.5157149,-84.8092307,8.641,2022-04-07 20:54:18,,11.0,42.39999999999998,42.39999999999998,0.0,27.5,455.0,22.0,87.0,71.0,86.0,96.0,2022,4,7,20,5.86,65.0
1022.23,9.031,2,50.51564,-84.8093144,9.031,2022-04-07 20:54:19,,11.0,42.39999999999998,42.39999999999998,0.0,27.5,446.0,22.0,87.0,48.0,89.0,96.0,2022,4,7,20,5.86,65.0
1031.29,9.167,2,50.515567,-84.8094011,9.167,2022-04-07 20:54:20,,11.0,42.39999999999998,42.39999999999998,0.0,27.0,396.0,21.0,83.5,43.0,89.0,95.5,2022,4,7,20,5.86,65.0
1040.52,9.099,2,50.5154935,-84.8094906,9.099,2022-04-07 20:54:21,,11.0,42.200000000000045,42.200000000000045,0.0,26.5,279.0,23.5,87.5,45.0,89.0,93.0,2022,4,7,20,5.86,65.0
1049.69,9.001,2,50.5154178,-84.8095756,9.001,2022-04-07 20:54:22,,11.0,42.200000000000045,42.200000000000045,0.0,25.0,162.0,28.5,97.0,41.0,89.0,85.5,2022,4,7,20,5.86,65.0
1058.68,8.834,2,50.5153382,-84.8096486,8.834,2022-04-07 20:54:23,,11.0,42.200000000000045,42.200000000000045,0.0,19.0,116.0,30.0,94.0,41.0,90.0,70.0,2022,4,7,20,5.86,65.0
1067.22,8.261,2,50.5152632,-84.8097192,8.261,2022-04-07 20:54:24,,11.0,42.39999999999998,42.39999999999998,0.0,20.5,79.0,26.5,85.0,37.0,86.0,65.0,2022,4,7,20,5.86,65.0
1074.89,7.227,2,50.5152071,-84.8097993,7.227,2022-04-07 20:54:25,,11.0,42.39999999999998,42.39999999999998,0.0,22.0,42.0,23.0,76.0,32.0,83.0,60.0,2022,4,7,20,5.86,65.0
1082.02,6.791,2,50.5151673,-84.8098872,6.791,2022-04-07 20:54:26,,11.0,42.39999999999998,42.39999999999998,0.0,23.0,93.0,21.5,72.0,30.0,63.0,57.5,2022,4,7,20,5.86,65.0
1088.97,6.773,2,50.515132,-84.8099758,6.773,2022-04-07 20:54:27,,11.0,42.60000000000002,42.60000000000002,0.12,22.0,166.0,17.0,71.0,30.0,44.0,57.5,2022,4,7,20,5.86,65.0
1096.04,6.761,2,50.5150929,-84.8100635,6.761,2022-04-07 20:54:28,,11.0,42.60000000000002,42.60000000000002,0.52,18.5,88.0,0.5,67.5,30.0,71.0,58.0,2022,4,7,20,5.86,65.0
1103.15,6.787,2,50.5150519,-84.8101503,6.787,2022-04-07 20:54:29,,11.0,42.60000000000002,42.60000000000002,0.86,20.0,91.0,12.5,63.5,30.0,71.0,62.5,2022,4,7,20,5.86,65.0
1110.14,6.686,2,50.5150151,-84.8102385,6.686,2022-04-07 20:54:30,,11.0,42.60000000000002,42.60000000000002,0.69,19.0,114.0,19.0,62.0,30.0,71.0,61.0,2022,4,7,20,5.86,65.0
1117.27,6.973,2,50.514982,-84.8103315,6.973,2022-04-07 20:54:31,,11.0,42.60000000000002,42.60000000000002,0.24,16.0,164.0,19.5,62.5,30.0,70.0,55.0,2022,4,7,20,5.86,65.0
1124.71,7.552,2,50.5149467,-84.8104281,7.552,2022-04-07 20:54:32,,11.0,42.60000000000002,42.60000000000002,0.0,16.0,503.0,19.5,62.5,30.0,68.0,55.0,2022,4,7,20,5.86,65.0
1133.05,8.367,2,50.5149043,-84.8105344,8.367,2022-04-07 20:54:33,,11.0,42.39999999999998,42.39999999999998,0.0,16.0,544.0,19.5,62.5,38.0,70.0,55.0,2022,4,7,20,5.86,65.0
1142.55,9.227,2,50.5148562,-84.8106557,9.227,2022-04-07 20:54:34,,11.0,42.39999999999998,42.39999999999998,0.0,16.0,573.0,19.5,62.5,44.0,75.0,55.0,2022,4,7,20,5.86,65.0
1152.32,9.369,2,50.5148044,-84.8107786,9.369,2022-04-07 20:54:35,,11.0,42.39999999999998,42.39999999999998,0.0,16.0,548.0,19.5,62.5,44.0,82.0,55.0,2022,4,7,20,5.86,65.0
1161.68,9.027,2,50.514752,-84.8108943,9.027,2022-04-07 20:54:36,,11.0,42.39999999999998,42.39999999999998,0.0,16.5,468.0,20.0,65.5,45.0,86.0,58.0,2022,4,7,20,5.86,65.0
1170.85,8.981,2,50.5146994,-84.8110065,8.981,2022-04-07 20:54:37,,11.0,42.39999999999998,42.39999999999998,0.0,19.5,400.0,21.0,75.0,51.0,88.0,69.0,2022,4,7,20,5.86,65.0
1180.13,9.273,3,50.5146498,-84.8111228,9.273,2022-04-07 20:54:38,,11.0,42.60000000000002,42.60000000000002,0.0,22.0,332.0,22.5,84.5,56.0,90.0,80.0,2022,4,7,20,5.86,65.0
1189.87,9.563,3,50.5146031,-84.8112489,9.563,2022-04-07 20:54:39,,11.0,42.60000000000002,42.60000000000002,0.0,23.0,444.0,23.0,89.0,58.0,78.0,85.0,2022,4,7,20,5.86,65.0
1200.0,9.717,3,50.5145578,-84.8113822,9.717,2022-04-07 20:54:40,,11.0,42.799999999999955,42.799999999999955,0.11,22.0,449.0,22.5,89.5,58.0,79.0,77.0,2022,4,7,20,5.86,65.0
1209.95,9.723,2,50.514517,-84.8115153,9.723,2022-04-07 20:54:41,,11.0,42.799999999999955,42.799999999999955,0.45,21.0,273.0,22.0,90.0,57.0,94.0,67.0,2022,4,7,20,5.86,65.0
1219.84,9.589,2,50.514475,-84.8116468,9.589,2022-04-07 20:54:42,,11.0,42.799999999999955,42.799999999999955,0.71,21.0,194.0,22.0,90.0,54.0,95.0,67.0,2022,4,7,20,5.86,65.0
1229.59,9.308,2,50.514432,-84.8117756,9.308,2022-04-07 20:54:43,,11.0,42.60000000000002,42.60000000000002,0.61,21.0,115.0,22.0,90.0,52.0,96.0,67.0,2022,4,7,20,5.86,65.0
1238.98,8.968,2,50.5143904,-84.8118995,8.968,2022-04-07 20:54:44,,11.0,42.60000000000002,42.60000000000002,0.24,21.0,36.0,22.0,90.0,49.0,97.0,67.0,2022,4,7,20,5.86,65.0
1247.65,8.443,2,50.5143566,-84.812016,8.443,2022-04-07 20:54:45,,11.0,42.60000000000002,42.60000000000002,0.0,21.0,0.0,22.0,90.0,46.0,0.0,67.0,2022,4,7,20,5.86,65.0
1255.56,7.775,2,50.5143298,-84.8121246,7.775,2022-04-07 20:54:46,,11.0,42.799999999999955,42.799999999999955,0.0,21.0,0.0,22.0,90.0,43.0,0.0,67.0,2022,4,7,20,5.86,65.0
1262.96,7.149,2,50.5142973,-84.812222,7.149,2022-04-07 20:54:47,,11.0,42.60000000000002,42.60000000000002,0.0,21.0,0.0,22.0,90.0,41.0,0.0,67.0,2022,4,7,20,5.86,65.0
1269.63,6.365,2,50.5142605,-84.8123048,6.365,2022-04-07 20:54:48,,11.0,42.60000000000002,42.60000000000002,0.0,21.0,0.0,22.0,90.0,38.0,0.0,67.0,2022,4,7,20,5.86,65.0
1275.62,5.856,2,50.5142256,-84.8123777,5.856,2022-04-07 20:54:49,,11.0,42.799999999999955,42.799999999999955,0.0,21.0,0.0,22.0,90.0,35.0,0.0,67.0,2022,4,7,20,5.86,65.0
1281.57,6.082,2,50.5141947,-84.8124529,6.082,2022-04-07 20:54:50,,11.0,42.799999999999955,42.799999999999955,0.0,21.0,137.0,22.0,90.0,35.0,8.0,67.0,2022,4,7,20,5.86,65.0
1287.76,6.448,2,50.5141696,-84.8125357,6.448,2022-04-07 20:54:51,,11.0,42.799999999999955,42.799999999999955,0.0,21.0,360.0,22.0,90.0,43.0,32.0,68.0,2022,4,7,20,5.86,65.0
1294.32,6.813,2,50.5141467,-84.8126255,6.813,2022-04-07 20:54:52,,11.0,42.799999999999955,42.799999999999955,0.0,25.0,368.0,23.0,89.0,43.0,52.0,85.0,2022,4,7,20,5.86,65.0
1301.3,7.201,2,50.5141199,-84.8127198,7.201,2022-04-07 20:54:53,,11.0,42.799999999999955,42.799999999999955,0.0,28.0,372.0,26.5,92.0,43.0,67.0,96.0,2022,4,7,20,5.86,65.0
1308.56,7.442,2,50.5140893,-84.8128165,7.442,2022-04-07 20:54:54,,11.0,42.60000000000002,42.60000000000002,0.0,28.5,324.0,31.0,98.0,44.0,76.0,95.5,2022,4,7,20,5.86,65.0
1316.07,7.657,2,50.5140566,-84.8129159,7.657,2022-04-07 20:54:55,,11.0,42.60000000000002,42.60000000000002,-0.15,28.5,315.0,29.5,97.5,48.0,80.0,97.5,2022,4,7,20,5.86,65.0
1323.77,7.841,2,50.5140198,-84.8130156,7.841,2022-04-07 20:54:56,,11.0,42.39999999999998,42.39999999999998,-0.61,29.5,304.0,29.5,96.5,49.0,82.0,98.0,2022,4,7,20,5.86,65.0
1331.74,7.983,2,50.513979,-84.8131171,7.983,2022-04-07 20:54:57,,11.0,42.39999999999998,42.39999999999998,-0.99,27.0,335.0,30.0,96.0,44.0,85.0,92.5,2022,4,7,20,5.86,65.0
1339.76,8.067,2,50.5139386,-84.8132196,8.067,2022-04-07 20:54:58,,11.0,42.39999999999998,42.39999999999998,-1.05,29.5,371.0,27.5,94.5,42.0,86.0,94.0,2022,4,7,20,5.86,65.0
1347.65,7.898,2,50.513899,-84.8133207,7.898,2022-04-07 20:54:59,,11.0,41.799999999999955,41.799999999999955,-1.25,30.5,381.0,26.5,94.0,42.0,88.0,95.5,2022,4,7,20,5.86,65.0
1355.74,7.919,2,50.5138569,-84.8134231,7.919,2022-04-07 20:55:00,,11.0,42.0,42.0,-1.79,24.5,344.0,29.0,97.5,43.0,89.0,91.0,2022,4,7,20,5.86,65.0
1363.97,8.156,2,50.5138141,-84.8135273,8.156,2022-04-07 20:55:01,,11.0,41.799999999999955,41.799999999999955,-1.89,24.5,309.0,29.0,97.5,47.0,89.0,91.0,2022,4,7,20,5.86,65.0
1372.29,8.306,2,50.5137723,-84.8136338,8.306,2022-04-07 20:55:02,,11.0,42.0,42.0,-1.56,24.5,285.0,29.0,97.5,48.0,89.0,91.0,2022,4,7,20,5.86,65.0
1380.9,8.663,2,50.5137274,-84.8137427,8.663,2022-04-07 20:55:03,,11.0,42.0,42.0,-1.3,26.0,417.0,28.0,94.5,51.0,90.0,92.5,2022,4,7,20,5.86,65.0
1389.82,8.964,2,50.5136791,-84.8138542,8.964,2022-04-07 20:55:04,,11.0,42.0,42.0,-0.94,28.5,391.0,26.0,87.5,55.0,94.0,96.5,2022,4,7,20,5.86,65.0
1398.87,9.133,2,50.51363,-84.8139672,9.133,2022-04-07 20:55:05,,11.0,42.0,42.0,-0.37,28.5,336.0,26.0,87.5,43.0,95.0,96.5,2022,4,7,20,5.86,65.0
1408.13,9.363,2,50.5135783,-84.8140818,9.363,2022-04-07 20:55:06,,11.0,42.200000000000045,42.200000000000045,0.09,28.5,329.0,26.0,87.5,41.0,96.0,96.5,2022,4,7,20,5.86,65.0
1417.81,9.607,2,50.513522,-84.8141996,9.607,2022-04-07 20:55:07,,11.0,42.200000000000045,42.200000000000045,0.29,28.5,340.0,27.5,89.5,45.0,94.0,96.0,2022,4,7,20,5.86,65.0
1427.49,9.686,2,50.5134623,-84.8143143,9.686,2022-04-07 20:55:08,,11.0,42.0,42.0,0.2,28.0,352.0,29.0,91.0,48.0,92.0,95.0,2022,4,7,20,5.86,65.0
1437.23,9.616,2,50.5134007,-84.8144283,9.616,2022-04-07 20:55:09,,11.0,41.799999999999955,41.799999999999955,0.0,28.0,363.0,30.5,92.5,51.0,91.0,94.5,2022,4,7,20,5.86,65.0
1446.97,9.51,2,50.5133439,-84.8145465,9.51,2022-04-07 20:55:10,,11.0,41.799999999999955,41.799999999999955,0.0,28.0,198.0,31.0,93.0,52.0,92.0,94.5,2022,4,7,20,5.86,65.0
1456.54,9.466,2,50.5132952,-84.8146684,9.466,2022-04-07 20:55:11,,11.0,42.0,42.0,0.0,28.0,213.0,31.0,93.0,52.0,68.0,94.5,2022,4,7,20,5.86,65.0
1465.97,9.459,2,50.5132507,-84.814791,9.459,2022-04-07 20:55:12,,11.0,42.200000000000045,42.200000000000045,0.0,28.0,343.0,31.0,93.0,52.0,74.0,94.5,2022,4,7,20,5.86,65.0
1475.59,9.593,2,50.5132048,-84.8149158,9.593,2022-04-07 20:55:13,,11.0,42.39999999999998,42.39999999999998,0.12,28.0,367.0,31.0,93.0,49.0,92.0,94.5,2022,4,7,20,5.86,65.0
1485.44,9.762,2,50.5131571,-84.815043,9.762,2022-04-07 20:55:14,,11.0,42.60000000000002,42.60000000000002,0.6,28.0,336.0,31.0,93.0,44.0,93.0,94.5,2022,4,7,20,5.86,65.0
1495.18,9.764,2,50.5131086,-84.8151679,9.764,2022-04-07 20:55:15,,11.0,42.60000000000002,42.60000000000002,1.22,28.0,305.0,31.0,93.0,39.0,93.0,94.5,2022,4,7,20,5.86,65.0
1505.0,9.702,2,50.5130575,-84.8152923,9.702,2022-04-07 20:55:16,,11.0,42.60000000000002,42.60000000000002,1.49,28.0,226.0,31.0,93.0,38.0,94.0,94.5,2022,4,7,20,5.86,65.0
1514.71,9.597,2,50.5130069,-84.8154153,9.597,2022-04-07 20:55:17,,10.0,42.799999999999955,42.799999999999955,1.36,25.5,198.0,24.5,81.0,38.0,95.0,84.0,2022,4,7,20,5.86,65.0
1524.37,9.54,2,50.5129581,-84.8155386,9.54,2022-04-07 20:55:18,,10.0,42.799999999999955,42.799999999999955,1.05,24.0,173.0,21.0,75.0,38.0,94.0,78.0,2022,4,7,20,5.86,65.0
1534.0,9.475,2,50.5129105,-84.8156625,9.475,2022-04-07 20:55:19,,10.0,42.799999999999955,42.799999999999955,0.73,23.5,150.0,20.5,74.0,39.0,94.0,76.5,2022,4,7,20,5.86,65.0
1543.45,9.3,2,50.5128648,-84.8157846,9.3,2022-04-07 20:55:20,,10.0,42.799999999999955,42.799999999999955,0.28,22.5,145.0,19.5,70.5,43.0,93.0,74.5,2022,4,7,20,5.86,65.0
1552.68,9.011,2,50.5128201,-84.8159039,9.011,2022-04-07 20:55:21,,10.0,42.799999999999955,42.799999999999955,0.0,22.0,141.0,18.0,67.0,47.0,93.0,72.5,2022,4,7,20,5.86,65.0
1561.39,8.033,2,50.5127764,-84.8160153,8.033,2022-04-07 20:55:22,,10.0,42.799999999999955,42.799999999999955,0.0,21.5,137.0,17.0,64.0,51.0,93.0,71.0,2022,4,7,20,5.86,65.0
1568.37,5.736,2,50.5127372,-84.8161013,5.736,2022-04-07 20:55:23,,10.0,43.200000000000045,43.200000000000045,0.13,21.0,114.0,16.5,62.5,50.0,93.0,70.0,2022,4,7,20,5.86,65.0
1572.9,3.285,2,50.5127062,-84.8161516,3.285,2022-04-07 20:55:24,,10.0,43.200000000000045,43.200000000000045,0.6,21.0,78.0,16.5,62.5,44.0,92.0,70.0,2022,4,7,20,5.86,65.0
1575.75,2.297,2,50.5126861,-84.8161824,2.297,2022-04-07 20:55:25,,10.0,43.200000000000045,43.200000000000045,1.07,21.0,42.0,16.5,62.5,38.0,92.0,70.0,2022,4,7,20,5.86,65.0
1577.98,2.219,2,50.5126741,-84.8162102,2.219,2022-04-07 20:55:26,,10.0,43.39999999999998,43.39999999999998,1.34,21.0,6.0,16.5,62.5,33.0,92.0,70.0,2022,4,7,20,5.86,65.0
1580.05,2.116,2,50.5126642,-84.8162371,2.116,2022-04-07 20:55:27,,10.0,43.39999999999998,43.39999999999998,1.68,21.0,0.0,16.5,62.5,27.0,0.0,70.0,2022,4,7,20,5.86,65.0
1582.0,1.93,2,50.5126533,-84.8162611,1.93,2022-04-07 20:55:28,,10.0,43.39999999999998,43.39999999999998,2.18,19.5,0.0,16.5,61.0,21.0,0.0,64.0,2022,4,7,20,5.86,65.0
1583.71,1.605,2,50.5126415,-84.81628,1.605,2022-04-07 20:55:29,,10.0,43.60000000000002,43.60000000000002,2.55,15.0,0.0,16.0,58.0,,1.0,49.0,2022,4,7,20,5.86,65.0
1585.15,1.451,2,50.5126306,-84.8162948,1.451,2022-04-07 20:55:30,,10.0,43.60000000000002,43.60000000000002,2.67,15.0,13.0,16.0,58.0,,5.0,49.0,2022,4,7,20,5.86,65.0
1586.34,1.231,2,50.5126215,-84.8163069,1.231,2022-04-07 20:55:31,,10.0,43.60000000000002,43.60000000000002,2.18,15.0,8.0,16.0,58.0,,10.0,49.0,2022,4,7,20,5.86,65.0
1587.68,1.019,1,50.5126053,-84.8163123,1.019,2022-04-07 20:55:52,,10.0,44.39999999999998,44.39999999999998,0.0,15.0,0.0,16.0,58.0,,0.0,49.0,2022,4,7,20,5.86,65.0
1589.26,1.944,1,50.512594,-84.8163293,1.944,2022-04-07 20:55:53,,10.0,44.39999999999998,44.39999999999998,0.0,15.0,0.0,16.0,58.0,,0.0,49.0,2022,4,7,20,5.86,65.0
1592.41,2.924,1,50.5125721,-84.816364,2.924,2022-04-07 20:55:54,,10.0,44.39999999999998,44.39999999999998,0.0,15.0,0.0,16.0,58.0,,0.0,49.0,2022,4,7,20,5.86,65.0
1595.63,3.292,1,50.512551,-84.8164011,3.292,2022-04-07 20:55:55,,10.0,44.39999999999998,44.39999999999998,0.0,15.0,0.0,16.0,58.0,16.0,0.0,49.0,2022,4,7,20,5.86,65.0
1598.83,3.282,1,50.5125284,-84.8164357,3.282,2022-04-07 20:55:56,,10.0,44.39999999999998,44.39999999999998,0.0,15.0,141.0,16.0,58.0,16.0,12.0,49.0,2022,4,7,20,5.86,65.0
1602.03,3.306,2,50.512502,-84.8164652,3.306,2022-04-07 20:55:57,,10.0,44.799999999999955,44.799999999999955,0.0,15.0,210.0,16.0,58.0,16.0,31.0,49.0,2022,4,7,20,5.86,65.0
1605.61,3.48,2,50.5124699,-84.8164936,3.48,2022-04-07 20:55:58,,10.0,45.200000000000045,45.200000000000045,0.74,15.0,406.0,16.0,58.0,16.0,46.0,49.0,2022,4,7,20,5.86,65.0
1610.03,4.721,2,50.5124286,-84.8165251,4.721,2022-04-07 20:55:59,,10.0,45.60000000000002,45.60000000000002,3.39,18.5,419.0,18.0,70.0,20.0,59.0,64.5,2022,4,7,20,5.86,65.0
1615.83,6.221,2,50.512372,-84.8165597,6.221,2022-04-07 20:56:00,,10.0,45.60000000000002,45.60000000000002,5.63,23.0,409.0,20.0,83.5,24.0,71.0,82.5,2022,4,7,20,5.86,65.0
1622.44,6.454,2,50.5123051,-84.8165917,6.454,2022-04-07 20:56:01,,10.0,45.39999999999998,45.39999999999998,5.64,24.5,405.0,20.5,89.5,30.0,82.0,87.0,2022,4,7,20,5.86,65.0
1629.36,6.677,2,50.512235,-84.8166247,6.677,2022-04-07 20:56:02,,10.0,45.200000000000045,45.200000000000045,4.7,22.0,376.0,18.5,84.5,40.0,87.0,76.0,2022,4,7,20,5.86,65.0
1636.52,6.948,2,50.5121623,-84.8166586,6.948,2022-04-07 20:56:03,,10.0,45.0,45.0,2.72,27.0,141.0,16.0,87.5,50.0,71.0,93.0,2022,4,7,20,5.86,65.0
1643.73,6.919,2,50.5120896,-84.8166944,6.919,2022-04-07 20:56:04,,10.0,44.799999999999955,44.799999999999955,-0.12,21.5,256.0,30.5,95.5,45.0,50.0,74.0,2022,4,7,20,5.86,65.0
1650.5,6.432,2,50.512021,-84.8167263,6.432,2022-04-07 20:56:05,,10.0,44.60000000000002,44.60000000000002,-2.4,24.5,266.0,30.0,94.5,50.0,61.0,82.5,2022,4,7,20,5.86,65.0
1656.99,6.265,2,50.5119544,-84.8167541,6.265,2022-04-07 20:56:06,,10.0,44.200000000000045,44.200000000000045,-3.58,27.5,341.0,28.0,92.5,56.0,74.0,92.5,2022,4,7,20,5.86,65.0
1664.01,6.933,2,50.5118832,-84.8167876,6.933,2022-04-07 20:56:07,,10.0,43.799999999999955,43.799999999999955,-4.05,23.0,488.0,26.5,90.0,56.0,74.0,89.0,2022,4,7,20,5.86,65.0
1671.4,7.472,2,50.5118091,-84.8168261,7.472,2022-04-07 20:56:08,,10.0,43.60000000000002,43.60000000000002,-3.88,22.0,547.0,26.5,89.5,58.0,76.0,91.5,2022,4,7,20,5.86,65.0
1679.0,7.607,2,50.5117333,-84.816867,7.607,2022-04-07 20:56:09,,10.0,43.39999999999998,43.39999999999998,-3.63,22.0,519.0,25.5,90.0,54.0,83.0,91.0,2022,4,7,20,5.86,65.0
1686.47,7.59,2,50.5116574,-84.8169013,7.59,2022-04-07 20:56:10,,10.0,43.200000000000045,43.200000000000045,-3.64,22.5,516.0,24.5,91.0,48.0,85.0,88.5,2022,4,7,20,5.86,65.0
1693.86,7.644,2,50.5115821,-84.8169346,7.644,2022-04-07 20:56:11,,10.0,43.0,43.0,-3.36,22.0,544.0,24.0,90.0,50.0,86.0,87.0,2022,4,7,20,5.86,65.0
1702.03,8.007,2,50.511501,-84.8169796,8.007,2022-04-07 20:56:12,,10.0,43.0,43.0,-2.86,22.5,506.0,22.5,84.0,,89.0,87.0,2022,4,7,20,5.86,65.0
1710.85,8.317,3,50.5114144,-84.8170313,8.317,2022-04-07 20:56:13,,10.0,42.799999999999955,42.799999999999955,-2.6,21.5,383.0,23.0,85.0,,90.0,85.0,2022,4,7,20,5.86,65.0
1719.77,8.354,3,50.5113291,-84.8170897,8.354,2022-04-07 20:56:14,,10.0,42.799999999999955,42.799999999999955,-2.23,21.0,259.0,23.5,86.0,,92.0,83.5,2022,4,7,20,5.86,65.0
1728.15,7.703,3,50.5112515,-84.8171512,7.703,2022-04-07 20:56:15,,10.0,42.60000000000002,42.60000000000002,-1.81,20.5,135.0,23.5,86.5,,93.0,82.0,2022,4,7,20,5.86,65.0
1735.69,6.819,3,50.5111828,-84.8172091,6.819,2022-04-07 20:56:16,,10.0,42.60000000000002,42.60000000000002,-1.55,19.5,11.0,24.0,87.5,,94.0,80.5,2022,4,7,20,5.86,65.0
1742.91,6.637,3,50.5111148,-84.8172586,6.637,2022-04-07 20:56:17,,10.0,42.60000000000002,42.60000000000002,-1.25,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1750.32,6.714,3,50.5110415,-84.8173004,6.714,2022-04-07 20:56:18,,10.0,42.60000000000002,42.60000000000002,-0.97,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1757.57,6.904,3,50.5109696,-84.8173406,6.904,2022-04-07 20:56:19,,10.0,42.60000000000002,42.60000000000002,-0.66,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1765.09,7.174,3,50.5108951,-84.8173826,7.174,2022-04-07 20:56:20,,10.0,42.60000000000002,42.60000000000002,-0.23,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1772.72,6.898,3,50.5108188,-84.8174232,6.898,2022-04-07 20:56:21,,10.0,42.60000000000002,42.60000000000002,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1779.65,6.245,3,50.51075,-84.8174611,6.245,2022-04-07 20:56:22,,10.0,42.799999999999955,42.799999999999955,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1786.13,5.784,3,50.5106855,-84.8174968,5.784,2022-04-07 20:56:23,,10.0,43.0,43.0,0.2,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1792.42,6.026,3,50.5106239,-84.8175335,6.026,2022-04-07 20:56:24,,10.0,43.200000000000045,43.200000000000045,0.9,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1798.38,6.13,3,50.5105665,-84.817572,6.13,2022-04-07 20:56:25,,10.0,43.200000000000045,43.200000000000045,1.45,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1803.95,5.724,3,50.510513,-84.8176078,5.724,2022-04-07 20:56:26,,10.0,43.200000000000045,43.200000000000045,1.52,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1808.94,5.129,3,50.5104646,-84.817639,5.129,2022-04-07 20:56:27,,10.0,43.200000000000045,43.200000000000045,1.57,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
