distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_right_balance,power,right_pedal_smoothness,right_torque_effectiveness,left_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
738.84,7.612,2,50.5330422,-84.8163371,7.612,2023-01-19 23:53:49,,97.0,27.0,29.0,44.0,445.0,29.5,97.0,96.5,9.0,56.799999999999955,1.0,1.0,56.799999999999955,0.0,2023,1,19,23,3.96,43.0
746.52,7.608,2,50.5329648,-84.8163007,7.608,2023-01-19 23:53:50,,96.0,27.0,27.0,46.0,430.0,30.5,97.0,94.5,9.0,56.799999999999955,1.0,1.0,56.799999999999955,0.0,2023,1,19,23,3.96,43.0
753.86,7.617,2,50.5328928,-84.8162653,7.617,2023-01-19 23:53:51,,96.0,27.0,31.0,48.0,430.0,30.5,96.0,97.0,9.0,57.0,1.0,1.0,57.0,0.0,2023,1,19,23,3.96,43.0
761.79,7.639,2,50.5328117,-84.816228,7.639,2023-01-19 23:53:52,,96.0,28.0,30.5,47.0,449.0,30.0,96.0,96.0,9.0,57.200000000000045,1.0,1.0,57.200000000000045,0.74,2023,1,19,23,3.96,43.0
769.33,7.584,2,50.5327358,-84.8161913,7.584,2023-01-19 23:53:53,,96.0,28.0,29.5,48.0,430.0,30.0,96.5,96.0,9.0,57.39999999999998,1.0,1.0,57.39999999999998,0.88,2023,1,19,23,3.96,43.0
776.89,7.572,2,50.5326595,-84.8161548,7.572,2023-01-19 23:53:54,,96.0,29.0,29.5,47.0,427.0,29.5,96.0,96.5,9.0,57.60000000000002,1.0,1.0,57.60000000000002,1.05,2023,1,19,23,3.96,43.0
784.48,7.422,2,50.5325822,-84.8161185,7.422,2023-01-19 23:53:55,,96.0,29.0,29.0,46.0,415.0,28.0,96.0,96.0,9.0,57.799999999999955,1.0,1.0,57.799999999999955,1.19,2023,1,19,23,3.96,43.0
791.89,7.46,2,50.5325053,-84.8160823,7.46,2023-01-19 23:53:56,,95.0,29.0,30.0,45.0,402.0,28.5,96.0,96.0,9.0,57.799999999999955,2.0,1.0,57.799999999999955,1.37,2023,1,19,23,3.96,43.0
799.48,7.591,2,50.5324278,-84.8160458,7.591,2023-01-19 23:53:57,,95.0,30.0,31.0,46.0,387.0,29.0,95.5,96.5,9.0,57.799999999999955,2.0,1.0,57.799999999999955,1.46,2023,1,19,23,3.96,43.0
807.12,7.623,2,50.5323507,-84.8160095,7.623,2023-01-19 23:53:58,,96.0,30.0,30.5,46.0,371.0,29.5,96.0,95.5,9.0,58.0,2.0,1.0,58.0,1.54,2023,1,19,23,3.96,43.0
814.86,7.607,2,50.532273,-84.815973,7.607,2023-01-19 23:53:59,,97.0,31.0,28.0,45.0,361.0,29.5,95.5,93.5,9.0,58.0,2.0,1.0,58.0,1.56,2023,1,19,23,3.96,43.0
822.66,7.604,2,50.5321955,-84.8159365,7.604,2023-01-19 23:54:00,,96.0,31.0,25.5,46.0,343.0,27.0,93.0,90.5,9.0,58.200000000000045,2.0,1.0,58.200000000000045,1.54,2023,1,19,23,3.96,43.0
830.14,7.591,2,50.5321192,-84.8159006,7.591,2023-01-19 23:54:01,,96.0,31.0,26.5,48.0,327.0,27.5,93.0,90.5,9.0,58.0,2.0,1.0,58.0,1.41,2023,1,19,23,3.96,43.0
837.8,7.583,2,50.5320424,-84.8158645,7.583,2023-01-19 23:54:02,,96.0,32.0,28.0,49.0,326.0,28.0,93.5,92.0,9.0,58.200000000000045,2.0,1.0,58.200000000000045,1.17,2023,1,19,23,3.96,43.0
845.46,7.513,2,50.5319644,-84.8158278,7.513,2023-01-19 23:54:03,,95.0,32.0,29.0,51.0,323.0,28.5,93.5,93.0,9.0,58.200000000000045,2.0,1.0,58.200000000000045,0.95,2023,1,19,23,3.96,43.0
853.17,7.497,2,50.5318862,-84.8157843,7.497,2023-01-19 23:54:04,,95.0,32.0,27.5,52.0,330.0,28.0,92.0,89.0,9.0,58.200000000000045,2.0,1.0,58.200000000000045,0.04,2023,1,19,23,3.96,43.0
860.72,7.509,2,50.5318088,-84.8157454,7.509,2023-01-19 23:54:05,,95.0,33.0,26.0,49.0,330.0,27.5,91.0,85.0,9.0,58.39999999999998,2.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
868.23,7.513,2,50.5317347,-84.815709,7.513,2023-01-19 23:54:06,,95.0,33.0,26.5,53.0,283.0,27.0,91.5,90.5,9.0,58.39999999999998,2.0,1.0,58.39999999999998,0.52,2023,1,19,23,3.96,43.0
875.76,7.52,2,50.5316583,-84.8156724,7.52,2023-01-19 23:54:07,,95.0,33.0,28.0,53.0,269.0,26.5,92.0,94.5,9.0,58.39999999999998,2.0,1.0,58.39999999999998,0.02,2023,1,19,23,3.96,43.0
883.24,7.534,2,50.5315824,-84.8156367,7.534,2023-01-19 23:54:08,,95.0,33.0,28.0,52.0,266.0,26.5,91.5,93.0,9.0,58.60000000000002,2.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
890.92,7.603,2,50.5315071,-84.8155997,7.603,2023-01-19 23:54:09,,95.0,34.0,25.0,51.0,260.0,26.0,89.5,84.0,9.0,58.799999999999955,2.0,1.0,58.799999999999955,0.56,2023,1,19,23,3.96,43.0
898.53,7.623,2,50.5314312,-84.8155568,7.623,2023-01-19 23:54:10,,96.0,34.0,22.0,50.0,248.0,26.0,87.5,75.5,9.0,58.799999999999955,3.0,1.0,58.799999999999955,0.81,2023,1,19,23,3.96,43.0
906.18,7.624,2,50.5313504,-84.8155245,7.624,2023-01-19 23:54:11,,96.0,34.0,22.0,49.0,244.0,24.5,83.5,76.5,8.0,58.799999999999955,3.0,1.0,58.799999999999955,0.91,2023,1,19,23,3.96,43.0
913.86,7.654,2,50.531272,-84.8154841,7.654,2023-01-19 23:54:12,,96.0,34.0,22.5,50.0,265.0,24.0,83.0,81.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.91,2023,1,19,23,3.96,43.0
921.65,7.651,2,50.5311944,-84.815445,7.651,2023-01-19 23:54:13,,97.0,35.0,23.0,50.0,266.0,25.0,85.5,83.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.03,2023,1,19,23,3.96,43.0
929.26,7.617,2,50.5311203,-84.815402,7.617,2023-01-19 23:54:14,,96.0,35.0,22.5,51.0,257.0,26.0,87.5,77.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
936.92,7.525,2,50.531044,-84.815363,7.525,2023-01-19 23:54:15,,95.0,35.0,23.0,53.0,242.0,25.5,84.5,78.5,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
944.45,7.423,2,50.5309665,-84.8153266,7.423,2023-01-19 23:54:16,,94.0,35.0,23.5,54.0,240.0,25.0,81.5,79.5,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
951.79,7.394,2,50.5308927,-84.8152903,7.394,2023-01-19 23:54:17,,94.0,36.0,25.0,55.0,262.0,25.5,84.0,84.0,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
959.09,7.418,2,50.5308175,-84.8152543,7.418,2023-01-19 23:54:18,,94.0,36.0,26.0,54.0,279.0,27.5,89.5,87.5,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
966.58,7.43,2,50.5307429,-84.8152177,7.43,2023-01-19 23:54:19,,94.0,36.0,24.0,51.0,277.0,29.0,93.0,85.5,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
974.1,7.431,2,50.5306661,-84.8151809,7.431,2023-01-19 23:54:20,,94.0,36.0,24.0,51.0,276.0,28.0,91.5,85.0,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
981.6,7.427,2,50.5305917,-84.8151443,7.427,2023-01-19 23:54:21,,94.0,37.0,23.5,51.0,280.0,27.5,90.0,84.5,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
989.06,7.434,2,50.5305159,-84.8151081,7.434,2023-01-19 23:54:22,,94.0,37.0,23.5,51.0,282.0,25.5,87.0,84.5,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
996.51,7.507,2,50.5304387,-84.8150717,7.507,2023-01-19 23:54:23,,94.0,37.0,24.0,50.0,284.0,25.0,85.5,85.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1003.99,7.455,2,50.5303624,-84.8150358,7.455,2023-01-19 23:54:24,,94.0,38.0,24.5,50.0,284.0,28.0,89.0,85.0,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1011.47,7.432,2,50.5302865,-84.8150065,7.432,2023-01-19 23:54:25,,94.0,38.0,24.0,50.0,284.0,26.5,87.5,84.5,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1019.01,7.309,2,50.5302108,-84.8149721,7.309,2023-01-19 23:54:26,,93.0,38.0,24.0,49.0,285.0,26.5,88.0,84.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1026.5,7.394,2,50.5301372,-84.8149353,7.394,2023-01-19 23:54:27,,93.0,38.0,24.0,50.0,284.0,27.0,88.5,84.0,8.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1033.87,7.439,2,50.5300627,-84.8148932,7.439,2023-01-19 23:54:28,,93.0,39.0,24.0,50.0,290.0,27.0,89.0,83.5,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1041.31,7.425,2,50.5299881,-84.8148539,7.425,2023-01-19 23:54:29,,93.0,39.0,23.5,49.0,291.0,27.0,89.5,83.5,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1048.84,7.402,2,50.5299108,-84.8148169,7.402,2023-01-19 23:54:30,,93.0,39.0,23.5,48.0,291.0,27.0,90.0,83.5,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1056.31,7.38,2,50.5298367,-84.8147805,7.38,2023-01-19 23:54:31,,93.0,40.0,23.0,48.0,284.0,27.5,90.5,84.0,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1063.63,7.379,2,50.5297606,-84.8147441,7.379,2023-01-19 23:54:32,,93.0,40.0,23.0,48.0,276.0,27.5,90.5,84.0,8.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1070.94,7.371,2,50.5296866,-84.8147077,7.371,2023-01-19 23:54:33,,93.0,40.0,22.5,49.0,284.0,27.5,91.0,84.0,8.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1078.37,7.364,2,50.5296138,-84.8146713,7.364,2023-01-19 23:54:34,,93.0,40.0,22.5,48.0,294.0,27.5,91.5,84.0,8.0,58.200000000000045,3.0,1.0,58.200000000000045,0.0,2023,1,19,23,3.96,43.0
1085.65,7.348,2,50.5295381,-84.8146351,7.348,2023-01-19 23:54:35,,93.0,41.0,23.0,46.0,289.0,26.5,90.0,84.0,8.0,58.0,3.0,1.0,58.0,0.0,2023,1,19,23,3.96,43.0
1092.94,7.189,2,50.529464,-84.8145986,7.189,2023-01-19 23:54:36,,92.0,41.0,23.5,48.0,290.0,26.0,88.5,84.0,8.0,58.0,3.0,1.0,58.0,0.0,2023,1,19,23,3.96,43.0
1100.14,7.113,2,50.5293941,-84.8145621,7.113,2023-01-19 23:54:37,,90.0,41.0,23.5,50.0,290.0,25.0,87.0,84.0,7.0,58.0,3.0,1.0,58.0,0.0,2023,1,19,23,3.96,43.0
1107.19,7.044,2,50.5293235,-84.8145261,7.044,2023-01-19 23:54:38,,90.0,42.0,23.5,51.0,290.0,24.5,86.0,83.0,7.0,58.0,3.0,1.0,58.0,0.0,2023,1,19,23,3.96,43.0
1114.34,7.099,2,50.52925,-84.814496,7.099,2023-01-19 23:54:39,,89.0,42.0,22.5,52.0,288.0,24.5,86.0,80.5,7.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1121.52,7.252,2,50.5291773,-84.8144621,7.252,2023-01-19 23:54:40,,89.0,42.0,23.0,52.0,290.0,24.5,87.5,82.5,7.0,58.60000000000002,3.0,1.0,58.60000000000002,0.0,2023,1,19,23,3.96,43.0
1128.89,7.293,2,50.5291011,-84.8144257,7.293,2023-01-19 23:54:41,,91.0,43.0,24.0,51.0,315.0,25.0,89.0,85.0,7.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1136.24,7.309,2,50.5290266,-84.8143891,7.309,2023-01-19 23:54:42,,92.0,43.0,25.0,48.0,310.0,25.5,91.0,88.0,7.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1143.0,7.474,2,50.5289581,-84.814362,7.474,2023-01-19 23:54:43,,93.0,43.0,25.5,48.0,303.0,25.5,92.5,90.0,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1151.05,7.558,2,50.5288767,-84.8143208,7.558,2023-01-19 23:54:44,,94.0,43.0,24.0,54.0,300.0,25.5,91.5,87.5,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1158.94,7.571,2,50.5287959,-84.8142799,7.571,2023-01-19 23:54:45,,95.0,44.0,23.0,51.0,299.0,25.5,91.0,84.5,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1166.46,7.503,2,50.5287217,-84.8142435,7.503,2023-01-19 23:54:46,,95.0,44.0,24.0,49.0,298.0,25.5,90.5,86.0,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1173.69,7.48,2,50.5286483,-84.8142083,7.48,2023-01-19 23:54:47,,95.0,44.0,27.0,47.0,279.0,26.0,90.5,90.5,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1181.17,7.392,2,50.528574,-84.8141719,7.392,2023-01-19 23:54:48,,94.0,45.0,29.0,47.0,265.0,26.5,90.0,94.0,7.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1188.79,7.455,2,50.5284961,-84.8141346,7.455,2023-01-19 23:54:49,,93.0,45.0,26.0,51.0,262.0,26.0,84.5,88.0,7.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1196.23,7.515,2,50.5284187,-84.8140981,7.515,2023-01-19 23:54:50,,94.0,45.0,26.0,50.0,273.0,26.0,85.5,86.5,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1203.81,7.644,2,50.5283418,-84.8140619,7.644,2023-01-19 23:54:51,,96.0,45.0,26.5,48.0,284.0,26.5,87.5,85.5,7.0,59.200000000000045,3.0,1.0,59.200000000000045,0.0,2023,1,19,23,3.96,43.0
1211.68,7.793,2,50.528264,-84.8140253,7.793,2023-01-19 23:54:52,,97.0,46.0,25.0,46.0,272.0,27.0,90.0,82.5,7.0,59.200000000000045,3.0,1.0,59.200000000000045,0.0,2023,1,19,23,3.96,43.0
1219.49,7.816,2,50.5281863,-84.8139822,7.816,2023-01-19 23:54:53,,95.0,46.0,20.5,44.0,241.0,28.0,92.5,76.5,7.0,59.200000000000045,3.0,1.0,59.200000000000045,0.0,2023,1,19,23,3.96,43.0
1227.25,7.592,2,50.5281085,-84.8139431,7.592,2023-01-19 23:54:54,,87.0,46.0,18.5,43.0,202.0,26.0,83.5,70.5,7.0,59.39999999999998,3.0,1.0,59.39999999999998,0.0,2023,1,19,23,3.96,43.0
1234.65,7.528,2,50.5280345,-84.8139067,7.528,2023-01-19 23:54:55,,73.0,46.0,16.5,41.0,131.0,24.0,74.0,64.5,7.0,59.39999999999998,3.0,1.0,59.39999999999998,0.0,2023,1,19,23,3.96,43.0
1242.12,7.473,2,50.5279591,-84.8138706,7.473,2023-01-19 23:54:56,,53.0,46.0,16.0,44.0,97.0,22.5,,62.0,7.0,59.39999999999998,3.0,1.0,59.39999999999998,0.0,2023,1,19,23,3.96,43.0
1249.63,7.524,2,50.5278813,-84.8138406,7.524,2023-01-19 23:54:57,,33.0,46.0,16.0,47.0,63.0,21.0,,61.0,7.0,59.200000000000045,3.0,1.0,59.200000000000045,0.0,2023,1,19,23,3.96,43.0
1257.03,7.484,2,50.527804,-84.8138067,7.484,2023-01-19 23:54:58,,13.0,46.0,15.5,50.0,29.0,20.0,,60.5,7.0,59.200000000000045,3.0,1.0,59.200000000000045,0.0,2023,1,19,23,3.96,43.0
1264.41,7.459,2,50.5277301,-84.8137638,7.459,2023-01-19 23:54:59,,0.0,46.0,15.5,53.0,0.0,18.5,,59.5,7.0,59.0,3.0,1.0,59.0,0.0,2023,1,19,23,3.96,43.0
1271.84,7.373,2,50.5276571,-84.8137248,7.373,2023-01-19 23:55:00,,0.0,46.0,15.5,56.0,0.0,17.5,,58.5,7.0,58.799999999999955,3.0,1.0,58.799999999999955,0.0,2023,1,19,23,3.96,43.0
1279.14,7.279,2,50.527584,-84.8136816,7.279,2023-01-19 23:55:01,,0.0,46.0,15.5,59.0,0.0,16.0,,58.0,7.0,58.39999999999998,3.0,1.0,58.39999999999998,0.0,2023,1,19,23,3.96,43.0
1286.29,7.15,2,50.5275151,-84.8136431,7.15,2023-01-19 23:55:02,,0.0,46.0,15.5,62.0,0.0,15.0,,57.0,7.0,58.200000000000045,3.0,1.0,58.200000000000045,0.0,2023,1,19,23,3.96,43.0
1293.41,7.09,2,50.5274432,-84.8136065,7.09,2023-01-19 23:55:03,,0.0,46.0,15.0,65.0,0.0,14.0,,56.0,7.0,58.0,3.0,1.0,58.0,0.0,2023,1,19,23,3.96,43.0
1300.49,7.061,2,50.5273733,-84.8135632,7.061,2023-01-19 23:55:04,,0.0,46.0,15.0,69.0,0.0,12.5,,55.0,7.0,57.799999999999955,3.0,1.0,57.799999999999955,0.0,2023,1,19,23,3.96,43.0
1307.32,6.858,2,50.5273055,-84.8135246,6.858,2023-01-19 23:55:05,,0.0,46.0,15.0,72.0,0.0,11.5,,54.5,7.0,57.39999999999998,3.0,1.0,57.39999999999998,0.0,2023,1,19,23,3.96,43.0
1313.96,6.799,2,50.5272406,-84.8134882,6.799,2023-01-19 23:55:06,,0.0,46.0,15.0,75.0,0.0,10.0,,53.5,6.0,57.200000000000045,3.0,1.0,57.200000000000045,0.0,2023,1,19,23,3.96,43.0
1320.8,6.902,2,50.52717,-84.8134583,6.902,2023-01-19 23:55:07,,0.0,46.0,15.0,78.0,0.0,9.0,,52.5,6.0,57.0,3.0,1.0,57.0,0.0,2023,1,19,23,3.96,43.0
1327.75,7.136,2,50.5270955,-84.813438,7.136,2023-01-19 23:55:08,,0.0,46.0,14.5,81.0,0.0,7.5,,52.0,6.0,56.60000000000002,3.0,1.0,56.60000000000002,0.0,2023,1,19,23,3.96,43.0
1334.98,7.307,2,50.5270213,-84.8134133,7.307,2023-01-19 23:55:09,,0.0,46.0,14.5,84.0,0.0,6.5,,51.0,6.0,56.39999999999998,3.0,1.0,56.39999999999998,0.0,2023,1,19,23,3.96,43.0
1342.3,6.964,2,50.5269471,-84.8133855,6.964,2023-01-19 23:55:10,,0.0,46.0,14.5,87.0,0.0,5.5,,50.0,6.0,56.200000000000045,3.0,1.0,56.200000000000045,0.0,2023,1,19,23,3.96,43.0
1349.21,6.802,2,50.5268772,-84.8133514,6.802,2023-01-19 23:55:11,,0.0,46.0,14.5,90.0,0.0,4.0,,49.5,6.0,56.0,3.0,1.0,56.0,0.0,2023,1,19,23,3.96,43.0
1355.67,6.406,2,50.5268123,-84.8133217,6.406,2023-01-19 23:55:12,,0.0,46.0,14.0,93.0,0.0,3.0,,48.5,6.0,56.0,3.0,1.0,56.0,0.0,2023,1,19,23,3.96,43.0
1361.18,5.781,2,50.526759,-84.813288,5.781,2023-01-19 23:55:13,,39.0,46.0,14.0,97.0,4.0,1.5,,47.5,6.0,55.799999999999955,3.0,1.0,55.799999999999955,0.0,2023,1,19,23,3.96,43.0
1366.18,5.152,2,50.5267119,-84.8132514,5.152,2023-01-19 23:55:14,,60.0,46.0,14.0,100.0,10.0,0.5,,47.0,6.0,55.799999999999955,3.0,1.0,55.799999999999955,0.0,2023,1,19,23,3.96,43.0
1371.31,5.403,2,50.5266631,-84.8132216,5.403,2023-01-19 23:55:15,,66.0,46.0,18.0,86.0,42.0,0.0,,65.5,6.0,55.799999999999955,3.0,2.0,55.799999999999955,-2.31,2023,1,19,23,3.96,43.0
1377.27,5.953,2,50.5266003,-84.8131945,5.953,2023-01-19 23:55:16,,65.0,46.0,23.0,73.0,89.0,7.0,,86.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-2.05,2023,1,19,23,3.96,43.0
1383.6,6.334,2,50.5265383,-84.8131605,6.334,2023-01-19 23:55:17,,69.0,47.0,26.5,63.0,162.0,26.0,82.5,93.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-1.65,2023,1,19,23,3.96,43.0
1390.16,6.59,2,50.5264755,-84.8131105,6.59,2023-01-19 23:55:18,,76.0,47.0,25.0,60.0,340.0,29.0,91.0,95.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-1.32,2023,1,19,23,3.96,43.0
1396.68,7.077,2,50.5264153,-84.8130627,7.077,2023-01-19 23:55:19,,79.0,47.0,24.5,56.0,353.0,29.5,94.0,96.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-1.09,2023,1,19,23,3.96,43.0
1403.21,6.918,2,50.5263548,-84.8130186,6.918,2023-01-19 23:55:20,,81.0,48.0,24.5,49.0,324.0,29.5,94.0,93.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-0.93,2023,1,19,23,3.96,43.0
1410.04,6.805,2,50.5262874,-84.8129792,6.805,2023-01-19 23:55:21,,82.0,48.0,24.0,45.0,303.0,30.0,94.0,86.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,-0.05,2023,1,19,23,3.96,43.0
1417.01,6.988,2,50.5262176,-84.8129486,6.988,2023-01-19 23:55:22,,82.0,48.0,23.0,48.0,260.0,30.5,94.0,79.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1423.65,6.464,2,50.5261495,-84.8129213,6.464,2023-01-19 23:55:23,,81.0,48.0,21.5,48.0,220.0,27.0,87.0,76.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1429.5,5.313,2,50.5260876,-84.8128939,5.313,2023-01-19 23:55:24,,80.0,48.0,20.5,52.0,154.0,23.0,79.0,73.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1434.41,4.973,2,50.5260385,-84.8128733,4.973,2023-01-19 23:55:25,,79.0,49.0,20.5,53.0,149.0,19.0,68.5,71.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1439.47,5.614,2,50.5259863,-84.8128484,5.614,2023-01-19 23:55:26,,79.0,49.0,22.5,51.0,141.0,16.5,59.5,71.5,6.0,55.39999999999998,3.0,2.0,55.39999999999998,0.0,2023,1,19,23,3.96,43.0
1445.32,6.078,2,50.5259284,-84.8128211,6.078,2023-01-19 23:55:27,,80.0,49.0,23.0,46.0,147.0,23.5,78.5,76.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1452.13,6.766,2,50.52586,-84.8127876,6.766,2023-01-19 23:55:28,,81.0,49.0,25.0,48.0,206.0,24.5,84.0,85.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1459.58,7.084,2,50.5257834,-84.8127575,7.084,2023-01-19 23:55:29,,83.0,49.0,28.0,49.0,288.0,27.0,89.0,92.5,6.0,55.39999999999998,3.0,2.0,55.39999999999998,0.0,2023,1,19,23,3.96,43.0
1466.76,7.125,2,50.5257089,-84.81273,7.125,2023-01-19 23:55:30,,85.0,50.0,30.5,52.0,342.0,29.5,93.0,96.0,6.0,55.39999999999998,3.0,2.0,55.39999999999998,0.0,2023,1,19,23,3.96,43.0
1474.1,7.198,2,50.5256347,-84.8126906,7.198,2023-01-19 23:55:31,,86.0,50.0,30.0,49.0,344.0,29.5,94.5,93.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1481.44,7.228,2,50.5255635,-84.8126449,7.228,2023-01-19 23:55:32,,87.0,50.0,23.5,39.0,324.0,28.0,92.0,79.5,6.0,55.39999999999998,3.0,2.0,55.39999999999998,0.0,2023,1,19,23,3.96,43.0
1488.59,6.879,2,50.5254941,-84.8126053,6.879,2023-01-19 23:55:33,,88.0,51.0,23.0,41.0,303.0,26.5,91.5,78.5,6.0,55.39999999999998,3.0,2.0,55.39999999999998,0.0,2023,1,19,23,3.96,43.0
1495.3,7.021,2,50.5254266,-84.8125693,7.021,2023-01-19 23:55:34,,88.0,51.0,23.0,43.0,246.0,26.0,91.0,78.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1501.91,6.911,2,50.5253614,-84.8125327,6.911,2023-01-19 23:55:35,,87.0,51.0,22.5,45.0,230.0,26.0,90.0,77.0,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1508.75,6.702,2,50.5252938,-84.812496,6.702,2023-01-19 23:55:36,,86.0,51.0,22.0,46.0,226.0,26.0,89.5,76.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1515.32,6.29,2,50.5252286,-84.8124528,6.29,2023-01-19 23:55:37,,84.0,52.0,22.0,46.0,225.0,26.0,88.5,75.5,6.0,55.60000000000002,3.0,2.0,55.60000000000002,0.0,2023,1,19,23,3.96,43.0
1522.08,6.599,2,50.5251623,-84.8124143,6.599,2023-01-19 23:55:38,,83.0,52.0,21.5,47.0,221.0,26.0,88.0,75.0,6.0,55.799999999999955,3.0,2.0,55.799999999999955,0.0,2023,1,19,23,3.96,43.0
1529.29,7.012,2,50.5250903,-84.8123777,7.012,2023-01-19 23:55:39,,81.0,52.0,20.5,47.0,213.0,25.5,86.0,71.0,6.0,55.799999999999955,3.0,2.0,55.799999999999955,0.0,2023,1,19,23,3.96,43.0
1536.37,6.802,2,50.5250172,-84.8123411,6.802,2023-01-19 23:55:40,,79.0,52.0,19.0,48.0,156.0,25.5,83.5,66.0,6.0,56.0,3.0,2.0,56.0,0.0,2023,1,19,23,3.96,43.0
1543.9,6.434,2,50.5249387,-84.8123117,6.434,2023-01-19 23:55:41,,79.0,52.0,18.0,54.0,158.0,25.0,82.0,63.0,6.0,56.200000000000045,3.0,2.0,56.200000000000045,0.0,2023,1,19,23,3.96,43.0
1551.25,6.271,2,50.524866,-84.8122775,6.271,2023-01-19 23:55:42,,81.0,53.0,20.0,64.0,204.0,25.5,86.0,72.0,6.0,56.39999999999998,3.0,2.0,56.39999999999998,0.0,2023,1,19,23,3.96,43.0
