cadence,calories,power,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,year,month,day,hour,wind_speed,wind_direction
97,18,291,2022-08-23 14:55:52,11.0,5.0,,0.0,755.29,11.0,7.552,2.0,1.08,50.5226156,-84.8111808,7.552,19.5,71.5,27.5,90.0,44.0,25.0,2022,8,23,14,0.76,203.0
73,18,237,2022-08-23 14:55:53,11.0,5.0,,0.0,762.78,11.0,7.541,2.0,1.09,50.5225403,-84.8111453,7.541,16.0,58.5,25.5,87.0,52.0,25.0,2022,8,23,14,0.76,203.0
52,18,64,2022-08-23 14:55:54,11.0,5.0,,0.0,770.08,11.0,7.446,2.0,0.28,50.5224681,-84.811104,7.446,17.5,66.0,16.0,86.5,96.0,25.0,2022,8,23,14,0.76,203.0
56,18,55,2022-08-23 14:55:55,10.800000000000011,5.0,,0.0,778.08,10.800000000000011,7.876,2.0,0.0,50.5223883,-84.8110633,7.876,20.0,76.0,6.0,86.5,100.0,25.0,2022,8,23,14,0.76,203.0
91,19,97,2022-08-23 14:55:56,10.600000000000023,5.0,,0.0,786.73,10.600000000000023,8.496,2.0,0.0,50.5223006,-84.8110222,8.496,21.0,78.5,3.5,86.5,70.0,25.0,2022,8,23,14,0.76,203.0
102,19,219,2022-08-23 14:55:57,10.600000000000023,5.0,,0.0,795.71,10.600000000000023,8.861,2.0,0.0,50.5222075,-84.8109818,8.861,19.5,72.0,12.5,86.5,44.0,25.0,2022,8,23,14,0.76,203.0
82,19,202,2022-08-23 14:55:58,10.399999999999977,5.0,,0.0,804.32,10.399999999999977,8.655,2.0,-0.46,50.5221201,-84.8109402,8.655,18.0,65.0,21.5,86.5,45.0,25.0,2022,8,23,14,0.76,203.0
53,19,147,2022-08-23 14:55:59,10.199999999999989,5.0,,0.0,812.27,10.199999999999989,8.137,2.0,-0.84,50.5220405,-84.810908,8.137,19.0,66.5,22.5,86.0,46.0,25.0,2022,8,23,14,0.76,203.0
24,19,93,2022-08-23 14:56:00,10.199999999999989,5.0,,1.0,819.94,10.199999999999989,7.818,2.0,-1.08,50.5219634,-84.8108767,7.818,19.5,69.0,22.0,85.0,47.0,25.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:01,10.199999999999989,5.0,,1.0,827.38,10.199999999999989,7.524,2.0,-1.18,50.5218881,-84.8108362,7.524,20.5,71.5,22.0,84.5,48.0,25.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:02,10.199999999999989,5.0,,1.0,834.08,10.199999999999989,6.878,2.0,-1.17,50.5218214,-84.8107989,6.878,21.5,74.0,21.5,84.0,49.0,25.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:03,10.0,5.0,,1.0,839.45,10.0,5.74,2.0,-1.07,50.5217682,-84.8107714,5.74,22.5,76.5,21.5,83.5,50.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:04,10.0,5.0,,1.0,843.46,10.0,4.468,2.0,-0.92,50.5217291,-84.8107443,4.468,23.5,79.0,21.0,82.5,51.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:05,10.0,5.0,,1.0,846.4,10.0,3.324,2.0,-0.22,50.5216994,-84.8107252,3.324,24.5,81.5,21.0,82.0,52.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:06,10.0,5.0,,1.0,848.54,10.0,2.422,2.0,0.0,50.5216759,-84.8107201,2.422,25.0,84.0,21.0,81.5,53.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:07,10.199999999999989,5.0,,1.0,850.44,10.199999999999989,2.036,2.0,0.0,50.5216578,-84.810716,2.036,26.0,86.0,20.5,80.5,54.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:08,10.0,5.0,,1.0,852.16,10.0,1.792,2.0,0.0,50.5216415,-84.8107069,1.792,27.0,88.5,20.5,80.0,55.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:09,10.0,5.0,,1.0,853.57,10.0,1.509,2.0,-0.12,50.5216279,-84.8106978,1.509,28.0,91.0,20.0,79.5,56.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:10,10.0,5.0,,1.0,855.13,10.0,1.556,2.0,-0.17,50.5216125,-84.8106888,1.556,29.0,93.5,20.0,78.5,57.0,24.0,2022,8,23,14,0.76,203.0
0,19,0,2022-08-23 14:56:11,10.0,5.0,,1.0,857.33,10.0,2.05,2.0,-0.26,50.5215923,-84.8106718,2.05,30.0,96.0,19.5,78.0,58.0,24.0,2022,8,23,14,0.76,203.0
47,19,174,2022-08-23 14:56:12,9.800000000000011,5.0,,1.0,860.47,9.800000000000011,2.841,2.0,-0.46,50.5215651,-84.810644,2.841,30.5,98.0,20.5,80.5,55.0,24.0,2022,8,23,14,0.76,203.0
60,20,312,2022-08-23 14:56:13,9.800000000000011,5.0,,1.0,864.19,9.800000000000011,3.495,2.0,-0.98,50.5215309,-84.8106166,3.495,29.0,98.0,25.0,97.0,47.0,24.0,2022,8,23,14,0.76,203.0
69,20,358,2022-08-23 14:56:14,9.600000000000023,5.0,,1.0,868.92,9.600000000000023,4.423,2.0,-1.83,50.5214865,-84.8105853,4.423,29.0,97.0,25.5,98.0,43.0,24.0,2022,8,23,14,0.76,203.0
77,20,373,2022-08-23 14:56:15,9.399999999999977,5.0,,1.0,874.77,9.399999999999977,5.487,2.0,-2.75,50.5214318,-84.8105447,5.487,27.0,97.0,25.0,96.5,42.0,24.0,2022,8,23,14,0.76,203.0
83,21,375,2022-08-23 14:56:16,9.199999999999989,5.0,,1.0,881.58,9.199999999999989,6.479,2.0,-3.44,50.5213664,-84.8105031,6.479,25.0,96.5,26.0,95.5,42.0,24.0,2022,8,23,14,0.76,203.0
93,21,377,2022-08-23 14:56:17,9.0,5.0,,1.0,890.27,9.0,8.138,2.0,-3.77,50.5212808,-84.8104501,8.138,24.5,96.0,28.0,96.0,41.0,24.0,2022,8,23,14,0.76,203.0
98,21,381,2022-08-23 14:56:18,8.800000000000011,5.0,,2.0,899.63,8.800000000000011,9.048,2.0,-3.8,50.5211935,-84.8103856,9.048,23.5,95.0,30.0,97.0,42.0,24.0,2022,8,23,14,0.76,203.0
102,22,328,2022-08-23 14:56:19,8.600000000000023,5.0,,2.0,908.47,8.600000000000023,8.895,2.0,-3.59,50.5211103,-84.810327,8.895,25.0,90.5,30.0,97.0,50.0,24.0,2022,8,23,14,0.76,203.0
106,22,315,2022-08-23 14:56:20,8.399999999999977,5.0,,2.0,918.29,8.399999999999977,9.605,2.0,-3.3,50.5210153,-84.8102593,9.605,26.0,90.0,27.5,92.0,49.0,24.0,2022,8,23,14,0.76,203.0
104,22,312,2022-08-23 14:56:21,8.199999999999989,5.0,,2.0,928.9,8.199999999999989,10.355,2.0,-3.0,50.5209125,-84.8101945,10.355,25.5,90.5,25.5,87.5,65.0,24.0,2022,8,23,14,0.76,203.0
101,22,257,2022-08-23 14:56:22,8.0,5.0,,3.0,939.56,8.0,10.554,2.0,-2.7,50.5208073,-84.8101396,10.554,25.0,90.5,23.5,80.5,70.0,24.0,2022,8,23,14,0.76,203.0
103,23,240,2022-08-23 14:56:23,7.800000000000011,5.0,,3.0,949.97,7.800000000000011,10.414,2.0,-2.43,50.5207026,-84.8100807,10.414,26.5,93.0,12.5,43.0,50.0,24.0,2022,8,23,14,0.76,203.0
104,23,303,2022-08-23 14:56:24,7.600000000000023,5.0,,3.0,960.35,7.600000000000023,10.418,2.0,-2.14,50.5205966,-84.8100258,10.418,26.0,91.5,15.0,52.5,48.0,24.0,2022,8,23,14,0.76,203.0
105,23,301,2022-08-23 14:56:25,7.399999999999977,5.0,,3.0,970.81,7.399999999999977,10.499,2.0,-1.87,50.5204897,-84.8099804,10.499,25.5,89.5,18.0,64.5,48.0,24.0,2022,8,23,14,0.76,203.0
105,24,304,2022-08-23 14:56:26,7.199999999999989,5.0,,3.0,981.23,7.199999999999989,10.432,2.0,-1.66,50.5203834,-84.8099391,10.432,25.5,88.0,21.5,76.5,48.0,24.0,2022,8,23,14,0.76,203.0
103,24,306,2022-08-23 14:56:27,7.199999999999989,5.0,,3.0,991.56,7.199999999999989,10.407,2.0,-1.5,50.5202778,-84.8099033,10.407,24.0,84.0,24.0,86.5,48.0,24.0,2022,8,23,14,0.76,203.0
100,24,284,2022-08-23 14:56:28,7.0,5.0,,4.0,1001.72,7.0,10.246,2.0,-1.4,50.5201732,-84.8098629,10.246,19.5,70.5,25.5,88.0,44.0,24.0,2022,8,23,14,0.76,203.0
99,25,268,2022-08-23 14:56:29,6.800000000000011,5.0,,4.0,1011.8,6.800000000000011,10.061,2.0,-1.31,50.520069,-84.8098168,10.061,15.0,57.0,27.0,89.5,31.0,24.0,2022,8,23,14,0.76,203.0
98,25,253,2022-08-23 14:56:30,6.800000000000011,5.0,,4.0,1021.42,6.800000000000011,9.709,2.0,-1.27,50.5199703,-84.809771,9.709,16.5,62.0,25.0,87.0,39.0,24.0,2022,8,23,14,0.76,203.0
97,25,247,2022-08-23 14:56:31,6.600000000000023,5.0,,4.0,1030.7,6.600000000000023,9.394,2.0,-1.26,50.5198753,-84.8097298,9.394,24.0,84.5,21.0,81.5,48.0,24.0,2022,8,23,14,0.76,203.0
96,25,243,2022-08-23 14:56:32,6.600000000000023,5.0,,4.0,1040.03,6.600000000000023,9.355,2.0,-1.25,50.51978,-84.8096935,9.355,25.5,86.0,25.5,84.0,49.0,24.0,2022,8,23,14,0.76,203.0
95,26,278,2022-08-23 14:56:33,6.600000000000023,5.0,,4.0,1049.58,6.600000000000023,9.495,2.0,-1.2,50.5196821,-84.809657,9.495,24.5,85.0,26.0,86.5,49.0,24.0,2022,8,23,14,0.76,203.0
94,26,286,2022-08-23 14:56:34,6.399999999999977,5.0,,4.0,1058.6,6.399999999999977,9.339,2.0,-1.08,50.5195877,-84.809622,9.339,23.5,84.0,26.5,89.0,47.0,24.0,2022,8,23,14,0.76,203.0
94,26,291,2022-08-23 14:56:35,6.399999999999977,5.0,,4.0,1067.6,6.399999999999977,9.131,2.0,-0.95,50.5194949,-84.8095859,9.131,25.0,87.5,26.0,89.0,48.0,24.0,2022,8,23,14,0.76,203.0
94,26,295,2022-08-23 14:56:36,6.399999999999977,5.0,,5.0,1077.25,6.399999999999977,9.25,2.0,-0.82,50.5193969,-84.8095434,9.25,28.5,93.5,26.0,86.0,49.0,24.0,2022,8,23,14,0.76,203.0
94,27,294,2022-08-23 14:56:37,6.199999999999989,5.0,,5.0,1086.35,6.199999999999989,9.161,2.0,-0.72,50.519304,-84.8095023,9.161,27.5,91.0,27.0,87.5,47.0,24.0,2022,8,23,14,0.76,203.0
94,27,300,2022-08-23 14:56:38,6.199999999999989,5.0,,5.0,1095.26,6.199999999999989,9.02,2.0,-0.66,50.5192136,-84.8094621,9.02,27.0,88.0,28.0,88.5,45.0,24.0,2022,8,23,14,0.76,203.0
94,27,294,2022-08-23 14:56:39,6.199999999999989,5.0,,5.0,1104.34,6.199999999999989,9.035,2.0,-0.59,50.5191214,-84.8094119,9.035,26.5,85.5,29.5,89.5,43.0,24.0,2022,8,23,14,0.76,203.0
94,28,294,2022-08-23 14:56:40,6.399999999999977,5.0,,5.0,1113.39,6.399999999999977,9.138,2.0,-0.15,50.5190305,-84.8093615,9.138,25.5,84.5,29.5,90.5,43.0,24.0,2022,8,23,14,0.76,203.0
95,28,314,2022-08-23 14:56:41,6.399999999999977,5.0,,5.0,1122.45,6.399999999999977,9.198,3.0,0.0,50.5189398,-84.8093161,9.198,24.5,85.5,28.0,91.5,43.0,24.0,2022,8,23,14,0.76,203.0
96,28,345,2022-08-23 14:56:42,6.399999999999977,5.0,,5.0,1131.61,6.399999999999977,9.171,3.0,0.0,50.5188486,-84.8092705,9.171,23.5,86.5,27.0,92.5,44.0,24.0,2022,8,23,14,0.76,203.0
96,29,341,2022-08-23 14:56:43,6.399999999999977,5.0,,5.0,1140.89,6.399999999999977,9.273,3.0,0.0,50.5187552,-84.8092248,9.273,22.5,87.0,26.0,93.5,44.0,24.0,2022,8,23,14,0.76,203.0
95,29,313,2022-08-23 14:56:44,6.399999999999977,5.0,,5.0,1150.19,6.399999999999977,9.305,3.0,0.0,50.51866,-84.8091795,9.305,22.0,84.5,25.5,92.0,44.0,24.0,2022,8,23,14,0.76,203.0
95,29,285,2022-08-23 14:56:45,6.399999999999977,5.0,,5.0,1159.54,6.399999999999977,9.342,3.0,0.0,50.5185647,-84.8091382,9.342,21.5,80.0,25.5,89.0,42.0,24.0,2022,8,23,14,0.76,203.0
95,30,252,2022-08-23 14:56:46,6.600000000000023,5.0,,5.0,1168.85,6.600000000000023,9.191,3.0,0.0,50.5184705,-84.8090974,9.191,22.0,77.5,25.5,86.0,45.0,24.0,2022,8,23,14,0.76,203.0
94,30,242,2022-08-23 14:56:47,6.600000000000023,5.0,,5.0,1177.84,6.600000000000023,8.909,3.0,0.0,50.5183795,-84.8090518,8.909,23.0,83.5,26.5,84.5,52.0,24.0,2022,8,23,14,0.76,203.0
94,30,260,2022-08-23 14:56:48,6.600000000000023,5.0,,5.0,1186.74,6.600000000000023,8.941,3.0,0.0,50.5182885,-84.8090064,8.941,21.0,78.5,23.5,79.5,45.0,24.0,2022,8,23,14,0.76,203.0
93,30,277,2022-08-23 14:56:49,6.600000000000023,5.0,,5.0,1195.74,6.600000000000023,9.126,3.0,0.0,50.5181974,-84.808965,9.126,20.5,77.5,22.0,79.5,45.0,24.0,2022,8,23,14,0.76,203.0
93,31,275,2022-08-23 14:56:50,6.600000000000023,5.0,,5.0,1204.73,6.600000000000023,9.181,3.0,0.0,50.5181053,-84.8089249,9.181,22.0,80.0,24.0,85.0,47.0,24.0,2022,8,23,14,0.76,203.0
93,31,266,2022-08-23 14:56:51,6.399999999999977,5.0,,5.0,1213.95,6.399999999999977,9.268,3.0,0.0,50.518012,-84.8088835,9.268,23.0,83.0,25.5,90.5,48.0,24.0,2022,8,23,14,0.76,203.0
93,31,281,2022-08-23 14:56:52,6.399999999999977,5.0,,5.0,1224.08,6.399999999999977,9.286,3.0,0.0,50.517908,-84.8088428,9.286,24.0,89.5,25.5,86.5,50.0,24.0,2022,8,23,14,0.76,203.0
93,31,305,2022-08-23 14:56:53,6.399999999999977,5.0,,5.0,1234.76,6.399999999999977,9.145,3.0,0.0,50.5177963,-84.8087974,9.145,25.5,94.0,25.5,85.5,50.0,24.0,2022,8,23,14,0.76,203.0
93,32,333,2022-08-23 14:56:54,6.399999999999977,5.0,,5.0,1244.58,6.399999999999977,9.164,3.0,0.0,50.5176978,-84.8087479,9.164,25.0,94.0,26.0,86.0,49.0,24.0,2022,8,23,14,0.76,203.0
94,32,346,2022-08-23 14:56:55,6.399999999999977,5.0,,5.0,1253.87,6.399999999999977,9.599,3.0,0.0,50.5176114,-84.8086857,9.599,23.5,91.5,26.0,86.5,48.0,24.0,2022,8,23,14,0.76,203.0
96,32,350,2022-08-23 14:56:56,6.399999999999977,5.0,,5.0,1263.32,6.399999999999977,9.694,3.0,0.0,50.5175322,-84.8086033,9.694,24.0,96.5,25.0,87.5,45.0,24.0,2022,8,23,14,0.76,203.0
97,33,319,2022-08-23 14:56:57,6.399999999999977,5.0,,5.0,1272.61,6.399999999999977,9.311,3.0,0.0,50.5174611,-84.8085076,9.311,21.0,79.5,25.5,87.5,32.0,24.0,2022,8,23,14,0.76,203.0
91,33,292,2022-08-23 14:56:58,6.399999999999977,5.0,,5.0,1281.65,6.399999999999977,8.892,3.0,0.0,50.5173974,-84.8084081,8.892,20.0,76.0,25.5,87.5,37.0,24.0,2022,8,23,14,0.76,203.0
63,33,258,2022-08-23 14:56:59,6.399999999999977,5.0,,5.0,1290.53,6.399999999999977,8.726,3.0,0.0,50.5173343,-84.8083124,8.726,21.5,78.0,25.0,86.5,43.0,24.0,2022,8,23,14,0.76,203.0
35,33,225,2022-08-23 14:57:00,6.399999999999977,5.0,,5.0,1299.45,6.399999999999977,8.548,3.0,0.0,50.5172681,-84.8082213,8.548,24.0,81.0,24.5,83.5,42.0,24.0,2022,8,23,14,0.76,203.0
7,33,191,2022-08-23 14:57:01,6.399999999999977,5.0,,5.0,1307.83,6.399999999999977,7.81,3.0,0.0,50.5172061,-84.808134,7.81,27.0,83.5,23.5,81.0,34.0,24.0,2022,8,23,14,0.76,203.0
0,33,0,2022-08-23 14:57:02,6.600000000000023,5.0,,5.0,1314.76,6.600000000000023,6.575,3.0,0.0,50.5171556,-84.8080609,6.575,30.0,86.5,23.0,78.5,25.0,24.0,2022,8,23,14,0.76,203.0
23,33,7,2022-08-23 14:57:03,6.600000000000023,5.0,,5.0,1319.96,6.600000000000023,4.943,3.0,0.0,50.5171206,-84.8080009,4.943,33.0,89.5,22.5,76.0,17.0,24.0,2022,8,23,14,0.76,203.0
89,33,21,2022-08-23 14:57:04,6.800000000000011,5.0,,5.0,1323.5,6.800000000000011,3.051,3.0,0.0,50.5170954,-84.8079629,3.051,36.0,92.5,21.5,73.5,8.0,24.0,2022,8,23,14,0.76,203.0
63,33,36,2022-08-23 14:57:05,7.0,5.0,,5.0,1325.92,7.0,1.805,3.0,0.0,50.5170748,-84.8079448,1.805,37.0,94.5,21.5,73.0,13.0,24.0,2022,8,23,14,0.76,203.0
36,33,50,2022-08-23 14:57:06,7.199999999999989,5.0,,5.0,1327.91,7.199999999999989,1.541,3.0,0.0,50.5170585,-84.8079265,1.541,34.0,94.0,24.5,79.0,32.0,24.0,2022,8,23,14,0.76,203.0
31,33,79,2022-08-23 14:57:07,7.199999999999989,5.0,,5.0,1329.73,7.199999999999989,1.79,3.0,0.0,50.5170429,-84.8079125,1.79,30.5,94.0,27.0,85.0,50.0,24.0,2022,8,23,14,0.76,203.0
35,33,96,2022-08-23 14:57:08,7.399999999999977,5.0,,5.0,1331.94,7.399999999999977,2.45,3.0,0.0,50.5170184,-84.8079076,2.45,27.0,93.5,30.0,91.0,49.0,24.0,2022,8,23,14,0.76,203.0
41,34,121,2022-08-23 14:57:09,7.399999999999977,5.0,,5.0,1334.56,7.399999999999977,2.96,2.0,2.05,50.5169886,-84.8079117,2.96,24.5,94.5,32.0,95.5,48.0,24.0,2022,8,23,14,0.76,203.0
48,34,227,2022-08-23 14:57:10,7.399999999999977,5.0,,5.0,1337.62,7.399999999999977,3.278,2.0,3.64,50.5169574,-84.8079249,3.278,24.5,98.0,32.0,95.5,50.0,24.0,2022,8,23,14,0.76,203.0
55,34,279,2022-08-23 14:57:11,7.600000000000023,6.0,,5.0,1342.16,7.600000000000023,4.276,2.0,4.31,50.5169151,-84.807951,4.276,27.0,98.0,29.0,94.0,41.0,24.0,2022,8,23,14,0.76,203.0
62,34,297,2022-08-23 14:57:12,7.600000000000023,6.0,,5.0,1347.8,7.600000000000023,5.418,2.0,4.24,50.5168649,-84.8079957,5.418,28.5,97.5,28.0,96.0,39.0,24.0,2022,8,23,14,0.76,203.0
68,35,293,2022-08-23 14:57:13,7.600000000000023,6.0,,5.0,1354.08,7.600000000000023,6.144,2.0,3.39,50.5168121,-84.808051,6.144,29.0,97.0,28.5,97.5,39.0,24.0,2022,8,23,14,0.76,203.0
74,35,281,2022-08-23 14:57:14,7.600000000000023,6.0,,5.0,1360.8,7.600000000000023,6.469,2.0,0.96,50.5167554,-84.8081099,6.469,28.0,96.0,29.0,96.5,40.0,24.0,2022,8,23,14,0.76,203.0
79,35,274,2022-08-23 14:57:15,7.600000000000023,6.0,,5.0,1367.64,7.600000000000023,6.528,2.0,0.0,50.5166982,-84.8081737,6.528,27.0,95.0,30.0,95.5,41.0,24.0,2022,8,23,14,0.76,203.0
83,35,232,2022-08-23 14:57:16,7.600000000000023,6.0,,5.0,1374.47,7.600000000000023,6.687,2.0,0.0,50.5166416,-84.8082373,6.687,24.0,89.0,30.0,92.5,45.0,24.0,2022,8,23,14,0.76,203.0
86,36,214,2022-08-23 14:57:17,7.600000000000023,6.0,,5.0,1381.43,7.600000000000023,6.964,2.0,0.0,50.5165848,-84.8083049,6.964,24.5,92.0,28.0,84.0,57.0,24.0,2022,8,23,14,0.76,203.0
89,36,208,2022-08-23 14:57:18,7.600000000000023,6.0,,5.0,1388.73,7.600000000000023,7.199,2.0,0.0,50.5165281,-84.8083777,7.199,23.5,88.0,26.5,79.5,55.0,24.0,2022,8,23,14,0.76,203.0
90,36,198,2022-08-23 14:57:19,7.600000000000023,6.0,,5.0,1396.2,7.600000000000023,7.257,2.0,0.0,50.5164665,-84.8084467,7.257,19.5,75.5,26.5,79.5,49.0,24.0,2022,8,23,14,0.76,203.0
65,36,174,2022-08-23 14:57:20,7.600000000000023,6.0,,5.0,1403.57,7.600000000000023,7.249,2.0,0.0,50.516405,-84.8085144,7.249,16.0,63.5,26.5,79.5,45.0,24.0,2022,8,23,14,0.76,203.0
48,36,88,2022-08-23 14:57:21,7.600000000000023,6.0,,5.0,1410.85,7.600000000000023,7.1,2.0,0.0,50.5163479,-84.8085873,7.1,10.0,46.0,17.0,65.0,,24.0,2022,8,23,14,0.76,203.0
33,36,64,2022-08-23 14:57:22,7.399999999999977,6.0,,5.0,1417.87,7.399999999999977,6.996,2.0,0.0,50.5162934,-84.8086558,6.996,,,,,,24.0,2022,8,23,14,0.76,203.0
18,36,40,2022-08-23 14:57:23,7.399999999999977,6.0,,5.0,1424.76,7.399999999999977,6.949,2.0,0.0,50.5162393,-84.8087231,6.949,,,,,,24.0,2022,8,23,14,0.76,203.0
3,36,0,2022-08-23 14:57:24,7.399999999999977,6.0,,5.0,1431.56,7.399999999999977,6.734,2.0,0.0,50.5161849,-84.8087915,6.734,,,,,,24.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:25,7.399999999999977,6.0,,5.0,1438.31,7.399999999999977,6.558,2.0,0.0,50.5161323,-84.8088593,6.558,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:26,7.399999999999977,6.0,,5.0,1444.69,7.399999999999977,6.144,2.0,0.0,50.516084,-84.8089244,6.144,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:27,7.399999999999977,6.0,,5.0,1450.62,7.399999999999977,5.828,2.0,0.0,50.5160385,-84.808983,5.828,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:28,7.399999999999977,6.0,,5.0,1456.39,7.399999999999977,5.588,2.0,0.0,50.5159928,-84.8090429,5.588,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:29,7.399999999999977,6.0,,5.0,1461.81,7.399999999999977,5.08,2.0,0.0,50.5159495,-84.8090932,5.08,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:30,7.600000000000023,6.0,,5.0,1466.96,7.600000000000023,4.7,2.0,0.0,50.5159088,-84.8091384,4.7,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:31,7.600000000000023,6.0,,5.0,1471.79,7.600000000000023,4.341,2.0,0.0,50.5158675,-84.8091801,4.341,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:32,7.600000000000023,6.0,,5.0,1476.01,7.600000000000023,3.933,2.0,0.0,50.5158306,-84.8092208,3.933,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:33,7.600000000000023,6.0,,5.0,1480.18,7.600000000000023,3.75,2.0,0.0,50.5157986,-84.8092623,3.75,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:34,7.600000000000023,6.0,,5.0,1484.26,7.600000000000023,3.612,2.0,0.0,50.5157667,-84.8093029,3.612,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:35,7.600000000000023,6.0,,5.0,1487.92,7.600000000000023,3.413,2.0,0.0,50.5157413,-84.809344,3.413,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:36,7.600000000000023,6.0,,5.0,1491.4,7.600000000000023,3.281,2.0,0.0,50.515717,-84.8093803,3.281,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:37,7.600000000000023,6.0,,5.0,1494.82,7.600000000000023,3.206,2.0,0.0,50.5156891,-84.8094128,3.206,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:38,7.600000000000023,6.0,,5.0,1497.98,7.600000000000023,3.065,2.0,0.0,50.5156642,-84.8094444,3.065,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:39,7.600000000000023,6.0,,5.0,1501.15,7.600000000000023,3.046,2.0,0.0,50.515639,-84.8094765,3.046,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:40,7.600000000000023,6.0,,5.0,1504.58,7.600000000000023,3.361,2.0,0.0,50.5156121,-84.809508,3.361,,,,,,23.0,2022,8,23,14,0.76,203.0
0,36,0,2022-08-23 14:57:41,7.600000000000023,6.0,,5.0,1508.47,7.600000000000023,3.922,2.0,0.0,50.5155801,-84.8095445,3.922,,,,,,23.0,2022,8,23,14,0.76,203.0
3,36,0,2022-08-23 14:57:42,7.600000000000023,6.0,,5.0,1513.09,7.600000000000023,4.4,2.0,0.0,50.515542,-84.8095851,4.4,,,,,,23.0,2022,8,23,14,0.76,203.0
49,36,49,2022-08-23 14:57:43,7.600000000000023,6.0,,5.0,1518.15,7.600000000000023,4.763,2.0,0.0,50.5154966,-84.8096305,4.763,26.5,97.0,17.0,59.5,52.0,23.0,2022,8,23,14,0.76,203.0
55,37,152,2022-08-23 14:57:44,7.600000000000023,6.0,,5.0,1523.38,7.600000000000023,5.135,2.0,0.0,50.5154512,-84.8096759,5.135,27.0,97.0,22.0,76.5,48.0,23.0,2022,8,23,14,0.76,203.0
59,37,189,2022-08-23 14:57:45,7.399999999999977,6.0,,5.0,1529.14,7.399999999999977,5.572,2.0,0.0,50.5154034,-84.8097258,5.572,27.5,96.5,26.5,93.0,44.0,23.0,2022,8,23,14,0.76,203.0
62,37,215,2022-08-23 14:57:46,7.399999999999977,6.0,,5.0,1535.03,7.399999999999977,5.8,2.0,0.0,50.5153575,-84.8097847,5.8,28.0,96.0,27.5,96.5,45.0,23.0,2022,8,23,14,0.76,203.0
66,37,212,2022-08-23 14:57:47,7.399999999999977,6.0,,5.0,1540.98,7.399999999999977,5.902,2.0,0.0,50.5153144,-84.8098484,5.902,28.5,95.0,27.0,95.0,46.0,23.0,2022,8,23,14,0.76,203.0
69,37,203,2022-08-23 14:57:48,7.399999999999977,6.0,,5.0,1547.14,7.399999999999977,6.108,2.0,0.0,50.5152671,-84.8099076,6.108,28.5,94.0,26.5,92.0,48.0,23.0,2022,8,23,14,0.76,203.0
72,38,203,2022-08-23 14:57:49,7.399999999999977,6.0,,5.0,1553.54,7.399999999999977,6.294,2.0,0.0,50.5152129,-84.8099663,6.294,28.5,93.0,25.5,89.0,49.0,23.0,2022,8,23,14,0.76,203.0
75,38,222,2022-08-23 14:57:50,7.399999999999977,6.0,,5.0,1560.26,7.399999999999977,6.645,2.0,0.0,50.5151555,-84.8100304,6.645,28.0,95.5,25.5,89.0,50.0,23.0,2022,8,23,14,0.76,203.0
80,38,241,2022-08-23 14:57:51,7.399999999999977,6.0,,5.0,1567.11,7.399999999999977,7.001,2.0,0.0,50.5150996,-84.8100933,7.001,29.0,96.0,27.0,91.0,48.0,23.0,2022,8,23,14,0.76,203.0
