timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-10-07 21:01:30,,769.01,8.239,3.0,50.5169437,-84.8059211,8.239,24.0,92.0,15.0,20.5,76.5,113.0,9.0,36.0,64.0,8.800000000000011,1.0,1.0,8.800000000000011,-1.92,2022,10,7,21,4.85,202.0
2022-10-07 21:01:31,,777.86,8.689,3.0,50.517012,-84.8058392,8.689,24.0,92.0,16.0,20.5,78.0,118.0,14.0,52.5,64.0,8.600000000000023,1.0,1.0,8.600000000000023,-1.93,2022,10,7,21,4.85,202.0
2022-10-07 21:01:32,,786.25,8.507,3.0,50.5170797,-84.8057576,8.507,24.0,93.0,16.0,23.0,82.0,136.0,16.5,58.5,66.0,8.399999999999977,1.0,1.0,8.399999999999977,-1.82,2022,10,7,21,4.85,202.0
2022-10-07 21:01:33,,794.6,8.054,3.0,50.5171433,-84.8056669,8.054,24.0,94.0,16.0,24.5,83.5,148.0,17.0,59.5,68.0,8.399999999999977,1.0,1.0,8.399999999999977,-1.71,2022,10,7,21,4.85,202.0
2022-10-07 21:01:34,,802.98,8.317,3.0,50.5172072,-84.8055848,8.317,24.0,94.0,16.0,24.0,83.0,156.0,17.0,62.5,69.0,8.199999999999989,1.0,2.0,8.199999999999989,-1.59,2022,10,7,21,4.85,202.0
2022-10-07 21:01:35,,811.47,8.327,3.0,50.5172715,-84.8055018,8.327,24.0,93.0,16.0,23.5,84.0,160.0,18.0,71.5,68.0,8.0,1.0,2.0,8.0,-1.47,2022,10,7,21,4.85,202.0
2022-10-07 21:01:36,,819.88,8.424,3.0,50.5173351,-84.8054112,8.424,24.0,93.0,16.0,23.0,81.5,159.0,18.5,68.5,67.0,8.0,1.0,2.0,8.0,-1.39,2022,10,7,21,4.85,202.0
2022-10-07 21:01:37,,828.11,8.213,3.0,50.5173989,-84.8053292,8.213,24.0,93.0,16.0,24.5,83.0,157.0,18.5,63.5,66.0,7.800000000000011,1.0,2.0,7.800000000000011,-1.36,2022,10,7,21,4.85,202.0
2022-10-07 21:01:38,,836.26,8.374,3.0,50.5174615,-84.8052491,8.374,24.0,93.0,17.0,24.0,81.5,149.0,19.0,63.0,62.0,7.600000000000023,1.0,2.0,7.600000000000023,-1.38,2022,10,7,21,4.85,202.0
2022-10-07 21:01:39,,842.26,5.881,3.0,50.5175168,-84.8052024,5.881,24.0,71.0,17.0,,,130.0,,,,7.600000000000023,1.0,2.0,7.600000000000023,-1.44,2022,10,7,21,4.85,202.0
2022-10-07 21:01:40,,849.18,7.168,3.0,50.5175719,-84.805129,7.168,24.0,45.0,17.0,,,112.0,,,,7.600000000000023,1.0,2.0,7.600000000000023,-1.46,2022,10,7,21,4.85,202.0
2022-10-07 21:01:41,,856.82,7.27,3.0,50.5176311,-84.8050566,7.27,24.0,18.0,17.0,,,93.0,,,,7.399999999999977,1.0,3.0,7.399999999999977,-1.44,2022,10,7,21,4.85,202.0
2022-10-07 21:01:42,,864.27,7.066,3.0,50.5176946,-84.8049929,7.066,24.0,0.0,17.0,,,0.0,,,,7.399999999999977,1.0,3.0,7.399999999999977,-1.35,2022,10,7,21,4.85,202.0
2022-10-07 21:01:43,,871.37,6.667,3.0,50.5177537,-84.8049292,6.667,24.0,0.0,17.0,,,0.0,,,,7.399999999999977,1.0,3.0,7.399999999999977,-1.19,2022,10,7,21,4.85,202.0
2022-10-07 21:01:44,,877.96,6.539,3.0,50.5178077,-84.8048661,6.539,24.0,0.0,17.0,,,0.0,,,,7.600000000000023,1.0,3.0,7.600000000000023,-0.86,2022,10,7,21,4.85,202.0
2022-10-07 21:01:45,,884.51,6.236,3.0,50.5178576,-84.8048024,6.236,24.0,0.0,17.0,,,0.0,,,,7.600000000000023,1.0,3.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:46,,890.7,5.635,3.0,50.5179038,-84.804738,5.635,24.0,0.0,17.0,,,0.0,,,,7.800000000000011,1.0,3.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:47,,896.67,5.404,3.0,50.5179531,-84.8046753,5.404,24.0,0.0,17.0,,,0.0,,,,7.800000000000011,1.0,3.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:48,,901.39,3.632,3.0,50.5179894,-84.80463,3.632,24.0,0.0,17.0,,,0.0,,,,7.800000000000011,1.0,3.0,7.800000000000011,0.11,2022,10,7,21,4.85,202.0
2022-10-07 21:01:49,,904.83,2.373,3.0,50.5180164,-84.8046027,2.373,24.0,0.0,17.0,,,0.0,,,,8.0,2.0,3.0,8.0,0.69,2022,10,7,21,4.85,202.0
2022-10-07 21:01:50,,907.37,1.895,3.0,50.5180344,-84.8045664,1.895,24.0,0.0,17.0,,,0.0,,,,8.0,2.0,3.0,8.0,0.96,2022,10,7,21,4.85,202.0
2022-10-07 21:01:51,,908.64,1.26,3.0,50.5180388,-84.8045484,1.26,24.0,0.0,17.0,,,0.0,,,,8.0,2.0,3.0,8.0,1.17,2022,10,7,21,4.85,202.0
2022-10-07 21:01:52,,909.86,0.916,3.0,50.5180389,-84.8045304,0.916,24.0,0.0,17.0,,,0.0,,,,8.199999999999989,2.0,3.0,8.199999999999989,1.37,2022,10,7,21,4.85,202.0
2022-10-07 21:01:58,,909.93,2.372,3.0,50.5180941,-84.8044663,2.372,24.0,0.0,17.0,,,0.0,,,,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:59,,912.71,2.574,3.0,50.5181221,-84.8044423,2.574,24.0,0.0,17.0,,,0.0,,,,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:00,,917.89,4.036,3.0,50.5181722,-84.8044019,4.036,24.0,5.0,17.0,26.0,98.0,5.0,20.5,86.5,,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:01,,922.6,4.174,3.0,50.5182132,-84.8043652,4.174,24.0,15.0,17.0,27.0,96.5,8.0,20.5,86.5,56.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:02,,927.2,4.629,3.0,50.5182493,-84.8043287,4.629,24.0,24.0,17.0,28.0,95.0,11.0,20.5,86.5,60.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:03,,932.63,5.24,3.0,50.5182911,-84.8042736,5.24,24.0,33.0,17.0,29.0,93.5,15.0,21.0,87.0,61.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:04,,938.2,5.475,3.0,50.5183407,-84.8042197,5.475,24.0,42.0,17.0,29.0,93.0,18.0,28.0,91.5,58.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:05,,943.82,5.799,3.0,50.5183908,-84.804174,5.799,24.0,81.0,17.0,27.5,91.0,129.0,28.0,91.0,54.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:06,,950.23,5.79,3.0,50.518445,-84.8041196,5.79,24.0,85.0,17.0,26.0,89.0,206.0,27.0,90.0,61.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:07,,956.16,5.755,3.0,50.5184898,-84.8040657,5.755,24.0,88.0,18.0,24.5,86.5,194.0,25.5,86.0,63.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:08,,962.28,5.864,3.0,50.5185362,-84.8039914,5.864,24.0,90.0,18.0,24.0,84.0,186.0,22.5,77.5,62.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:09,,968.45,6.099,3.0,50.5185771,-84.803928,6.099,24.0,91.0,18.0,22.0,82.0,176.0,20.5,70.0,63.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:10,,974.31,6.113,3.0,50.5186207,-84.803867,6.113,24.0,92.0,18.0,21.0,76.5,166.0,21.5,68.0,65.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:11,,980.85,6.242,3.0,50.5186713,-84.8038026,6.242,24.0,91.0,18.0,22.0,81.5,158.0,20.5,66.0,67.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:12,,987.44,6.459,3.0,50.5187221,-84.803728,6.459,24.0,88.0,18.0,25.0,90.5,170.0,18.0,65.0,70.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:13,,994.11,6.658,3.0,50.5187582,-84.8036472,6.658,24.0,86.0,19.0,27.0,95.0,181.0,17.0,66.0,70.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:14,,1000.12,6.152,3.0,50.5187995,-84.8035829,6.152,24.0,85.0,19.0,27.0,93.5,204.0,18.0,67.5,65.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:15,,1005.96,5.885,3.0,50.5188409,-84.8035189,5.885,24.0,85.0,19.0,27.5,92.0,199.0,18.5,69.0,61.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:16,,1011.88,5.912,3.0,50.5188863,-84.8034642,5.912,24.0,85.0,19.0,27.5,90.5,170.0,19.5,70.5,63.0,8.399999999999977,2.0,3.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:17,,1017.82,5.95,3.0,50.518932,-84.8034004,5.95,24.0,85.0,19.0,25.0,85.5,159.0,19.5,68.5,60.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:18,,1023.41,5.292,3.0,50.5189773,-84.8033458,5.292,24.0,91.0,20.0,19.5,74.5,144.0,17.5,61.0,57.0,8.600000000000023,2.0,3.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:19,,1028.46,5.164,3.0,50.5190133,-84.803292,5.164,24.0,70.0,20.0,21.5,71.0,125.0,16.0,54.5,61.0,8.800000000000011,2.0,3.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:20,,1034.03,5.013,3.0,50.5190593,-84.8032367,5.013,24.0,46.0,20.0,24.0,74.0,106.0,16.0,54.0,65.0,8.800000000000011,2.0,3.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:21,,1038.68,4.636,3.0,50.5190959,-84.8031907,4.636,24.0,21.0,20.0,27.0,78.0,86.0,16.0,54.5,73.0,9.0,2.0,3.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:22,,1043.35,4.451,3.0,50.5191273,-84.8031458,4.451,24.0,0.0,20.0,30.0,82.5,0.0,16.0,55.0,82.0,9.199999999999989,2.0,3.0,9.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:23,,1047.99,4.327,3.0,50.5191632,-84.8030917,4.327,24.0,9.0,20.0,32.5,86.5,0.0,16.0,56.0,92.0,9.399999999999977,2.0,3.0,9.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:24,,1052.08,3.376,3.0,50.5191859,-84.8030461,3.376,24.0,8.0,20.0,35.5,90.5,0.0,16.0,56.5,100.0,9.399999999999977,2.0,3.0,9.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:25,,1054.5,1.856,3.0,50.5191947,-84.8030101,1.856,24.0,5.0,20.0,34.5,90.0,1.0,13.0,64.0,99.0,9.600000000000023,2.0,3.0,9.600000000000023,0.38,2022,10,7,21,4.85,202.0
2022-10-07 21:02:26,,1055.86,1.348,3.0,50.5191948,-84.8029922,1.348,24.0,3.0,20.0,32.5,89.0,0.0,10.0,73.0,98.0,9.800000000000011,2.0,3.0,9.800000000000011,2.49,2022,10,7,21,4.85,202.0
2022-10-07 21:02:27,,1057.64,1.998,3.0,50.5192036,-84.8029644,1.998,24.0,0.0,20.0,30.5,88.0,0.0,7.0,81.5,98.0,9.800000000000011,3.0,3.0,9.800000000000011,2.8,2022,10,7,21,4.85,202.0
2022-10-07 21:02:28,,1059.81,2.387,3.0,50.5191946,-84.8029365,2.387,24.0,0.0,20.0,28.5,86.5,0.0,3.5,90.0,97.0,9.800000000000011,3.0,3.0,9.800000000000011,3.08,2022,10,7,21,4.85,202.0
2022-10-07 21:02:29,,1062.22,2.571,3.0,50.51919,-84.8029008,2.571,24.0,14.0,20.0,26.5,85.5,10.0,0.5,99.0,94.0,9.800000000000011,3.0,3.0,9.800000000000011,3.34,2022,10,7,21,4.85,202.0
2022-10-07 21:02:30,,1064.88,2.78,3.0,50.5191811,-84.802865,2.78,24.0,40.0,20.0,27.0,92.0,41.0,0.0,100.0,80.0,10.0,3.0,3.0,10.0,3.45,2022,10,7,21,4.85,202.0
2022-10-07 21:02:31,,1067.81,2.879,3.0,50.5191633,-84.8028294,2.879,24.0,65.0,20.0,27.5,94.5,117.0,6.0,98.0,66.0,10.0,3.0,3.0,10.0,3.51,2022,10,7,21,4.85,202.0
2022-10-07 21:02:32,,1070.59,2.848,3.0,50.5191445,-84.8028008,2.848,24.0,78.0,20.0,28.0,94.0,217.0,16.0,95.0,59.0,10.0,3.0,3.0,10.0,3.38,2022,10,7,21,4.85,202.0
2022-10-07 21:02:33,,1073.51,2.857,3.0,50.5191305,-84.8027641,2.857,24.0,88.0,21.0,28.5,93.0,286.0,26.0,92.0,64.0,10.199999999999989,3.0,3.0,10.199999999999989,2.93,2022,10,7,21,4.85,202.0
2022-10-07 21:02:34,,1076.22,3.246,4.0,50.5191127,-84.8027371,3.246,24.0,93.0,21.0,28.0,90.0,244.0,27.0,87.5,57.0,10.199999999999989,3.0,3.0,10.199999999999989,2.36,2022,10,7,21,4.85,202.0
2022-10-07 21:02:35,,1079.77,3.447,4.0,50.519099,-84.8026825,3.447,24.0,88.0,21.0,28.0,91.5,218.0,24.5,79.5,64.0,10.199999999999989,3.0,3.0,10.199999999999989,1.94,2022,10,7,21,4.85,202.0
2022-10-07 21:02:36,,1083.51,3.829,4.0,50.5190828,-84.8026337,3.829,24.0,86.0,21.0,28.0,94.0,249.0,24.0,79.0,61.0,10.399999999999977,3.0,3.0,10.399999999999977,1.76,2022,10,7,21,4.85,202.0
2022-10-07 21:02:37,,1088.49,4.094,4.0,50.5190527,-84.8025808,4.094,24.0,90.0,22.0,28.5,93.5,257.0,28.5,92.0,57.0,10.399999999999977,3.0,3.0,10.399999999999977,1.74,2022,10,7,21,4.85,202.0
2022-10-07 21:02:38,,1093.09,4.174,4.0,50.5190225,-84.8025204,4.174,24.0,91.0,22.0,27.0,94.0,259.0,30.5,90.0,60.0,10.600000000000023,3.0,3.0,10.600000000000023,1.84,2022,10,7,21,4.85,202.0
2022-10-07 21:02:39,,1097.96,4.415,4.0,50.5189936,-84.8024631,4.415,24.0,91.0,22.0,26.0,90.5,255.0,29.5,88.5,63.0,10.800000000000011,3.0,3.0,10.800000000000011,2.14,2022,10,7,21,4.85,202.0
2022-10-07 21:02:40,,1103.28,4.908,4.0,50.5189561,-84.8024077,4.908,24.0,93.0,22.0,24.5,86.5,248.0,28.0,87.5,62.0,11.0,3.0,3.0,11.0,2.56,2022,10,7,21,4.85,202.0
2022-10-07 21:02:41,,1109.29,5.15,4.0,50.5189069,-84.8023537,5.15,24.0,95.0,22.0,23.5,83.0,230.0,26.5,86.5,58.0,11.399999999999977,4.0,3.0,11.399999999999977,3.09,2022,10,7,21,4.85,202.0
2022-10-07 21:02:42,,1114.6,5.464,4.0,50.5188655,-84.8022991,5.464,24.0,95.0,23.0,22.5,80.0,219.0,24.5,83.5,59.0,11.600000000000023,4.0,3.0,11.600000000000023,3.75,2022,10,7,21,4.85,202.0
2022-10-07 21:02:43,,1122.15,7.013,4.0,50.5187978,-84.8022357,7.013,24.0,95.0,23.0,24.0,85.0,213.0,19.0,68.5,67.0,11.800000000000011,4.0,3.0,11.800000000000011,4.09,2022,10,7,21,4.85,202.0
2022-10-07 21:02:44,,1128.66,6.667,4.0,50.5187434,-84.8021723,6.667,24.0,98.0,23.0,22.5,83.5,203.0,22.0,74.5,65.0,11.800000000000011,5.0,3.0,11.800000000000011,4.19,2022,10,7,21,4.85,202.0
2022-10-07 21:02:45,,1135.72,6.994,4.0,50.5186844,-84.8021089,6.994,24.0,98.0,23.0,22.5,83.5,221.0,22.5,79.0,67.0,12.0,5.0,3.0,12.0,3.94,2022,10,7,21,4.85,202.0
2022-10-07 21:02:46,,1143.43,7.463,4.0,50.5186204,-84.8020439,7.463,24.0,95.0,24.0,23.0,84.5,240.0,21.0,81.0,61.0,11.800000000000011,5.0,3.0,11.800000000000011,3.44,2022,10,7,21,4.85,202.0
2022-10-07 21:02:47,,1150.01,6.806,4.0,50.5185798,-84.8019624,6.806,24.0,90.0,24.0,23.5,85.5,231.0,20.5,82.5,57.0,11.800000000000011,5.0,3.0,11.800000000000011,2.39,2022,10,7,21,4.85,202.0
2022-10-07 21:02:48,,1156.19,6.328,4.0,50.5185483,-84.801881,6.328,24.0,91.0,24.0,23.5,88.0,223.0,24.5,80.5,64.0,11.600000000000023,5.0,3.0,11.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:49,,1161.94,5.88,4.0,50.5185301,-84.801808,5.88,24.0,79.0,24.0,21.5,81.5,210.0,23.0,77.5,62.0,11.199999999999989,5.0,3.0,11.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:02:50,,1166.95,5.197,4.0,50.5185156,-84.8017339,5.197,24.0,59.0,24.0,20.0,76.0,196.0,21.5,73.5,59.0,11.0,5.0,3.0,11.0,-0.11,2022,10,7,21,4.85,202.0
2022-10-07 21:02:51,,1172.88,5.823,4.0,50.5184847,-84.8016633,5.823,24.0,39.0,24.0,18.5,71.0,181.0,20.0,68.5,52.0,10.800000000000011,5.0,3.0,10.800000000000011,-0.98,2022,10,7,21,4.85,202.0
2022-10-07 21:02:52,,1179.7,6.553,4.0,50.5184569,-84.8015708,6.553,24.0,99.0,25.0,17.5,66.5,100.0,19.0,64.0,42.0,10.600000000000023,5.0,3.0,10.600000000000023,-1.71,2022,10,7,21,4.85,202.0
2022-10-07 21:02:53,,1187.14,7.244,4.0,50.5184205,-84.8014712,7.244,24.0,94.0,25.0,19.5,71.5,135.0,21.0,73.5,64.0,10.199999999999989,5.0,4.0,10.199999999999989,-2.46,2022,10,7,21,4.85,202.0
2022-10-07 21:02:54,,1194.29,7.175,4.0,50.5183751,-84.8013896,7.175,24.0,67.0,25.0,20.5,74.0,107.0,21.0,,68.0,10.0,5.0,4.0,10.0,-3.12,2022,10,7,21,4.85,202.0
2022-10-07 21:02:55,,1201.04,6.941,4.0,50.5183303,-84.8013179,6.941,24.0,41.0,25.0,20.5,74.0,79.0,19.5,,69.0,9.800000000000011,5.0,4.0,9.800000000000011,-3.64,2022,10,7,21,4.85,202.0
2022-10-07 21:02:56,,1206.53,6.184,4.0,50.5182834,-84.8012619,6.184,24.0,15.0,25.0,21.0,74.5,51.0,18.5,,71.0,9.600000000000023,5.0,5.0,9.600000000000023,-3.8,2022,10,7,21,4.85,202.0
2022-10-07 21:02:57,,1211.89,6.032,4.0,50.5182342,-84.8012171,6.032,24.0,0.0,25.0,21.0,75.0,0.0,17.5,,73.0,9.399999999999977,5.0,5.0,9.399999999999977,-3.57,2022,10,7,21,4.85,202.0
2022-10-07 21:02:58,,1217.99,5.899,4.0,50.5181838,-84.8011712,5.899,24.0,0.0,25.0,21.0,75.5,0.0,16.0,,75.0,9.199999999999989,5.0,5.0,9.199999999999989,-3.23,2022,10,7,21,4.85,202.0
2022-10-07 21:02:59,,1224.33,6.001,4.0,50.5181332,-84.8011064,6.001,24.0,0.0,25.0,21.0,76.0,0.0,15.0,,77.0,8.800000000000011,5.0,5.0,8.800000000000011,-2.91,2022,10,7,21,4.85,202.0
2022-10-07 21:03:00,,1230.99,6.015,4.0,50.5180868,-84.801032,6.015,24.0,0.0,25.0,21.5,76.5,0.0,14.0,,78.0,8.800000000000011,5.0,5.0,8.800000000000011,-2.77,2022,10,7,21,4.85,202.0
2022-10-07 21:03:01,,1238.23,6.304,4.0,50.5180362,-84.8009503,6.304,24.0,0.0,25.0,21.5,77.0,0.0,13.0,,80.0,8.800000000000011,5.0,5.0,8.800000000000011,-2.66,2022,10,7,21,4.85,202.0
2022-10-07 21:03:02,,1245.97,7.012,4.0,50.5179777,-84.8008771,7.012,24.0,0.0,25.0,21.5,77.5,0.0,11.5,,82.0,8.800000000000011,5.0,6.0,8.800000000000011,-2.48,2022,10,7,21,4.85,202.0
2022-10-07 21:03:03,,1253.74,6.835,4.0,50.517927,-84.8007858,6.835,24.0,0.0,25.0,22.0,78.0,0.0,10.5,,84.0,9.0,5.0,6.0,9.0,-1.9,2022,10,7,21,4.85,202.0
2022-10-07 21:03:04,,1260.99,6.476,4.0,50.5178724,-84.8007034,6.476,24.0,0.0,25.0,22.0,78.5,0.0,9.5,,86.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:05,,1269.77,5.366,4.0,50.5178148,-84.8006066,5.366,24.0,0.0,25.0,22.0,78.5,0.0,8.5,,87.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:06,,1273.18,3.587,4.0,50.5177876,-84.8005785,3.587,24.0,0.0,25.0,22.0,79.0,0.0,7.0,,89.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:07,,1278.71,5.342,4.0,50.5177517,-84.8005073,5.342,24.0,0.0,25.0,22.5,79.5,0.0,6.0,,91.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:08,,1281.91,3.75,4.0,50.5177203,-84.8004984,3.75,24.0,0.0,25.0,22.5,80.0,0.0,5.0,,93.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:09,,1281.93,0.0,4.0,50.5176927,-84.8004896,0.0,24.0,0.0,25.0,22.5,80.5,0.0,4.0,,94.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:10,,1281.93,0.0,4.0,50.5176867,-84.8004983,0.0,24.0,0.0,25.0,22.5,81.0,0.0,2.5,,96.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:11,,1281.93,0.0,4.0,50.5176519,-84.8004983,0.0,24.0,8.0,25.0,23.0,81.5,0.0,1.5,,98.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:12,,1281.93,0.0,4.0,50.5176519,-84.8004983,0.0,24.0,12.0,25.0,23.0,82.0,0.0,0.5,,100.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:13,,1281.93,0.0,3.0,50.5176519,-84.8004983,0.0,24.0,8.0,25.0,23.5,83.5,1.0,0.0,,98.0,9.0,5.0,6.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:18,,1282.13,4.452,3.0,50.5175612,-84.8002403,4.452,24.0,27.0,25.0,27.0,95.5,42.0,0.0,,90.0,8.800000000000011,5.0,6.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:19,,1287.36,5.412,3.0,50.5175692,-84.8001604,5.412,24.0,48.0,25.0,26.5,97.0,77.0,4.5,60.5,83.0,8.800000000000011,5.0,6.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:20,,1294.54,6.257,3.0,50.5175898,-84.800067,6.257,24.0,66.0,25.0,25.5,97.0,281.0,15.0,77.5,74.0,8.800000000000011,5.0,6.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:21,,1301.04,6.469,3.0,50.5176264,-84.7999859,6.469,24.0,78.0,26.0,29.0,96.5,320.0,28.5,95.0,65.0,8.600000000000023,5.0,6.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:22,,1308.42,7.117,3.0,50.5176815,-84.7999039,7.117,24.0,82.0,26.0,25.5,95.5,357.0,29.5,96.0,57.0,8.600000000000023,5.0,6.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:23,,1315.75,7.356,3.0,50.5177395,-84.7998326,7.356,24.0,88.0,26.0,23.5,94.5,381.0,27.5,91.5,59.0,8.399999999999977,5.0,6.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:24,,1323.53,7.676,3.0,50.5178037,-84.7997591,7.676,24.0,91.0,27.0,22.0,90.5,305.0,25.0,87.0,61.0,8.399999999999977,5.0,6.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:25,,1331.1,7.615,3.0,50.5178625,-84.7996868,7.615,24.0,92.0,27.0,21.5,83.0,239.0,24.0,84.0,61.0,8.399999999999977,5.0,6.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:26,,1338.9,7.756,3.0,50.5179219,-84.7996132,7.756,24.0,89.0,27.0,21.0,75.5,177.0,22.5,81.0,62.0,8.199999999999989,5.0,6.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:27,,1346.14,7.345,3.0,50.5179769,-84.7995314,7.345,24.0,70.0,27.0,19.0,72.0,139.0,21.5,76.0,63.0,8.199999999999989,5.0,6.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:28,,1353.83,7.778,3.0,50.5180379,-84.7994617,7.778,24.0,46.0,27.0,17.0,69.0,112.0,21.0,70.5,70.0,8.199999999999989,5.0,6.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:29,,1362.24,8.085,3.0,50.5181082,-84.7993865,8.085,24.0,21.0,27.0,10.0,65.0,85.0,15.5,53.0,77.0,8.199999999999989,5.0,6.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:30,,1369.75,7.58,3.0,50.5181683,-84.7993122,7.58,24.0,86.0,27.0,2.5,60.0,19.0,7.0,26.5,85.0,8.199999999999989,5.0,6.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:31,,1376.45,6.996,3.0,50.5182222,-84.7992407,6.996,24.0,83.0,27.0,14.5,55.0,38.0,5.5,20.5,92.0,8.0,5.0,6.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:32,,1383.39,7.02,3.0,50.5182808,-84.7991776,7.02,24.0,86.0,27.0,21.5,75.0,64.0,7.5,29.0,100.0,8.0,5.0,6.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:03:33,,1390.55,7.046,3.0,50.5183357,-84.7991132,7.046,24.0,91.0,27.0,24.5,86.0,114.0,14.0,49.0,86.0,8.0,5.0,6.0,8.0,0.0,2022,10,7,21,4.85,202.0
