cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
87,15,788.72,8.517,2,50.5180178,-84.8088403,227,8.517,2023-04-27 14:34:14,,25.0,81.5,21.5,80.0,17.0,50.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
86,16,797.29,8.522,2,50.5181043,-84.8088813,219,8.522,2023-04-27 14:34:15,,26.0,84.0,22.5,84.0,17.0,57.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
87,16,806.07,8.608,3,50.5181912,-84.808927,219,8.608,2023-04-27 14:34:16,,26.5,86.0,23.0,87.0,17.0,58.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
86,16,814.67,8.602,3,50.5182761,-84.8089762,211,8.602,2023-04-27 14:34:17,,26.0,86.5,22.0,84.5,17.0,56.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
86,16,823.14,8.309,3,50.5183603,-84.8090217,207,8.309,2023-04-27 14:34:18,,25.5,85.5,21.0,81.0,17.0,58.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
85,16,831.13,7.994,3,50.5184369,-84.8090726,206,7.994,2023-04-27 14:34:19,,21.5,77.5,21.0,78.0,17.0,56.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
84,17,838.98,7.994,3,50.5185139,-84.8091225,198,7.994,2023-04-27 14:34:20,,19.5,74.5,21.0,78.0,17.0,56.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
84,17,847.24,7.947,3,50.5185978,-84.8091678,210,7.947,2023-04-27 14:34:21,,22.0,81.0,21.5,81.0,17.0,56.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
83,17,855.45,7.957,3,50.5186796,-84.8092088,218,7.957,2023-04-27 14:34:22,,25.0,87.5,22.0,84.0,17.0,56.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
83,17,863.14,7.893,3,50.5187557,-84.8092488,216,7.893,2023-04-27 14:34:23,,27.0,89.0,22.0,81.5,17.0,54.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
83,18,870.67,7.59,3,50.5188319,-84.8092896,215,7.59,2023-04-27 14:34:24,,26.5,89.0,24.5,89.0,17.0,52.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
83,18,878.89,7.752,3,50.5189147,-84.8093307,216,7.752,2023-04-27 14:34:25,,24.5,89.5,26.5,95.5,17.0,54.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,18,886.98,8.009,3,50.5189952,-84.8093766,204,8.009,2023-04-27 14:34:26,,22.5,90.5,26.5,95.5,17.0,56.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,18,894.5,7.959,3,50.5190706,-84.8094179,192,7.959,2023-04-27 14:34:27,,23.5,89.0,26.5,95.5,17.0,55.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,18,901.91,8.023,3,50.5191433,-84.8094543,190,8.023,2023-04-27 14:34:28,,26.0,90.0,24.0,87.0,17.0,55.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,19,909.92,8.234,3,50.5192236,-84.8094911,192,8.234,2023-04-27 14:34:29,,28.0,93.0,24.0,88.5,17.0,53.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,19,918.07,8.154,3,50.5193086,-84.8095268,194,8.154,2023-04-27 14:34:30,,29.0,95.0,24.5,91.5,17.0,54.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,19,926.16,8.043,3,50.5193905,-84.8095674,195,8.043,2023-04-27 14:34:31,,28.0,94.5,24.0,91.0,17.0,55.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
83,19,934.44,8.169,3,50.519474,-84.8096094,220,8.169,2023-04-27 14:34:32,,27.5,94.0,24.0,90.0,17.0,57.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
84,19,942.63,8.473,3,50.5195587,-84.8096451,214,8.473,2023-04-27 14:34:33,,27.0,93.5,23.5,89.5,17.0,58.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
85,20,950.8,8.506,3,50.5196413,-84.8096807,207,8.506,2023-04-27 14:34:34,,26.5,93.0,23.5,88.5,17.0,59.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
85,20,959.1,8.154,3,50.5197248,-84.8097178,200,8.154,2023-04-27 14:34:35,,26.0,92.5,23.0,88.0,17.0,56.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
85,20,967.43,8.303,3,50.5198107,-84.8097584,212,8.303,2023-04-27 14:34:36,,25.5,92.0,23.0,87.0,17.0,52.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
85,20,975.8,8.436,3,50.5198952,-84.8097996,228,8.436,2023-04-27 14:34:37,,26.5,92.0,24.0,86.5,17.0,51.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
84,21,984.23,8.319,3,50.5199789,-84.8098368,221,8.319,2023-04-27 14:34:38,,26.0,91.0,23.5,82.5,17.0,49.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
85,21,992.51,8.093,3,50.5200629,-84.8098776,211,8.093,2023-04-27 14:34:39,,26.0,90.0,21.5,76.5,17.0,56.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
84,21,1000.43,7.753,3,50.5201429,-84.8099233,195,7.753,2023-04-27 14:34:40,,25.5,88.5,20.0,71.0,17.0,60.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
84,21,1008.36,7.684,3,50.5202219,-84.8099684,201,7.684,2023-04-27 14:34:41,,25.0,87.5,18.0,65.0,17.0,55.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
84,21,1016.62,7.745,3,50.5203036,-84.8100138,215,7.745,2023-04-27 14:34:42,,25.5,86.5,18.0,65.0,17.0,51.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
83,22,1024.78,7.873,3,50.5203854,-84.8100593,229,7.873,2023-04-27 14:34:43,,26.0,87.0,18.0,65.0,17.0,55.0,2.6000000000000227,0.0,0.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
82,22,1033.11,7.844,3,50.5204696,-84.8101005,217,7.844,2023-04-27 14:34:44,,26.0,86.5,19.5,70.5,17.0,59.0,2.8000000000000114,0.0,0.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
81,22,1041.21,7.521,3,50.5205513,-84.8101367,201,7.521,2023-04-27 14:34:45,,25.0,85.5,21.0,77.5,17.0,61.0,3.0,0.0,0.0,3.0,0.0,2023,4,27,14,2.56,149.0
81,22,1048.64,7.188,3,50.5206263,-84.810173,196,7.188,2023-04-27 14:34:46,,25.5,89.5,18.5,71.5,17.0,61.0,3.0,0.0,0.0,3.0,0.0,2023,4,27,14,2.56,149.0
81,22,1056.17,7.177,3,50.5207043,-84.8102054,193,7.177,2023-04-27 14:34:47,,25.0,89.5,22.0,79.5,17.0,63.0,3.0,0.0,0.0,3.0,0.0,2023,4,27,14,2.56,149.0
80,23,1063.5,6.813,3,50.5207814,-84.8102282,213,6.813,2023-04-27 14:34:48,,25.5,90.0,24.5,86.0,17.0,54.0,3.1999999999999886,0.0,0.0,3.1999999999999886,0.0,2023,4,27,14,2.56,149.0
80,23,1070.59,6.419,3,50.5208555,-84.8102512,246,6.419,2023-04-27 14:34:49,,26.0,90.0,25.5,92.0,17.0,52.0,3.1999999999999886,0.0,0.0,3.1999999999999886,0.0,2023,4,27,14,2.56,149.0
81,23,1077.39,6.927,3,50.5209169,-84.8102964,256,6.927,2023-04-27 14:34:50,,26.5,90.5,26.5,96.5,17.0,52.0,3.3999999999999773,0.0,0.0,3.3999999999999773,0.0,2023,4,27,14,2.56,149.0
84,23,1083.61,6.623,3,50.5209658,-84.8103586,265,6.623,2023-04-27 14:34:51,,27.0,91.0,26.5,96.5,17.0,52.0,3.6000000000000227,0.0,0.0,3.6000000000000227,0.0,2023,4,27,14,2.56,149.0
84,24,1090.47,6.311,3,50.5210271,-84.8104142,274,6.311,2023-04-27 14:34:52,,27.0,91.5,26.5,97.0,17.0,54.0,3.6000000000000227,0.0,0.0,3.6000000000000227,0.0,2023,4,27,14,2.56,149.0
83,24,1098.01,6.802,3,50.5211002,-84.8104642,273,6.802,2023-04-27 14:34:53,,27.5,91.5,26.5,97.0,17.0,54.0,3.8000000000000114,0.0,0.0,3.8000000000000114,0.0,2023,4,27,14,2.56,149.0
82,24,1105.37,6.787,3,50.5211718,-84.8105137,255,6.787,2023-04-27 14:34:54,,27.5,92.0,26.0,96.0,16.0,54.0,4.0,0.0,0.0,4.0,0.0,2023,4,27,14,2.56,149.0
81,24,1112.57,6.533,3,50.521241,-84.8105553,239,6.533,2023-04-27 14:34:55,,27.0,91.5,24.0,91.0,16.0,55.0,4.199999999999989,0.0,0.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
83,25,1118.74,6.314,3,50.5212942,-84.8106006,235,6.314,2023-04-27 14:34:56,,26.0,91.0,22.0,86.0,16.0,55.0,4.399999999999977,0.0,0.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
84,25,1124.33,6.434,3,50.5213428,-84.8106459,259,6.434,2023-04-27 14:34:57,4.0,27.0,95.5,23.0,92.0,16.0,57.0,4.600000000000023,0.0,0.0,4.600000000000023,0.0,2023,4,27,14,2.56,149.0
84,25,1130.67,6.524,3,50.5214041,-84.8106865,263,6.524,2023-04-27 14:34:58,,26.5,94.5,24.5,97.0,16.0,57.0,5.0,0.0,0.0,5.0,0.0,2023,4,27,14,2.56,149.0
83,25,1137.16,6.197,3,50.5214603,-84.8107416,242,6.197,2023-04-27 14:34:59,,24.0,87.5,24.5,94.5,16.0,56.0,5.199999999999989,0.0,0.0,5.199999999999989,0.0,2023,4,27,14,2.56,149.0
66,25,1143.12,5.488,3,50.5215115,-84.8107917,224,5.488,2023-04-27 14:35:00,,24.5,87.5,24.0,84.5,16.0,,5.399999999999977,0.0,0.0,5.399999999999977,0.0,2023,4,27,14,2.56,149.0
42,25,1148.76,4.931,3,50.5215623,-84.8108368,207,4.931,2023-04-27 14:35:01,,,,,,16.0,,5.600000000000023,0.0,0.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
18,25,1154.38,4.874,3,50.5216102,-84.8108832,190,4.874,2023-04-27 14:35:02,,,,,,16.0,,5.800000000000011,0.0,0.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
0,25,1160.32,5.518,3,50.5216666,-84.8109193,0,5.518,2023-04-27 14:35:03,,,,,,16.0,,6.0,0.0,0.0,6.0,0.0,2023,4,27,14,2.56,149.0
0,25,1165.9,5.668,3,50.5217214,-84.8109471,0,5.668,2023-04-27 14:35:04,,,,,,16.0,,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
0,25,1170.88,5.128,3,50.5217734,-84.810961,0,5.128,2023-04-27 14:35:05,,,,,,16.0,,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
0,25,1174.86,4.25,3,50.5218175,-84.8109659,0,4.25,2023-04-27 14:35:06,,,,,,16.0,,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
0,25,1177.38,2.989,3,50.5218447,-84.81097,0,2.989,2023-04-27 14:35:07,,,,,,16.0,,6.600000000000023,0.0,0.0,6.600000000000023,0.0,2023,4,27,14,2.56,149.0
0,25,1179.51,2.335,3,50.5218656,-84.8109792,0,2.335,2023-04-27 14:35:08,,,,,,16.0,,6.800000000000011,0.0,0.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
0,25,1181.72,2.207,3,50.5218888,-84.8109841,0,2.207,2023-04-27 14:35:09,,,,,,16.0,,6.800000000000011,0.0,0.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
0,25,1182.95,1.22,3,50.5219135,-84.8109841,0,1.22,2023-04-27 14:35:10,,,,,,16.0,,6.800000000000011,0.0,0.0,6.800000000000011,1.33,2023,4,27,14,2.56,149.0
38,26,1184.7,4.644,2,50.5220262,-84.8110008,100,4.644,2023-04-27 14:35:26,,,,,,16.0,60.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
50,26,1189.01,4.424,2,50.5220714,-84.8110188,325,4.424,2023-04-27 14:35:27,,23.0,88.5,27.5,96.0,16.0,59.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
55,26,1193.58,4.325,2,50.52212,-84.811021,338,4.325,2023-04-27 14:35:28,,24.0,88.5,25.0,90.5,16.0,58.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
59,27,1198.0,4.408,2,50.5221669,-84.8110198,346,4.408,2023-04-27 14:35:29,,25.0,88.5,22.5,85.0,16.0,57.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
62,27,1203.3,5.093,2,50.5222208,-84.8110379,349,5.093,2023-04-27 14:35:30,,22.0,84.5,22.0,88.5,16.0,56.0,7.199999999999989,0.0,1.0,7.199999999999989,0.0,2023,4,27,14,2.56,149.0
64,27,1209.35,5.801,2,50.5222823,-84.8110645,353,5.801,2023-04-27 14:35:31,,21.5,82.5,21.5,87.0,16.0,55.0,7.199999999999989,0.0,1.0,7.199999999999989,0.12,2023,4,27,14,2.56,149.0
67,28,1215.73,6.277,2,50.5223476,-84.8110966,357,6.277,2023-04-27 14:35:32,,22.0,81.5,20.5,84.0,16.0,54.0,7.199999999999989,0.0,1.0,7.199999999999989,0.12,2023,4,27,14,2.56,149.0
73,28,1221.98,6.31,2,50.522411,-84.8111275,339,6.31,2023-04-27 14:35:33,,22.5,80.5,20.0,81.5,16.0,53.0,7.199999999999989,0.0,1.0,7.199999999999989,0.0,2023,4,27,14,2.56,149.0
74,28,1228.1,6.127,2,50.5224706,-84.8111642,282,6.127,2023-04-27 14:35:34,,22.5,79.5,19.0,79.0,16.0,54.0,7.199999999999989,0.0,1.0,7.199999999999989,0.0,2023,4,27,14,2.56,149.0
75,28,1233.92,5.839,2,50.5225265,-84.8112012,220,5.839,2023-04-27 14:35:35,,23.0,78.5,18.5,76.0,16.0,55.0,7.199999999999989,0.0,1.0,7.199999999999989,0.0,2023,4,27,14,2.56,149.0
71,29,1239.95,5.959,2,50.5225829,-84.8112376,169,5.959,2023-04-27 14:35:36,,23.5,77.5,17.5,73.5,16.0,56.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
50,29,1246.07,6.115,2,50.5226419,-84.8112778,145,6.115,2023-04-27 14:35:37,,21.0,79.5,17.0,71.5,16.0,50.0,7.0,0.0,1.0,7.0,0.0,2023,4,27,14,2.56,149.0
29,29,1251.72,5.73,3,50.5226969,-84.8113111,121,5.73,2023-04-27 14:35:38,,11.5,89.0,18.0,72.0,16.0,39.0,6.800000000000011,0.0,1.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
61,29,1257.51,5.774,3,50.5227559,-84.8113419,115,5.774,2023-04-27 14:35:39,,2.0,98.0,18.5,72.0,16.0,30.0,6.800000000000011,0.0,1.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
85,29,1264.25,6.585,3,50.5228233,-84.8113872,161,6.585,2023-04-27 14:35:40,,17.0,97.5,25.0,82.5,16.0,48.0,6.800000000000011,0.0,1.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
91,30,1272.05,7.482,3,50.5228996,-84.8114323,420,7.482,2023-04-27 14:35:41,,25.0,97.0,29.0,93.0,16.0,48.0,6.800000000000011,0.0,1.0,6.800000000000011,0.0,2023,4,27,14,2.56,149.0
92,30,1280.46,8.033,3,50.5229816,-84.8114819,417,8.033,2023-04-27 14:35:42,,20.5,97.5,29.0,98.0,16.0,47.0,6.399999999999977,0.0,1.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
72,30,1289.47,8.774,3,50.5230701,-84.8115285,385,8.774,2023-04-27 14:35:43,,15.5,95.0,29.0,98.0,16.0,50.0,6.199999999999989,0.0,1.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
74,31,1298.91,9.308,3,50.5231676,-84.8115649,303,9.308,2023-04-27 14:35:44,,30.5,99.0,29.0,96.5,16.0,53.0,6.0,0.0,1.0,6.0,-0.76,2023,4,27,14,2.56,149.0
81,31,1308.7,9.578,3,50.5232686,-84.8116058,321,9.578,2023-04-27 14:35:45,,30.5,98.5,29.0,96.5,16.0,56.0,5.800000000000011,0.0,1.0,5.800000000000011,-1.54,2023,4,27,14,2.56,149.0
90,31,1318.3,9.642,3,50.5233638,-84.8116551,395,9.642,2023-04-27 14:35:46,,30.5,99.0,28.5,96.0,16.0,55.0,5.600000000000023,0.0,1.0,5.600000000000023,-1.68,2023,4,27,14,2.56,149.0
92,32,1327.03,9.128,3,50.5234499,-84.8117079,449,9.128,2023-04-27 14:35:47,,31.0,98.5,28.0,96.0,16.0,52.0,5.399999999999977,0.0,1.0,5.399999999999977,-1.79,2023,4,27,14,2.56,149.0
94,32,1335.72,8.742,3,50.5235363,-84.8117586,456,8.742,2023-04-27 14:35:48,,27.0,94.5,30.0,99.5,16.0,50.0,5.0,0.0,1.0,5.0,-1.93,2023,4,27,14,2.56,149.0
96,33,1344.93,9.055,3,50.5236276,-84.8118056,453,9.055,2023-04-27 14:35:49,,29.5,97.0,25.5,97.0,16.0,51.0,5.0,0.0,1.0,5.0,-2.04,2023,4,27,14,2.56,149.0
96,33,1355.47,10.118,3,50.5237335,-84.8118555,455,10.118,2023-04-27 14:35:50,,29.0,95.5,24.5,96.0,16.0,50.0,4.800000000000011,0.0,2.0,4.800000000000011,-2.08,2023,4,27,14,2.56,149.0
94,34,1367.26,11.309,3,50.5238548,-84.8119061,422,11.309,2023-04-27 14:35:51,,27.5,93.0,24.5,95.0,16.0,52.0,4.600000000000023,0.0,2.0,4.600000000000023,-2.1,2023,4,27,14,2.56,149.0
88,34,1379.45,11.99,3,50.5239819,-84.8119476,416,11.99,2023-04-27 14:35:52,,26.0,90.5,25.0,94.5,16.0,54.0,4.199999999999989,0.0,2.0,4.199999999999989,-2.19,2023,4,27,14,2.56,149.0
88,35,1392.12,12.522,3,50.5241149,-84.8119927,405,12.522,2023-04-27 14:35:53,,25.0,88.0,25.0,93.5,16.0,53.0,4.0,0.0,2.0,4.0,-2.25,2023,4,27,14,2.56,149.0
88,35,1403.89,12.052,3,50.5242362,-84.8120423,333,12.052,2023-04-27 14:35:54,,24.5,86.0,26.5,93.5,16.0,53.0,3.8000000000000114,0.0,3.0,3.8000000000000114,-2.19,2023,4,27,14,2.56,149.0
87,35,1415.69,11.885,3,50.5243579,-84.8120876,275,11.885,2023-04-27 14:35:55,,25.0,85.0,27.5,93.5,16.0,53.0,3.8000000000000114,0.0,3.0,3.8000000000000114,-2.04,2023,4,27,14,2.56,149.0
87,35,1427.26,11.606,3,50.5244785,-84.8121377,268,11.606,2023-04-27 14:35:56,,24.5,81.5,27.5,93.5,16.0,52.0,3.8000000000000114,0.0,3.0,3.8000000000000114,-1.77,2023,4,27,14,2.56,149.0
87,36,1437.85,10.92,3,50.5245843,-84.8121917,274,10.92,2023-04-27 14:35:57,,21.0,73.0,27.5,93.5,16.0,55.0,3.6000000000000227,0.0,3.0,3.6000000000000227,-1.46,2023,4,27,14,2.56,149.0
89,36,1448.68,10.772,3,50.5246939,-84.8122426,317,10.772,2023-04-27 14:35:58,,25.0,94.0,25.5,96.0,16.0,63.0,3.3999999999999773,0.0,3.0,3.3999999999999773,-1.23,2023,4,27,14,2.56,149.0
90,36,1459.87,10.988,3,50.5248085,-84.8122937,371,10.988,2023-04-27 14:35:59,,29.0,98.5,25.5,96.5,16.0,54.0,3.0,0.0,3.0,3.0,-1.11,2023,4,27,14,2.56,149.0
90,37,1470.39,10.721,3,50.524914,-84.8123475,392,10.721,2023-04-27 14:36:00,,30.0,97.0,26.0,96.0,16.0,51.0,2.8000000000000114,0.0,3.0,2.8000000000000114,-1.07,2023,4,27,14,2.56,149.0
90,37,1480.83,10.664,3,50.5250185,-84.812401,360,10.664,2023-04-27 14:36:01,,29.0,94.0,25.5,94.5,16.0,51.0,2.6000000000000227,0.0,4.0,2.6000000000000227,-1.14,2023,4,27,14,2.56,149.0
89,37,1491.68,10.729,3,50.525127,-84.8124562,320,10.729,2023-04-27 14:36:02,,28.0,90.5,25.0,93.0,16.0,51.0,2.3999999999999773,0.0,4.0,2.3999999999999773,-1.32,2023,4,27,14,2.56,149.0
88,38,1502.38,10.595,3,50.5252349,-84.8125072,273,10.595,2023-04-27 14:36:03,,25.0,83.0,22.5,85.5,16.0,52.0,2.3999999999999773,0.0,4.0,2.3999999999999773,-1.5,2023,4,27,14,2.56,149.0
87,38,1512.56,10.427,3,50.5253381,-84.812556,248,10.427,2023-04-27 14:36:04,,22.0,75.5,20.5,78.0,16.0,50.0,2.3999999999999773,0.0,5.0,2.3999999999999773,-1.62,2023,4,27,14,2.56,149.0
87,38,1522.9,10.462,3,50.5254426,-84.8126058,315,10.462,2023-04-27 14:36:05,,22.5,78.0,21.5,80.0,16.0,70.0,2.1999999999999886,0.0,5.0,2.1999999999999886,-1.63,2023,4,27,14,2.56,149.0
88,39,1534.05,10.956,3,50.5255571,-84.8126556,491,10.956,2023-04-27 14:36:06,,26.0,89.0,24.5,89.5,16.0,64.0,2.1999999999999886,0.0,5.0,2.1999999999999886,-1.5,2023,4,27,14,2.56,149.0
90,40,1545.03,10.867,3,50.5256676,-84.8127106,531,10.867,2023-04-27 14:36:07,,29.0,99.0,27.5,98.0,16.0,48.0,2.0,0.0,5.0,2.0,-1.31,2023,4,27,14,2.56,149.0
91,40,1555.65,10.712,3,50.5257722,-84.8127651,571,10.712,2023-04-27 14:36:08,,30.5,99.0,29.0,98.5,16.0,54.0,2.0,0.0,5.0,2.0,-1.07,2023,4,27,14,2.56,149.0
92,41,1566.33,10.783,3,50.525878,-84.812823,572,10.783,2023-04-27 14:36:09,,32.5,99.5,31.0,99.0,15.0,45.0,2.0,0.0,5.0,2.0,-0.83,2023,4,27,14,2.56,149.0
88,41,1576.92,10.549,3,50.5259827,-84.8128835,469,10.549,2023-04-27 14:36:10,,29.5,92.5,30.5,99.0,15.0,35.0,2.0,0.0,5.0,2.0,-0.37,2023,4,27,14,2.56,149.0
64,41,1587.2,10.371,3,50.5260857,-84.8129446,396,10.371,2023-04-27 14:36:11,,24.0,81.0,28.5,98.5,15.0,30.0,1.8000000000000114,0.0,5.0,1.8000000000000114,-0.25,2023,4,27,14,2.56,149.0
40,41,1596.94,10.009,3,50.5261823,-84.813003,322,10.009,2023-04-27 14:36:12,,18.0,69.0,27.0,97.5,15.0,35.0,1.8000000000000114,0.0,5.0,1.8000000000000114,-0.49,2023,4,27,14,2.56,149.0
16,41,1606.86,9.934,3,50.5262809,-84.813053,249,9.934,2023-04-27 14:36:13,,18.0,68.5,26.0,95.5,15.0,39.0,1.8000000000000114,0.0,5.0,1.8000000000000114,-0.45,2023,4,27,14,2.56,149.0
0,41,1617.14,10.129,3,50.5263872,-84.8130944,0,10.129,2023-04-27 14:36:14,,19.0,70.0,25.0,93.0,15.0,43.0,2.0,0.0,5.0,2.0,-0.22,2023,4,27,14,2.56,149.0
0,41,1627.26,9.872,3,50.5264923,-84.8131318,0,9.872,2023-04-27 14:36:15,,20.0,71.5,24.5,90.5,15.0,47.0,2.0,0.0,5.0,2.0,0.0,2023,4,27,14,2.56,149.0
0,41,1637.23,9.82,3,50.526597,-84.8131686,0,9.82,2023-04-27 14:36:16,,21.0,73.0,23.5,88.0,15.0,51.0,2.1999999999999886,0.0,5.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
0,41,1646.39,9.363,3,50.5266924,-84.8132049,0,9.363,2023-04-27 14:36:17,,22.0,74.5,23.0,85.5,15.0,56.0,2.1999999999999886,0.0,5.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
0,41,1654.48,8.511,3,50.5267749,-84.8132406,0,8.511,2023-04-27 14:36:18,,23.0,76.0,22.0,83.0,15.0,60.0,2.3999999999999773,1.0,5.0,2.3999999999999773,0.2,2023,4,27,14,2.56,149.0
0,41,1662.23,8.053,3,50.5268526,-84.8132786,0,8.053,2023-04-27 14:36:19,,24.0,77.5,21.5,80.5,15.0,64.0,2.6000000000000227,1.0,5.0,2.6000000000000227,0.52,2023,4,27,14,2.56,149.0
53,41,1670.08,7.804,3,50.5269296,-84.8133206,23,7.804,2023-04-27 14:36:20,,25.0,79.0,20.5,78.0,15.0,68.0,2.6000000000000227,1.0,5.0,2.6000000000000227,0.73,2023,4,27,14,2.56,149.0
70,41,1677.38,7.342,3,50.5270021,-84.8133597,93,7.342,2023-04-27 14:36:21,,26.0,80.5,20.5,76.0,15.0,66.0,2.8000000000000114,1.0,5.0,2.8000000000000114,0.9,2023,4,27,14,2.56,149.0
79,41,1683.71,6.595,3,50.5270657,-84.8133915,129,6.595,2023-04-27 14:36:22,,24.5,81.5,23.0,83.5,15.0,52.0,3.1999999999999886,1.0,5.0,3.1999999999999886,1.07,2023,4,27,14,2.56,149.0
85,42,1689.15,5.707,3,50.5271205,-84.813419,184,5.707,2023-04-27 14:36:23,,22.0,78.0,20.5,84.5,15.0,49.0,3.1999999999999886,1.0,5.0,3.1999999999999886,1.26,2023,4,27,14,2.56,149.0
83,42,1695.13,5.896,3,50.5271823,-84.8134464,204,5.896,2023-04-27 14:36:24,,23.0,82.5,20.5,84.0,15.0,56.0,3.3999999999999773,2.0,5.0,3.3999999999999773,1.5,2023,4,27,14,2.56,149.0
83,42,1702.36,6.897,3,50.5272575,-84.8134737,224,6.897,2023-04-27 14:36:25,,25.5,90.0,23.0,83.5,15.0,56.0,3.6000000000000227,2.0,5.0,3.6000000000000227,1.8,2023,4,27,14,2.56,149.0
82,42,1709.83,7.326,3,50.5273349,-84.8135011,237,7.326,2023-04-27 14:36:26,,27.5,91.5,23.5,83.5,15.0,53.0,3.6000000000000227,2.0,5.0,3.6000000000000227,2.09,2023,4,27,14,2.56,149.0
81,43,1717.36,7.489,3,50.5274147,-84.8135284,233,7.489,2023-04-27 14:36:27,,27.0,90.0,24.0,85.5,15.0,53.0,3.8000000000000114,2.0,5.0,3.8000000000000114,2.27,2023,4,27,14,2.56,149.0
81,43,1724.68,7.504,3,50.5274917,-84.8135533,236,7.504,2023-04-27 14:36:28,,27.0,89.0,25.0,87.0,15.0,54.0,4.0,2.0,5.0,4.0,2.36,2023,4,27,14,2.56,149.0
