ascent,descent,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,distance,temperature,cadence,power,calories,left_pedal_smoothness,right_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_torque_effectiveness,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
13,12,6.747,2,50.5286292,-84.7864627,6.747,2022-10-22 00:19:30,,2816.72,13.0,95.0,404.0,77.0,33.5,36.5,51.0,100.0,100.0,5.199999999999989,5.199999999999989,1.5,2022,10,22,0,4.02,243.0
13,12,6.775,2,50.5285973,-84.7863899,6.775,2022-10-22 00:19:31,,2823.25,13.0,96.0,382.0,78.0,33.5,38.0,50.0,99.5,100.0,5.399999999999977,5.399999999999977,1.28,2022,10,22,0,4.02,243.0
13,12,6.684,2,50.5285746,-84.7862989,6.684,2022-10-22 00:19:32,,2829.53,13.0,96.0,362.0,78.0,29.5,34.5,45.0,96.0,98.0,5.600000000000023,5.600000000000023,1.16,2022,10,22,0,4.02,243.0
13,12,6.56,2,50.5285609,-84.786217,6.56,2022-10-22 00:19:33,,2835.72,13.0,97.0,354.0,78.0,26.5,32.5,58.0,96.5,95.0,5.600000000000023,5.600000000000023,1.16,2022,10,22,0,4.02,243.0
13,12,6.721,2,50.5285564,-84.7861168,6.721,2022-10-22 00:19:34,,2842.14,13.0,98.0,388.0,79.0,22.5,31.0,51.0,88.5,92.5,5.800000000000011,5.800000000000011,1.27,2022,10,22,0,4.02,243.0
13,12,6.657,2,50.5285518,-84.7860258,6.657,2022-10-22 00:19:35,,2848.62,13.0,97.0,382.0,79.0,21.0,29.5,49.0,83.0,90.5,6.0,6.0,1.45,2022,10,22,0,4.02,243.0
14,12,6.335,2,50.5285518,-84.7859348,6.335,2022-10-22 00:19:36,,2854.81,13.0,97.0,377.0,80.0,27.0,29.5,53.0,96.0,90.5,6.199999999999989,6.199999999999989,1.71,2022,10,22,0,4.02,243.0
14,12,6.264,2,50.5285518,-84.7858438,6.264,2022-10-22 00:19:37,,2860.9,13.0,97.0,374.0,80.0,32.0,30.5,54.0,97.5,93.5,6.600000000000023,6.600000000000023,1.97,2022,10,22,0,4.02,243.0
14,12,6.344,3,50.5285518,-84.7857618,6.344,2022-10-22 00:19:38,,2867.11,13.0,97.0,374.0,80.0,36.5,31.0,57.0,99.5,96.0,6.800000000000011,6.800000000000011,2.17,2022,10,22,0,4.02,243.0
14,12,6.366,3,50.5285518,-84.7856708,6.366,2022-10-22 00:19:39,,2873.43,13.0,98.0,360.0,81.0,35.0,34.5,51.0,99.0,98.0,7.0,7.0,2.41,2022,10,22,0,4.02,243.0
15,12,6.607,3,50.5285518,-84.7855707,6.607,2022-10-22 00:19:40,,2879.82,13.0,99.0,344.0,81.0,30.0,37.5,51.0,98.5,99.0,7.399999999999977,7.399999999999977,2.65,2022,10,22,0,4.02,243.0
15,12,6.586,3,50.5285473,-84.7854797,6.586,2022-10-22 00:19:41,,2886.18,13.0,100.0,333.0,81.0,29.0,36.0,52.0,98.0,97.0,7.600000000000023,7.600000000000023,2.86,2022,10,22,0,4.02,243.0
15,12,6.753,3,50.5285427,-84.7853887,6.753,2022-10-22 00:19:42,,2892.87,13.0,100.0,324.0,82.0,24.5,35.0,45.0,85.0,95.5,7.800000000000011,7.800000000000011,3.05,2022,10,22,0,4.02,243.0
15,12,7.447,3,50.5285245,-84.7852794,7.447,2022-10-22 00:19:43,,2900.51,13.0,102.0,337.0,82.0,28.0,32.5,45.0,94.0,92.5,8.0,8.0,3.19,2022,10,22,0,4.02,243.0
16,12,7.934,3,50.5285109,-84.7851702,7.934,2022-10-22 00:19:44,,2908.31,13.0,105.0,416.0,82.0,30.5,35.5,45.0,99.5,95.0,8.199999999999989,8.199999999999989,3.29,2022,10,22,0,4.02,243.0
16,12,7.141,3,50.5285063,-84.785061,7.141,2022-10-22 00:19:45,,2915.74,13.0,106.0,432.0,83.0,29.0,40.5,45.0,96.0,100.0,8.399999999999977,8.399999999999977,3.35,2022,10,22,0,4.02,243.0
16,12,7.564,3,50.5284927,-84.7849518,7.564,2022-10-22 00:19:46,,2923.21,13.0,109.0,440.0,83.0,24.5,40.5,46.0,86.0,100.0,8.600000000000023,8.600000000000023,3.35,2022,10,22,0,4.02,243.0
16,12,7.579,3,50.5284836,-84.7848425,7.579,2022-10-22 00:19:47,,2930.8,13.0,107.0,381.0,84.0,22.5,32.0,53.0,77.0,85.5,8.800000000000011,8.800000000000011,3.24,2022,10,22,0,4.02,243.0
16,12,7.417,3,50.5284881,-84.7847333,7.417,2022-10-22 00:19:48,,2938.47,13.0,102.0,250.0,84.0,27.5,28.5,52.0,83.5,83.0,9.0,9.0,3.03,2022,10,22,0,4.02,243.0
17,12,7.084,3,50.5284972,-84.7846423,7.084,2022-10-22 00:19:49,,2945.31,13.0,96.0,240.0,84.0,30.0,28.5,49.0,88.5,87.5,9.199999999999989,9.199999999999989,2.81,2022,10,22,0,4.02,243.0
17,12,7.16,3,50.5284927,-84.7845239,7.16,2022-10-22 00:19:50,,2952.67,13.0,95.0,220.0,84.0,20.5,25.0,49.0,69.5,82.5,9.199999999999989,9.199999999999989,2.51,2022,10,22,0,4.02,243.0
17,12,7.134,3,50.5284927,-84.7844238,7.134,2022-10-22 00:19:51,,2959.9,13.0,94.0,200.0,84.0,19.0,27.0,56.0,71.0,81.0,9.199999999999989,9.199999999999989,2.17,2022,10,22,0,4.02,243.0
17,12,6.963,3,50.5284881,-84.7843146,6.963,2022-10-22 00:19:52,,2967.45,13.0,86.0,180.0,85.0,17.5,26.0,53.0,61.5,78.5,9.399999999999977,9.399999999999977,1.83,2022,10,22,0,4.02,243.0
17,12,6.583,3,50.5284881,-84.7842145,6.583,2022-10-22 00:19:53,,2974.31,13.0,72.0,77.0,85.0,9.5,22.5,43.0,32.0,71.5,9.399999999999977,9.399999999999977,1.53,2022,10,22,0,4.02,243.0
17,12,6.223,3,50.5284836,-84.7841234,6.223,2022-10-22 00:19:54,,2980.72,13.0,51.0,63.0,85.0,1.5,19.5,32.0,6.5,64.5,9.399999999999977,9.399999999999977,1.29,2022,10,22,0,4.02,243.0
18,12,6.048,3,50.5284836,-84.7840324,6.048,2022-10-22 00:19:55,,2987.04,13.0,30.0,50.0,85.0,2.5,18.5,25.0,10.5,62.5,9.600000000000023,9.600000000000023,1.15,2022,10,22,0,4.02,243.0
18,12,5.795,3,50.5284836,-84.7839414,5.795,2022-10-22 00:19:56,,2992.97,13.0,9.0,36.0,85.0,4.0,18.0,27.0,15.0,61.0,9.600000000000023,9.600000000000023,1.07,2022,10,22,0,4.02,243.0
18,12,5.161,3,50.5284881,-84.7838686,5.161,2022-10-22 00:19:57,,2998.42,13.0,0.0,0.0,85.0,5.0,17.5,28.0,19.0,59.0,9.800000000000011,9.800000000000011,1.07,2022,10,22,0,4.02,243.0
18,12,4.91,3,50.5284927,-84.7837867,4.91,2022-10-22 00:19:58,,3003.44,13.0,0.0,0.0,85.0,6.5,17.0,30.0,23.5,57.5,9.800000000000011,9.800000000000011,1.16,2022,10,22,0,4.02,243.0
18,12,4.21,3,50.5284927,-84.783723,4.21,2022-10-22 00:19:59,,3008.21,13.0,0.0,0.0,85.0,7.5,16.5,31.0,27.5,55.5,9.800000000000011,9.800000000000011,1.26,2022,10,22,0,4.02,243.0
18,12,3.61,3,50.5284881,-84.7836683,3.61,2022-10-22 00:20:00,,3012.13,13.0,0.0,0.0,85.0,9.0,16.0,33.0,32.0,54.0,10.0,10.0,1.29,2022,10,22,0,4.02,243.0
18,12,1.857,3,50.5284972,-84.7836501,1.857,2022-10-22 00:20:01,,3013.98,13.0,0.0,0.0,85.0,10.0,15.0,34.0,36.0,52.0,10.0,10.0,1.29,2022,10,22,0,4.02,243.0
18,12,1.65,3,50.5285018,-84.7836046,1.65,2022-10-22 00:20:02,,3016.73,13.0,0.0,0.0,85.0,11.5,14.5,36.0,40.5,50.5,10.199999999999989,10.199999999999989,1.3,2022,10,22,0,4.02,243.0
18,12,1.239,3,50.5284836,-84.7835773,1.239,2022-10-22 00:20:03,,3019.17,13.0,0.0,0.0,85.0,12.5,14.0,37.0,44.5,49.0,10.199999999999989,10.199999999999989,1.33,2022,10,22,0,4.02,243.0
18,12,2.832,3,50.5283516,-84.7834499,2.832,2022-10-22 00:20:09,,3019.51,13.0,27.0,47.0,85.0,20.0,10.5,46.0,70.0,38.5,10.399999999999977,10.399999999999977,0.0,2022,10,22,0,4.02,243.0
18,12,3.596,3,50.5283152,-84.7834226,3.596,2022-10-22 00:20:10,,3023.3,13.0,28.0,61.0,85.0,21.0,10.0,47.0,74.5,36.5,10.199999999999989,10.199999999999989,0.0,2022,10,22,0,4.02,243.0
18,12,4.657,3,50.5282697,-84.7833862,4.657,2022-10-22 00:20:11,,3028.63,13.0,39.0,110.0,85.0,22.5,9.5,49.0,78.5,35.0,10.199999999999989,10.199999999999989,0.0,2022,10,22,0,4.02,243.0
18,12,5.177,3,50.5282059,-84.783368,5.177,2022-10-22 00:20:12,,3034.36,13.0,62.0,186.0,85.0,23.5,9.0,50.0,83.0,33.0,10.0,10.0,0.0,2022,10,22,0,4.02,243.0
18,12,5.923,3,50.5281377,-84.7833589,5.923,2022-10-22 00:20:13,,3040.9,13.0,71.0,256.0,85.0,23.5,12.0,52.0,84.0,44.5,9.800000000000011,9.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,12,6.38,3,50.5280649,-84.7833498,6.38,2022-10-22 00:20:14,,3047.63,13.0,52.0,212.0,85.0,,,54.0,,,9.600000000000023,9.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,12,5.947,3,50.5279966,-84.783368,5.947,2022-10-22 00:20:15,,3054.3,13.0,32.0,169.0,85.0,,,55.0,,,9.399999999999977,9.399999999999977,0.0,2022,10,22,0,4.02,243.0
18,12,6.102,3,50.5279238,-84.783368,6.102,2022-10-22 00:20:16,,3060.96,13.0,13.0,125.0,85.0,,,56.0,,,9.199999999999989,9.199999999999989,0.0,2022,10,22,0,4.02,243.0
18,13,6.304,3,50.527851,-84.783368,6.304,2022-10-22 00:20:17,,3067.83,13.0,0.0,0.0,85.0,,,58.0,,,9.0,9.0,-1.02,2022,10,22,0,4.02,243.0
18,13,6.571,3,50.527769,-84.7833589,6.571,2022-10-22 00:20:18,,3075.36,13.0,0.0,0.0,85.0,,,59.0,,,8.800000000000011,8.800000000000011,-2.67,2022,10,22,0,4.02,243.0
18,13,6.273,3,50.5277008,-84.783368,6.273,2022-10-22 00:20:19,,3082.13,13.0,0.0,0.0,85.0,,,60.0,,,8.399999999999977,8.399999999999977,-2.75,2022,10,22,0,4.02,243.0
18,13,6.124,3,50.5276188,-84.7833771,6.124,2022-10-22 00:20:20,,3089.18,13.0,0.0,0.0,85.0,,,61.0,,,8.199999999999989,8.199999999999989,-2.86,2022,10,22,0,4.02,243.0
18,14,6.335,3,50.5275415,-84.7833862,6.335,2022-10-22 00:20:21,,3097.04,13.0,0.0,0.0,85.0,,,62.0,,,8.0,8.0,-2.95,2022,10,22,0,4.02,243.0
18,14,6.375,3,50.5274687,-84.7834044,6.375,2022-10-22 00:20:22,,3103.88,13.0,0.0,0.0,85.0,,,64.0,,,7.800000000000011,7.800000000000011,-3.09,2022,10,22,0,4.02,243.0
18,14,6.607,3,50.5274004,-84.7834044,6.607,2022-10-22 00:20:23,,3110.3,13.0,0.0,0.0,85.0,,,65.0,,,7.600000000000023,7.600000000000023,-3.25,2022,10,22,0,4.02,243.0
18,14,6.652,3,50.5273276,-84.7834044,6.652,2022-10-22 00:20:24,,3117.01,13.0,0.0,0.0,85.0,,,66.0,,,7.600000000000023,7.600000000000023,-3.31,2022,10,22,0,4.02,243.0
18,14,6.302,3,50.5272593,-84.7834226,6.302,2022-10-22 00:20:25,,3123.17,13.0,0.0,0.0,85.0,,,67.0,,,7.399999999999977,7.399999999999977,-3.18,2022,10,22,0,4.02,243.0
18,14,5.953,3,50.5272001,-84.7834317,5.953,2022-10-22 00:20:26,,3128.96,13.0,0.0,0.0,85.0,,,68.0,,,7.399999999999977,7.399999999999977,-2.87,2022,10,22,0,4.02,243.0
18,15,6.448,3,50.5271319,-84.7834681,6.448,2022-10-22 00:20:27,,3135.57,13.0,0.0,0.0,85.0,,,70.0,,,7.600000000000023,7.600000000000023,-2.42,2022,10,22,0,4.02,243.0
18,15,8.747,3,50.5270545,-84.78355,8.747,2022-10-22 00:20:28,,3145.17,13.0,0.0,0.0,85.0,,,71.0,,,7.600000000000023,7.600000000000023,-1.31,2022,10,22,0,4.02,243.0
18,15,5.981,3,50.5270135,-84.7835955,5.981,2022-10-22 00:20:29,,3150.07,13.0,0.0,0.0,85.0,,,72.0,,,7.600000000000023,7.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,15,4.09,3,50.5269771,-84.7836137,4.09,2022-10-22 00:20:30,,3153.65,13.0,0.0,0.0,85.0,,,73.0,,,7.600000000000023,7.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,15,2.655,3,50.5269544,-84.7836137,2.655,2022-10-22 00:20:31,,3155.82,13.0,0.0,0.0,85.0,,,75.0,,,7.800000000000011,7.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,15,1.876,3,50.5269362,-84.7836228,1.876,2022-10-22 00:20:32,,3157.45,13.0,0.0,0.0,85.0,,,76.0,,,7.800000000000011,7.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,15,1.17,3,50.5269271,-84.7836137,1.17,2022-10-22 00:20:33,,3158.43,13.0,20.0,3.0,85.0,,,77.0,,,7.800000000000011,7.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,15,0.0,3,50.526918,-84.7836137,0.0,2022-10-22 00:20:34,,3158.43,13.0,23.0,9.0,85.0,15.5,19.0,77.0,57.0,58.0,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,0.0,3,50.5269043,-84.7836228,0.0,2022-10-22 00:20:35,,3158.43,13.0,24.0,15.0,85.0,22.0,19.0,68.0,68.0,64.5,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,0.0,3,50.5268952,-84.7836046,0.0,2022-10-22 00:20:36,,3158.43,13.0,26.0,46.0,85.0,29.0,18.5,58.0,79.0,71.5,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,0.0,3,50.5268861,-84.7835864,0.0,2022-10-22 00:20:37,,3158.43,13.0,31.0,78.0,86.0,35.5,18.5,60.0,90.0,78.0,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,0.0,3,50.5268816,-84.7835682,0.0,2022-10-22 00:20:38,,3158.43,13.0,40.0,100.0,86.0,37.0,20.0,46.0,89.0,86.0,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,2.795,3,50.5268952,-84.7834499,2.795,2022-10-22 00:20:44,,3158.54,13.0,55.0,197.0,86.0,29.0,26.5,46.0,94.5,84.0,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,1.698,3,50.5269043,-84.7834317,1.698,2022-10-22 00:20:45,,3159.87,13.0,76.0,248.0,86.0,26.0,31.0,47.0,89.0,94.0,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,2.395,3,50.5269316,-84.7834226,2.395,2022-10-22 00:20:46,,3162.5,13.0,88.0,231.0,87.0,26.5,31.0,49.0,89.0,94.5,8.0,8.0,0.0,2022,10,22,0,4.02,243.0
18,15,3.634,3,50.5269635,-84.7833771,3.634,2022-10-22 00:20:47,,3166.56,13.0,92.0,236.0,87.0,31.5,25.5,50.0,95.0,83.5,7.800000000000011,7.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,15,4.554,3,50.5269635,-84.7833042,4.554,2022-10-22 00:20:48,,3171.44,13.0,93.0,236.0,87.0,29.5,27.5,51.0,99.5,90.5,7.600000000000023,7.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,15,6.219,3,50.5269817,-84.7832132,6.219,2022-10-22 00:20:49,,3178.2,13.0,94.0,223.0,87.0,21.0,29.5,53.0,75.5,89.5,7.399999999999977,7.399999999999977,0.0,2022,10,22,0,4.02,243.0
18,15,6.934,3,50.5269999,-84.7831131,6.934,2022-10-22 00:20:50,,3185.37,13.0,92.0,152.0,87.0,17.5,28.5,54.0,63.0,85.5,7.199999999999989,7.199999999999989,0.0,2022,10,22,0,4.02,243.0
18,15,7.626,3,50.5270135,-84.7830039,7.626,2022-10-22 00:20:51,,3193.18,13.0,90.0,148.0,87.0,16.5,25.0,47.0,59.0,79.5,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,15,7.974,3,50.5270135,-84.7828855,7.974,2022-10-22 00:20:52,,3201.29,13.0,90.0,133.0,88.0,15.5,21.5,46.0,56.0,72.5,6.600000000000023,6.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,15,6.935,3,50.5270044,-84.7827854,6.935,2022-10-22 00:20:53,,3207.88,13.0,91.0,107.0,88.0,17.0,18.0,58.0,57.5,58.0,6.600000000000023,6.600000000000023,-1.18,2022,10,22,0,4.02,243.0
18,16,6.196,3,50.5269908,-84.7827035,6.196,2022-10-22 00:20:54,,3213.83,13.0,90.0,91.0,88.0,14.5,14.0,53.0,54.0,47.5,6.600000000000023,6.600000000000023,-3.11,2022,10,22,0,4.02,243.0
18,16,6.281,3,50.5269817,-84.7826125,6.281,2022-10-22 00:20:55,,3220.09,13.0,77.0,72.0,88.0,11.5,14.0,52.0,45.5,48.0,6.600000000000023,6.600000000000023,-2.68,2022,10,22,0,4.02,243.0
18,16,6.055,3,50.5269726,-84.7825306,6.055,2022-10-22 00:20:56,,3225.94,13.0,56.0,53.0,88.0,10.5,15.0,51.0,40.5,49.5,6.600000000000023,6.600000000000023,-2.17,2022,10,22,0,4.02,243.0
18,16,6.385,3,50.5269726,-84.7824304,6.385,2022-10-22 00:20:57,,3232.56,13.0,34.0,34.0,88.0,12.0,13.5,51.0,45.0,44.5,6.800000000000011,6.800000000000011,-1.17,2022,10,22,0,4.02,243.0
18,16,6.44,3,50.526968,-84.7823394,6.44,2022-10-22 00:20:58,,3239.06,13.0,12.0,15.0,88.0,13.5,12.0,49.0,49.0,39.5,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,16,6.181,3,50.5269726,-84.7822484,6.181,2022-10-22 00:20:59,,3245.15,13.0,0.0,0.0,88.0,15.0,10.5,48.0,53.0,34.5,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,16,5.749,3,50.526968,-84.7821665,5.749,2022-10-22 00:21:00,,3250.74,13.0,0.0,0.0,88.0,16.5,9.0,47.0,57.5,29.5,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,16,5.291,3,50.5269635,-84.7820937,5.291,2022-10-22 00:21:01,,3255.89,13.0,0.0,0.0,88.0,17.5,7.5,46.0,61.5,24.5,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,16,5.017,3,50.5269453,-84.782039,5.017,2022-10-22 00:21:02,,3260.71,13.0,0.0,0.0,88.0,19.0,6.0,45.0,65.5,19.0,6.800000000000011,6.800000000000011,0.0,2022,10,22,0,4.02,243.0
18,16,4.848,3,50.526918,-84.7819753,4.848,2022-10-22 00:21:03,,3265.61,13.0,0.0,0.0,88.0,20.5,4.5,44.0,70.0,14.0,6.600000000000023,6.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,16,4.567,3,50.5268907,-84.7819116,4.567,2022-10-22 00:21:04,,3270.1,13.0,7.0,13.0,88.0,22.0,3.0,43.0,74.0,9.0,6.600000000000023,6.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,16,4.964,3,50.5268679,-84.7818479,4.964,2022-10-22 00:21:05,,3275.19,13.0,41.0,86.0,88.0,23.5,1.0,42.0,78.0,4.0,6.600000000000023,6.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,16,5.055,3,50.5268725,-84.7817751,5.055,2022-10-22 00:21:06,,3280.28,13.0,47.0,150.0,88.0,23.5,4.0,43.0,79.5,13.5,6.399999999999977,6.399999999999977,0.0,2022,10,22,0,4.02,243.0
18,16,4.891,3,50.526877,-84.7817023,4.891,2022-10-22 00:21:07,,3285.09,13.0,53.0,174.0,88.0,19.5,27.0,47.0,69.0,90.0,6.399999999999977,6.399999999999977,0.0,2022,10,22,0,4.02,243.0
18,16,4.752,3,50.5268952,-84.7816476,4.752,2022-10-22 00:21:08,,3289.84,13.0,59.0,197.0,89.0,23.0,19.0,51.0,79.0,69.0,6.399999999999977,6.399999999999977,-0.33,2022,10,22,0,4.02,243.0
18,17,3.586,3,50.5269225,-84.7816294,3.586,2022-10-22 00:21:09,,3292.79,13.0,66.0,339.0,89.0,24.0,16.0,56.0,87.5,59.5,6.399999999999977,6.399999999999977,-0.96,2022,10,22,0,4.02,243.0
18,17,6.918,3,50.5269635,-84.7816841,6.918,2022-10-22 00:21:10,,3298.3,13.0,75.0,400.0,89.0,22.5,18.0,56.0,88.5,70.5,6.199999999999989,6.199999999999989,-1.04,2022,10,22,0,4.02,243.0
18,17,9.451,3,50.5270409,-84.7817569,9.451,2022-10-22 00:21:11,,3306.9,13.0,65.0,389.0,90.0,20.0,22.5,55.0,81.0,91.5,6.199999999999989,6.199999999999989,-1.14,2022,10,22,0,4.02,243.0
18,17,8.257,3,50.5271091,-84.7818024,8.257,2022-10-22 00:21:12,,3314.4,13.0,73.0,270.0,90.0,22.0,22.5,56.0,72.0,91.5,5.800000000000011,5.800000000000011,-1.36,2022,10,22,0,4.02,243.0
18,17,7.327,3,50.5271728,-84.7818115,7.327,2022-10-22 00:21:13,,3320.25,13.0,86.0,311.0,90.0,21.5,24.0,67.0,79.0,91.0,5.600000000000023,5.600000000000023,-1.66,2022,10,22,0,4.02,243.0
18,17,6.379,3,50.5272047,-84.7817933,6.379,2022-10-22 00:21:14,,3323.78,13.0,70.0,208.0,90.0,12.5,24.5,79.0,51.0,90.5,5.399999999999977,5.399999999999977,-1.97,2022,10,22,0,4.02,243.0
18,18,5.717,3,50.5272411,-84.7817751,5.717,2022-10-22 00:21:15,,3327.36,13.0,60.0,74.0,90.0,3.5,22.0,92.0,52.5,77.0,5.199999999999989,5.199999999999989,-2.1,2022,10,22,0,4.02,243.0
18,18,4.803,3,50.5272639,-84.7817478,4.803,2022-10-22 00:21:16,,3329.95,13.0,55.0,81.0,91.0,1.5,16.5,98.0,100.0,53.5,5.199999999999989,5.199999999999989,-2.06,2022,10,22,0,4.02,243.0
18,18,5.403,3,50.5272957,-84.7817205,5.403,2022-10-22 00:21:17,,3333.57,13.0,51.0,87.0,91.0,10.5,12.0,92.0,100.0,63.0,5.199999999999989,5.199999999999989,-1.95,2022,10,22,0,4.02,243.0
18,18,6.211,3,50.5273412,-84.7816658,6.211,2022-10-22 00:21:18,,3338.97,13.0,46.0,94.0,91.0,19.5,7.5,86.0,99.5,72.5,5.199999999999989,5.199999999999989,-1.77,2022,10,22,0,4.02,243.0
18,18,6.481,3,50.5273776,-84.7816112,6.481,2022-10-22 00:21:19,,3344.74,13.0,49.0,152.0,91.0,28.5,2.5,81.0,99.5,82.0,5.399999999999977,5.399999999999977,-1.06,2022,10,22,0,4.02,243.0
18,18,6.318,3,50.5274322,-84.7815839,6.318,2022-10-22 00:21:20,,3350.05,13.0,79.0,274.0,91.0,33.0,12.0,73.0,99.5,92.0,5.600000000000023,5.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,18,6.336,3,50.5274869,-84.7815566,6.336,2022-10-22 00:21:21,,3355.44,13.0,82.0,317.0,92.0,31.0,32.0,64.0,97.5,97.0,5.600000000000023,5.600000000000023,0.0,2022,10,22,0,4.02,243.0
18,18,6.367,3,50.5275506,-84.7815475,6.367,2022-10-22 00:21:22,,3361.14,13.0,83.0,312.0,92.0,24.0,25.5,55.0,88.5,84.5,5.600000000000023,5.600000000000023,0.0,2022,10,22,0,4.02,243.0
19,18,5.854,3,50.5276006,-84.7815384,5.854,2022-10-22 00:21:23,,3366.22,13.0,83.0,234.0,92.0,19.5,18.0,46.0,66.5,64.5,5.800000000000011,5.800000000000011,0.36,2022,10,22,0,4.02,243.0
19,18,5.604,3,50.5276598,-84.7815202,5.604,2022-10-22 00:21:24,,3371.59,13.0,81.0,101.0,92.0,17.0,17.0,38.0,58.0,57.5,6.0,6.0,1.13,2022,10,22,0,4.02,243.0
19,18,4.774,3,50.5277099,-84.7814838,4.774,2022-10-22 00:21:25,,3376.61,13.0,78.0,89.0,92.0,13.0,19.0,29.0,45.5,59.5,6.199999999999989,6.199999999999989,1.47,2022,10,22,0,4.02,243.0
19,18,5.652,3,50.5277554,-84.7814747,5.652,2022-10-22 00:21:26,,3381.44,13.0,72.0,102.0,92.0,11.5,18.0,40.0,37.5,59.0,6.199999999999989,6.199999999999989,1.75,2022,10,22,0,4.02,243.0
19,18,5.64,3,50.5278145,-84.7814747,5.64,2022-10-22 00:21:27,,3386.7,13.0,74.0,271.0,93.0,32.5,9.5,65.0,96.5,32.0,6.399999999999977,6.399999999999977,1.92,2022,10,22,0,4.02,243.0
19,18,7.085,3,50.5278737,-84.7814292,7.085,2022-10-22 00:21:28,,3392.76,13.0,81.0,430.0,93.0,28.5,10.0,46.0,86.0,39.5,6.600000000000023,6.600000000000023,1.99,2022,10,22,0,4.02,243.0
20,18,6.722,3,50.5279465,-84.781411,6.722,2022-10-22 00:21:29,,3399.66,13.0,87.0,487.0,94.0,23.0,10.5,47.0,72.0,49.0,6.800000000000011,6.800000000000011,2.01,2022,10,22,0,4.02,243.0
20,18,5.445,3,50.5280011,-84.7813837,5.445,2022-10-22 00:21:30,,3405.34,13.0,84.0,335.0,94.0,17.5,11.5,52.0,58.0,58.5,7.0,7.0,2.06,2022,10,22,0,4.02,243.0
20,18,4.862,3,50.5280558,-84.7813564,4.862,2022-10-22 00:21:31,,3410.56,13.0,76.0,166.0,94.0,12.5,12.5,51.0,46.0,63.5,7.199999999999989,7.199999999999989,2.13,2022,10,22,0,4.02,243.0
20,18,4.053,3,50.5281058,-84.7813382,4.053,2022-10-22 00:21:32,,3415.44,13.0,69.0,96.0,94.0,11.0,14.0,46.0,39.5,50.5,7.399999999999977,7.399999999999977,2.17,2022,10,22,0,4.02,243.0
20,18,3.297,3,50.5281468,-84.7812927,3.297,2022-10-22 00:21:33,,3420.19,13.0,60.0,80.0,94.0,18.0,18.5,48.0,60.5,60.0,7.399999999999977,7.399999999999977,2.23,2022,10,22,0,4.02,243.0
21,18,3.444,3,50.5281968,-84.7812654,3.444,2022-10-22 00:21:34,,3425.12,13.0,55.0,137.0,94.0,25.0,23.5,51.0,82.0,70.5,7.600000000000023,7.600000000000023,2.38,2022,10,22,0,4.02,243.0
21,18,3.825,3,50.5282287,-84.781238,3.825,2022-10-22 00:21:35,,3428.85,13.0,57.0,212.0,95.0,31.0,28.5,53.0,96.0,84.5,7.800000000000011,7.800000000000011,2.62,2022,10,22,0,4.02,243.0
21,18,3.905,3,50.5282651,-84.7812107,3.905,2022-10-22 00:21:36,,3432.59,13.0,68.0,287.0,95.0,35.0,32.5,52.0,100.0,99.0,7.800000000000011,7.800000000000011,2.89,2022,10,22,0,4.02,243.0
21,18,3.802,3,50.5282879,-84.7811743,3.802,2022-10-22 00:21:37,,3436.03,13.0,84.0,411.0,95.0,34.5,31.5,51.0,100.0,100.0,7.800000000000011,7.800000000000011,3.03,2022,10,22,0,4.02,243.0
21,18,3.613,3,50.5283106,-84.781147,3.613,2022-10-22 00:21:38,,3438.65,13.0,90.0,443.0,96.0,32.0,30.5,50.0,99.0,99.0,7.800000000000011,7.800000000000011,2.92,2022,10,22,0,4.02,243.0
