cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
98.0,78,3078.3,12.209,4,39.0687127,-139.8360386,276.0,12.209,2022-07-11 00:50:47,,88.0,28.5,51.0,94.0,21.5,73.5,25.0,19.200000000000045,19.200000000000045,15.0,18.0,-2.73,2022,7,11,0,2.75,80.0
97.0,78,3090.81,12.043,3,39.0687903,-139.8359108,281.0,12.043,2022-07-11 00:50:48,,89.0,20.5,46.0,76.5,24.5,80.0,25.0,19.200000000000045,19.200000000000045,15.0,18.0,-2.52,2022,7,11,0,2.75,80.0
96.0,79,3103.12,11.925,3,39.0688588,-139.835783,272.0,11.925,2022-07-11 00:50:49,,90.0,20.5,46.0,76.5,25.5,82.5,25.0,19.399999999999977,19.399999999999977,15.0,19.0,-2.26,2022,7,11,0,2.75,80.0
94.0,79,3115.02,11.844,3,39.0689311,-139.8356565,270.0,11.844,2022-07-11 00:50:50,,90.0,22.0,46.0,78.5,26.0,82.5,25.0,19.600000000000023,19.600000000000023,15.0,19.0,-1.83,2022,7,11,0,2.75,80.0
94.0,79,3126.84,11.675,3,39.0690044,-139.8355283,270.0,11.675,2022-07-11 00:50:51,,91.0,24.0,45.0,81.5,26.5,82.0,25.0,19.600000000000023,19.600000000000023,15.0,19.0,-1.42,2022,7,11,0,2.75,80.0
93.0,80,3138.71,11.638,3,39.0690771,-139.8354101,273.0,11.638,2022-07-11 00:50:52,,91.0,26.5,45.0,84.5,26.5,81.0,25.0,19.600000000000023,19.600000000000023,15.0,19.0,-0.34,2022,7,11,0,2.75,80.0
92.0,80,3150.08,11.403,3,39.0691453,-139.8352828,264.0,11.403,2022-07-11 00:50:53,,91.0,24.0,44.0,80.0,27.0,87.0,25.0,19.600000000000023,19.600000000000023,15.0,19.0,0.0,2022,7,11,0,2.75,80.0
91.0,80,3161.45,11.318,3,39.0692173,-139.8351657,252.0,11.318,2022-07-11 00:50:54,,90.0,24.0,44.0,79.5,26.5,87.0,25.0,19.600000000000023,19.600000000000023,15.0,19.0,0.0,2022,7,11,0,2.75,80.0
89.0,80,3172.18,11.205,3,39.0692821,-139.8350548,245.0,11.205,2022-07-11 00:50:55,,91.0,25.0,45.0,81.5,26.5,85.5,25.0,19.799999999999955,19.799999999999955,15.0,19.0,0.25,2022,7,11,0,2.75,80.0
89.0,81,3183.09,11.119,3,39.0693544,-139.8349463,264.0,11.119,2022-07-11 00:50:56,,91.0,26.0,47.0,84.0,26.5,86.0,25.0,20.0,20.0,15.0,19.0,0.55,2022,7,11,0,2.75,80.0
88.0,81,3194.37,11.257,3,39.0694236,-139.8348266,275.0,11.257,2022-07-11 00:50:57,,92.0,27.0,49.0,87.0,27.0,86.5,25.0,20.399999999999977,20.399999999999977,16.0,19.0,0.65,2022,7,11,0,2.75,80.0
88.0,81,3205.28,11.013,3,39.0694913,-139.8347182,279.0,11.013,2022-07-11 00:50:58,,92.0,27.5,51.0,89.5,27.0,87.0,25.0,20.600000000000023,20.600000000000023,16.0,19.0,0.73,2022,7,11,0,2.75,80.0
70.0,81,3215.86,10.648,3,39.0695599,-139.8346086,257.0,10.648,2022-07-11 00:50:59,,91.0,29.5,54.0,95.5,27.5,86.5,25.0,20.799999999999955,20.799999999999955,16.0,19.0,0.87,2022,7,11,0,2.75,80.0
44.0,82,3226.48,11.013,3,39.0696273,-139.8345007,211.0,11.013,2022-07-11 00:51:00,,91.0,30.5,35.0,98.5,27.5,86.0,25.0,21.0,21.0,16.0,19.0,1.12,2022,7,11,0,2.75,80.0
72.0,82,3237.16,10.826,3,39.0696958,-139.8343911,178.0,10.826,2022-07-11 00:51:01,,91.0,30.0,22.0,97.5,27.0,85.5,25.0,21.0,21.0,16.0,19.0,1.31,2022,7,11,0,2.75,80.0
86.0,82,3247.56,10.824,3,39.0697641,-139.8342819,188.0,10.824,2022-07-11 00:51:02,,90.0,30.0,27.0,96.5,26.5,84.5,25.0,21.200000000000045,21.200000000000045,17.0,19.0,1.44,2022,7,11,0,2.75,80.0
87.0,82,3257.85,10.817,3,39.069831,-139.8341837,213.0,10.817,2022-07-11 00:51:03,,89.0,29.5,31.0,95.5,26.0,84.0,25.0,21.200000000000045,21.200000000000045,17.0,19.0,1.47,2022,7,11,0,2.75,80.0
87.0,82,3268.42,10.729,3,39.0699069,-139.8340851,286.0,10.729,2022-07-11 00:51:04,,89.0,29.5,36.0,94.5,25.5,83.5,25.0,21.0,21.0,17.0,19.0,1.31,2022,7,11,0,2.75,80.0
85.0,83,3279.83,10.7,3,39.0699919,-139.833972,267.0,10.7,2022-07-11 00:51:05,,88.0,29.0,40.0,93.5,25.5,82.5,25.0,21.0,21.0,17.0,19.0,1.1,2022,7,11,0,2.75,80.0
85.0,83,3290.54,10.571,3,39.0700734,-139.8338814,233.0,10.571,2022-07-11 00:51:06,,90.0,28.5,44.0,92.0,25.0,82.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.27,2022,7,11,0,2.75,80.0
84.0,83,3301.72,10.545,3,39.070155,-139.8337727,229.0,10.545,2022-07-11 00:51:07,,91.0,27.0,49.0,87.5,26.0,85.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
85.0,83,3312.32,10.554,3,39.0702371,-139.8336813,244.0,10.554,2022-07-11 00:51:08,,91.0,25.5,51.0,82.5,27.0,88.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
90.0,84,3322.67,10.401,4,39.0703149,-139.8335899,252.0,10.401,2022-07-11 00:51:09,,91.0,24.0,51.0,81.0,27.5,87.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
91.0,84,3333.61,10.81,4,39.0704015,-139.8334895,266.0,10.81,2022-07-11 00:51:10,,91.0,22.5,50.0,80.5,27.5,85.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
91.0,84,3344.99,10.778,4,39.0704901,-139.833392,278.0,10.778,2022-07-11 00:51:11,,90.0,22.0,48.0,80.0,27.5,85.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
91.0,84,3355.71,10.516,4,39.0705734,-139.8332996,227.0,10.516,2022-07-11 00:51:12,,89.0,19.5,43.0,69.0,21.0,71.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
90.0,85,3366.21,10.527,4,39.0706549,-139.833209,193.0,10.527,2022-07-11 00:51:13,,89.0,17.5,47.0,64.0,20.0,69.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
90.0,85,3376.57,10.337,4,39.0707329,-139.8331084,163.0,10.337,2022-07-11 00:51:14,,90.0,17.0,47.0,62.5,20.0,69.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
89.0,85,3386.77,10.329,4,39.0708153,-139.8330257,153.0,10.329,2022-07-11 00:51:15,,89.0,16.5,47.0,61.0,19.5,67.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
88.0,85,3394.87,10.065,4,39.0708846,-139.8329641,137.0,10.065,2022-07-11 00:51:16,,90.0,16.0,46.0,60.0,19.0,65.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
75.0,85,3406.17,10.047,4,39.0709749,-139.8328706,125.0,10.047,2022-07-11 00:51:17,,92.0,16.0,46.0,58.5,18.5,63.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
50.0,85,3415.73,10.033,4,39.0710558,-139.8327897,105.0,10.033,2022-07-11 00:51:18,,94.0,15.5,47.0,57.0,17.5,61.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
25.0,85,3425.15,8.584,4,39.0711384,-139.8327253,84.0,8.584,2022-07-11 00:51:19,,96.0,15.0,49.0,56.0,17.0,59.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3432.97,7.737,3,39.0712099,-139.8326716,0.0,7.737,2022-07-11 00:51:20,,98.0,15.0,50.0,54.0,16.0,56.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3440.14,6.807,3,39.0712701,-139.8326163,0.0,6.807,2022-07-11 00:51:21,,97.0,14.0,51.0,50.5,14.0,49.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3446.44,6.228,3,39.0713247,-139.8325708,0.0,6.228,2022-07-11 00:51:22,,94.0,13.0,53.0,47.0,12.5,43.0,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3452.33,5.487,3,39.0713751,-139.832525,0.0,5.487,2022-07-11 00:51:23,,93.0,12.0,54.0,43.0,10.5,36.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3457.28,4.831,3,39.0714198,-139.8324804,0.0,4.831,2022-07-11 00:51:24,,95.0,11.0,55.0,39.5,8.5,30.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,85,3461.87,4.685,3,39.0714598,-139.8324533,0.0,4.685,2022-07-11 00:51:25,,95.0,10.0,57.0,36.0,6.5,23.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
31.0,85,3466.26,4.079,3,39.0714977,-139.8324161,4.0,4.079,2022-07-11 00:51:26,,96.0,9.5,58.0,32.0,4.5,16.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
45.0,85,3469.8,3.298,3,39.0715297,-139.8323886,7.0,3.298,2022-07-11 00:51:27,,94.0,8.5,59.0,28.5,3.0,10.0,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
31.0,85,3472.59,2.428,3,39.0715526,-139.8323702,6.0,2.428,2022-07-11 00:51:28,,96.0,7.5,61.0,25.0,1.0,3.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
17.0,85,3474.76,2.172,3,39.0715703,-139.8323526,5.0,2.172,2022-07-11 00:51:29,,97.0,8.0,60.0,25.5,0.0,0.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,-0.04,2022,7,11,0,2.75,80.0
3.0,85,3476.29,1.539,3,39.0715801,-139.8323338,0.0,1.539,2022-07-11 00:51:30,,99.0,10.0,60.0,30.0,0.0,0.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.05,2022,7,11,0,2.75,80.0
0.0,85,3477.84,1.556,2,39.0715892,-139.8323246,0.0,1.556,2022-07-11 00:51:31,,100.0,12.5,59.0,34.5,0.0,0.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.24,2022,7,11,0,2.75,80.0
0.0,85,3479.28,1.176,2,39.0716028,-139.8323155,0.0,1.176,2022-07-11 00:51:32,,99.0,14.5,58.0,39.0,0.0,0.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.48,2022,7,11,0,2.75,80.0
1.0,85,3479.29,3.004,1,39.0716482,-139.8322883,0.0,3.004,2022-07-11 00:51:43,,104.0,38.0,48.0,90.0,0.0,0.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
35.0,85,3483.13,4.576,1,39.0716757,-139.8322517,16.0,4.576,2022-07-11 00:51:44,,104.0,40.0,48.0,94.5,0.0,0.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
68.0,86,3488.95,6.601,1,39.0717304,-139.8322062,196.0,6.601,2022-07-11 00:51:45,,103.0,41.5,47.0,99.0,0.5,2.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
97.0,87,3495.61,7.206,1,39.0717879,-139.8321619,684.0,7.206,2022-07-11 00:51:46,,105.0,28.5,49.0,99.0,25.5,82.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
97.0,87,3502.87,7.098,1,39.0718531,-139.8321153,654.0,7.098,2022-07-11 00:51:47,,102.0,25.0,47.0,98.5,29.5,99.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
95.0,88,3510.58,7.889,1,39.0719258,-139.8320608,531.0,7.889,2022-07-11 00:51:48,,102.0,24.5,48.0,93.5,28.5,99.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
97.0,88,3518.75,8.108,2,39.0719991,-139.8320058,426.0,8.108,2022-07-11 00:51:49,,102.0,23.5,48.0,87.0,28.0,98.0,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,88,3526.72,8.078,2,39.0720667,-139.8319426,326.0,8.078,2022-07-11 00:51:50,,102.0,23.0,47.0,83.5,27.0,93.0,25.0,20.200000000000045,20.200000000000045,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,89,3535.01,8.107,2,39.0721448,-139.8318874,265.0,8.107,2022-07-11 00:51:51,,103.0,22.5,46.0,80.5,26.0,88.0,25.0,20.0,20.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
98.0,89,3543.18,8.233,2,39.0722165,-139.8318336,241.0,8.233,2022-07-11 00:51:52,,102.0,22.5,45.0,77.0,25.0,83.0,25.0,20.0,20.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
98.0,89,3551.35,8.477,2,39.0722883,-139.8317709,282.0,8.477,2022-07-11 00:51:53,,100.0,23.5,48.0,76.5,24.5,80.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,89,3560.19,8.638,2,39.0723671,-139.8317059,285.0,8.638,2022-07-11 00:51:54,,99.0,27.5,51.0,84.0,26.0,83.0,25.0,20.200000000000045,20.200000000000045,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,90,3568.73,8.371,2,39.0724431,-139.8316433,265.0,8.371,2022-07-11 00:51:55,,98.0,23.0,45.0,76.0,26.5,84.0,25.0,20.200000000000045,20.200000000000045,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,90,3577.38,8.379,2,39.0725216,-139.8315877,231.0,8.379,2022-07-11 00:51:56,,98.0,19.5,47.0,65.5,22.0,74.0,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,90,3585.97,8.49,2,39.0725949,-139.8315237,193.0,8.49,2022-07-11 00:51:57,,99.0,21.0,53.0,70.0,18.0,64.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,90,3593.97,8.766,2,39.072667,-139.8314643,232.0,8.766,2022-07-11 00:51:58,,96.0,24.0,55.0,81.0,17.0,61.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,91,3603.57,8.772,2,39.072755,-139.8313957,245.0,8.772,2022-07-11 00:51:59,,98.0,22.5,54.0,78.5,19.0,66.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
102.0,91,3612.05,8.659,2,39.0728305,-139.8313424,239.0,8.659,2022-07-11 00:52:00,,99.0,21.5,52.0,75.5,21.0,71.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
102.0,91,3621.06,8.766,2,39.0729092,-139.8312686,235.0,8.766,2022-07-11 00:52:01,,99.0,20.5,54.0,73.5,21.0,73.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
103.0,91,3629.72,8.674,2,39.0729815,-139.8312053,232.0,8.674,2022-07-11 00:52:02,,100.0,21.0,50.0,75.0,21.0,73.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
103.0,91,3638.83,8.983,2,39.0730637,-139.8311413,222.0,8.983,2022-07-11 00:52:03,,100.0,23.0,53.0,80.0,20.5,70.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
102.0,92,3648.0,8.856,2,39.0731457,-139.8310776,259.0,8.856,2022-07-11 00:52:04,,101.0,25.0,56.0,85.0,20.0,69.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,92,3656.95,8.937,2,39.0732278,-139.8310137,274.0,8.937,2022-07-11 00:52:05,,102.0,29.0,47.0,94.0,24.0,82.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,92,3666.03,9.043,2,39.073309,-139.8309506,275.0,9.043,2022-07-11 00:52:06,,100.0,26.0,49.0,85.5,24.5,83.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
98.0,92,3674.75,8.908,2,39.0733846,-139.8308883,272.0,8.908,2022-07-11 00:52:07,,99.0,21.0,46.0,73.0,24.5,81.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,93,3684.25,8.999,2,39.0734694,-139.8308222,263.0,8.999,2022-07-11 00:52:08,,100.0,17.5,46.0,64.0,24.0,79.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,93,3693.13,9.027,2,39.0735488,-139.8307516,223.0,9.027,2022-07-11 00:52:09,,99.0,16.5,49.0,63.5,21.5,78.5,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,93,3702.61,9.134,2,39.0736328,-139.8306861,225.0,9.134,2022-07-11 00:52:10,,100.0,20.5,50.0,74.0,19.5,69.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,93,3711.7,9.146,2,39.07371,-139.8306225,240.0,9.146,2022-07-11 00:52:11,,100.0,21.0,49.0,75.5,20.5,71.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,94,3720.84,9.157,2,39.0737918,-139.8305498,244.0,9.157,2022-07-11 00:52:12,,98.0,18.5,51.0,70.0,23.5,80.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,94,3730.02,9.244,2,39.0738761,-139.8304876,216.0,9.244,2022-07-11 00:52:13,,99.0,19.5,52.0,70.5,23.0,77.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,94,3739.35,9.523,2,39.0739575,-139.8304157,198.0,9.523,2022-07-11 00:52:14,,100.0,18.5,49.0,66.0,21.0,70.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,94,3749.13,9.362,2,39.0740427,-139.8303491,184.0,9.362,2022-07-11 00:52:15,,99.0,17.0,48.0,60.5,19.5,67.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,94,3758.55,9.239,2,39.0741293,-139.8302852,176.0,9.239,2022-07-11 00:52:16,,97.0,16.5,50.0,58.0,19.0,65.5,25.0,21.200000000000045,21.200000000000045,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
81.0,94,3767.87,9.217,2,39.0742105,-139.8302131,172.0,9.217,2022-07-11 00:52:17,,97.0,15.5,52.0,56.5,18.0,62.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
61.0,94,3776.85,9.187,2,39.0742886,-139.8301522,167.0,9.187,2022-07-11 00:52:18,,97.0,15.0,53.0,53.0,16.5,57.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
42.0,94,3786.24,8.698,2,39.0743739,-139.8300859,162.0,8.698,2022-07-11 00:52:19,,96.0,14.0,51.0,50.0,15.0,52.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
23.0,94,3794.67,7.855,2,39.0744479,-139.8300213,158.0,7.855,2022-07-11 00:52:20,,94.0,13.0,50.0,46.5,13.5,47.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
3.0,94,3802.33,7.151,2,39.0745149,-139.8299677,0.0,7.151,2022-07-11 00:52:21,,94.0,12.0,49.0,43.0,12.0,42.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3809.21,6.5,2,39.0745749,-139.8299124,0.0,6.5,2022-07-11 00:52:22,,95.0,11.0,48.0,40.0,11.0,37.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3815.66,6.172,2,39.074634,-139.8298669,0.0,6.172,2022-07-11 00:52:23,,97.0,10.0,47.0,36.5,9.5,32.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3821.47,5.462,2,39.074688,-139.8298309,0.0,5.462,2022-07-11 00:52:24,,98.0,9.0,45.0,33.0,8.0,27.0,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3826.57,5.067,2,39.0747327,-139.8297952,0.0,5.067,2022-07-11 00:52:25,,97.0,8.0,44.0,29.5,6.5,22.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3831.41,4.274,2,39.0747749,-139.8297578,0.0,4.274,2022-07-11 00:52:26,,96.0,7.0,43.0,26.5,5.0,17.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
0.0,94,3835.42,3.879,2,39.0748116,-139.8297303,0.0,3.879,2022-07-11 00:52:27,,98.0,6.5,42.0,23.0,3.5,12.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
16.0,94,3838.49,3.068,2,39.0748378,-139.829704,2.0,3.068,2022-07-11 00:52:28,,98.0,5.5,40.0,19.5,2.0,7.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
36.0,94,3841.35,2.748,2,39.074861,-139.8296853,11.0,2.748,2022-07-11 00:52:29,,100.0,4.5,39.0,16.5,0.5,2.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
35.0,94,3844.08,2.854,2,39.0748843,-139.8296666,24.0,2.854,2022-07-11 00:52:30,,97.0,11.0,42.0,41.0,7.5,23.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
41.0,95,3847.36,3.698,2,39.0749116,-139.8296394,117.0,3.698,2022-07-11 00:52:31,,97.0,20.0,46.0,74.5,17.0,52.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
49.0,95,3851.76,4.837,2,39.0749484,-139.8296026,215.0,4.837,2022-07-11 00:52:32,,98.0,24.5,49.0,85.0,20.0,61.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
65.0,95,3857.69,6.295,2,39.0749978,-139.8295577,370.0,6.295,2022-07-11 00:52:33,,97.0,29.0,50.0,96.0,23.0,70.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
78.0,96,3863.91,6.524,2,39.0750477,-139.8295034,435.0,6.524,2022-07-11 00:52:34,,99.0,24.0,55.0,92.0,23.5,71.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
87.0,96,3870.82,7.002,2,39.075107,-139.8294485,443.0,7.002,2022-07-11 00:52:35,,99.0,20.5,57.0,88.0,21.5,82.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
92.0,97,3878.33,7.57,2,39.0751696,-139.8293859,438.0,7.57,2022-07-11 00:52:36,,100.0,22.5,55.0,89.0,21.5,92.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
97.0,97,3886.45,7.95,2,39.075239,-139.8293211,389.0,7.95,2022-07-11 00:52:37,,99.0,30.5,52.0,95.0,28.0,86.0,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
100.0,97,3894.44,8.087,2,39.0753072,-139.8292664,334.0,8.087,2022-07-11 00:52:38,,100.0,26.0,49.0,83.5,32.0,94.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,98,3902.65,8.172,2,39.0753799,-139.8292029,289.0,8.172,2022-07-11 00:52:39,,98.0,23.0,48.0,76.5,28.5,87.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
102.0,98,3911.0,8.606,2,39.0754525,-139.8291393,256.0,8.606,2022-07-11 00:52:40,,99.0,26.0,46.0,84.0,26.5,84.0,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,98,3919.58,8.595,2,39.0755259,-139.8290751,255.0,8.595,2022-07-11 00:52:41,,97.0,29.5,44.0,92.5,27.5,85.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
96.0,99,3928.42,8.975,2,39.075603,-139.8290116,294.0,8.975,2022-07-11 00:52:42,,99.0,27.0,44.0,84.0,29.5,90.0,25.0,20.399999999999977,20.399999999999977,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
97.0,99,3937.52,9.185,2,39.0756804,-139.8289388,317.0,9.185,2022-07-11 00:52:43,,99.0,25.0,48.0,82.0,28.5,90.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
99.0,99,3946.79,9.202,2,39.0757625,-139.8288749,317.0,9.202,2022-07-11 00:52:44,,99.0,27.5,53.0,89.5,28.5,90.5,25.0,20.600000000000023,20.600000000000023,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
101.0,99,3956.11,9.434,2,39.075845,-139.8288016,330.0,9.434,2022-07-11 00:52:45,,100.0,27.0,50.0,88.5,26.0,83.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
102.0,100,3965.62,9.442,2,39.0759262,-139.8287294,339.0,9.442,2022-07-11 00:52:46,,100.0,23.5,44.0,79.0,25.5,80.5,25.0,20.799999999999955,20.799999999999955,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
103.0,100,3975.24,9.552,2,39.076013,-139.8286654,286.0,9.552,2022-07-11 00:52:47,,100.0,19.5,41.0,68.0,29.5,91.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
105.0,100,3984.76,9.728,2,39.0760944,-139.8285931,254.0,9.728,2022-07-11 00:52:48,,100.0,20.5,44.0,70.5,26.5,84.5,25.0,21.0,21.0,17.0,19.0,0.0,2022,7,11,0,2.75,80.0
